id	MCF7_ctl_1	MCF7_ctl_2	MCF7_ctl_3	MCF7_ROR2_1	MCF7_ROR2_2	MCF7_ROR2_3
ENSG00000020922.8	1505	1840.33	1428	1426.19	1281	1589.13
ENSG00000021300.9	589	919	692	435	439	922
ENSG00000021355.8	1603.64	1376.89	1551.84	2313.78	1445.73	2605.63
ENSG00000021461.12	22.36	16.42	19.17	19.82	13.67	17.14
ENSG00000021488.8	13.45	11.15	12.99	17.78	15.15	17.66
ENSG00000021574.7	1823.49	1708.96	1801.15	1987.38	1611.51	2172.1
ENSG00000021645.13	1	2	2	2	5	4
ENSG00000021762.15	628	721	565	614	451	798
ENSG00000021776.6	4211	4790	3802	4043.94	3398	4049
ENSG00000021826.10	266.88	260.78	260.5	144.66	113.24	219.47
ENSG00000021852.8	0	0	0	0	0	0
ENSG00000022267.12	293.98	483.97	383.97	366.96	301.98	562.93
ENSG00000022277.8	10534	11223	10407.82	10095	8280.72	10666
ENSG00000022355.10	2	10	11	0	4	9
ENSG00000022556.11	8.01	11.77	10.61	10.52	10.47	6.2
ENSG00000022567.5	645	792	661	540	458.96	691
ENSG00000022840.11	6631.92	7521.88	6695.81	6528.5	5221.39	7570.47
ENSG00000022976.11	950.69	1085.27	897.65	1012.31	796.95	1068.2
ENSG00000023041.7	1974	1846	1847	1820	1429	1859
ENSG00000023171.10	5	5	8	10	1	5
ENSG00000023191.12	4602.41	4519.74	4333.33	4302.22	2997.75	5076.92
ENSG00000023228.8	7801.57	7728.16	7578.4	8015.8	5803.72	8341.97
ENSG00000023287.8	3883	4180	3521	3656	3149	3937
ENSG00000023318.7	3626	4087	3623	3709	3222	4094
ENSG00000023330.10	1628	1374	1674	1624	1074	1715
ENSG00000023445.9	12.06	16.01	21.02	15.01	11.04	16.05
ENSG00000023516.7	6147.29	6288.12	5958.35	6592	5165.6	6912
ENSG00000023572.4	947	882	813	853	645	706
ENSG00000023608.4	598.21	617.84	558.59	667.79	533.47	608.85
ENSG00000023697.8	1097	1135	1148	1028	845	1213
ENSG00000023734.6	6551.96	6100	6041	7388	5375.96	6424
ENSG00000023839.6	123.84	108.91	80.2	100.59	86.44	98.83
ENSG00000023892.9	389.37	482.18	335.07	282.7	204.59	356
ENSG00000023902.9	304	255	369	327	174	393
ENSG00000023909.5	1545.45	1603.47	1637.56	1844.86	1547.95	1715.19
ENSG00000024048.6	3992.7	4493.16	3701.68	4042.41	3166.53	4413.02
ENSG00000024422.7	581.09	445.99	536.4	393.28	250.02	555.15
ENSG00000024526.12	2356.37	4300.5	3553.76	1850.16	2656.44	2931.91
ENSG00000024862.12	410	445	443	377	308	593
ENSG00000025039.9	139.98	117	135	229	121	194
ENSG00000025156.7	987	1024.83	917	964	826	1038
ENSG00000025293.11	2122.42	2171.43	1909.89	1853.52	1417.87	2100.71
ENSG00000025423.7	97.31	69.21	81.12	74.24	49.77	101.1
ENSG00000025434.14	357.29	371	321	417	298	480
ENSG00000025708.8	47.06	42.47	53.83	69.15	20.16	72.32
ENSG00000025770.14	1817.97	2064.23	1648.83	1454.42	1226.36	1845.51
ENSG00000025772.7	1558	1578	1561	1429	1098	1605
ENSG00000025796.9	6654.79	6932.87	6401.93	6870.54	5370.57	7269.55
ENSG00000025800.9	5942.08	6026.45	5471.48	4694.31	3698.88	5430.16
ENSG00000026025.9	43	53.8	19.08	14.48	29.04	25.02
ENSG00000026036.16	1407.37	1646.1	1233.17	993.01	716.45	1510.37
ENSG00000026103.15	177.29	180	182	209.22	152	224.57
ENSG00000026297.11	2318.83	2697.89	2230.19	2559.72	1913.92	2661.49
ENSG00000026508.12	5494.53	5402.05	3144.8	2803.42	1686.91	2036.7
ENSG00000026559.8	25.71	24.38	61.45	44.8	49.21	76
ENSG00000026652.9	2	3	6	4	3	4
ENSG00000026751.12	4.72	10.82	4.91	5.01	5.43	14.67
ENSG00000026950.12	7.26	12.84	6.34	6.21	9	11.22
ENSG00000027001.7	1423.66	1564.7	1166.29	1128.91	819.15	1187.61
ENSG00000027075.9	1749.1	1507.23	1352.06	1626.1	1007.35	1565.79
ENSG00000027644.4	2.1	1	0	0	0	0
ENSG00000027697.8	1181	1007	1169	1592	1121	1361
ENSG00000027847.9	872	952	797	797	584	905
ENSG00000027869.7	1	1	0	0	0	0
ENSG00000028116.12	1373.93	1413.03	1393.02	1566.14	1077.42	1392.84
ENSG00000028137.12	11.79	11.68	11.86	18.21	5.98	9.34
ENSG00000028203.13	2877.62	3331.62	3073.01	3391.44	3016.95	3684.67
ENSG00000028277.16	50	77	34	53	23	36
ENSG00000028310.13	2794.46	3031.14	2625.72	2481.13	1828.15	2773.96
ENSG00000028528.10	5957.04	6838.99	5541.36	4780.23	3794.47	5723.41
ENSG00000028839.5	779.81	828.56	797.78	804.32	635.39	873.06
ENSG00000029153.10	838.46	928.26	1067.9	1016.33	875.03	1095.33
ENSG00000029363.11	17680.38	19750.92	16947.65	18014.89	15110.86	17435.62
ENSG00000029364.7	5257.36	6069.47	5306.42	5524.33	4335.34	6103.89
ENSG00000029534.15	114	108.09	97	134	86.09	165
ENSG00000029559.5	24	32	31	22	13	33
ENSG00000029639.6	298.15	330.93	272	375.66	226.1	335.99
ENSG00000029725.12	5710.82	6255.81	6259.63	5472.64	4338.01	6045.67
ENSG00000029993.10	12972.55	15928.7	14285.95	13225.89	11245.36	14282.06
ENSG00000030066.9	9475.38	10139.34	8604.37	9662.55	8018.71	9745.47
ENSG00000030110.8	1803.09	1828.73	1842.51	2167.44	1820.22	2817.54
ENSG00000030304.8	0	0	0	0	0	0
ENSG00000030419.12	1627	2017	1756	1481	1497	2120
ENSG00000030582.12	6520	8125	5577	5752	4437	8228
ENSG00000031003.6	2320.11	3124.36	2599.86	2428.86	2282.72	2908.63
ENSG00000031081.6	44.98	39.22	56.47	53.68	24.79	79.36
ENSG00000031544.9	31.09	49.02	18.46	31.95	23	29.55
ENSG00000031691.6	980	1062	860	772	676	796
ENSG00000031698.8	11501	9785	10306	12343	7320	11892
ENSG00000031823.10	1627.59	1635.26	1512.87	1579.84	1130.51	1830.73
ENSG00000032219.14	3117	3253	2765	3154	2366	3399
ENSG00000032389.8	1915	1797	1657	2062	1301	2092
ENSG00000032444.11	1078	983	795	1077	570	1226
ENSG00000032742.13	917	1118	953.07	1076.86	901	1143
ENSG00000033011.7	1466.89	1396.08	1253.38	1398.23	955.34	1388.88
ENSG00000033030.9	1876.74	2219.9	1896.28	2030.18	1705.38	2210.74
ENSG00000033050.3	4242.15	3682.21	4148.6	4120.39	2829.83	4022.04
ENSG00000033100.10	2229.74	2417.31	1813.24	1916.35	1342.36	2160.02
ENSG00000033122.13	3	1	4	6	4	8
ENSG00000033170.12	7410.62	7710.47	6490.33	9370.41	6754.91	9023.36
ENSG00000033178.7	3575.86	3928.85	3534.54	3538.18	2918.21	3738.97
ENSG00000033327.8	1937	1390	1667	2416	1165	2361
ENSG00000033627.10	2180.86	2394.35	1966.64	1780.79	1242.58	1974.59
ENSG00000033800.9	1698.49	1955.08	1727.38	1429.39	1178.98	1757.56
ENSG00000033867.12	3586	3453	2673	3380	2632	3272
ENSG00000034053.10	149.65	106.71	138.13	175.72	97.68	158.63
ENSG00000034063.9	6605.91	5349.64	6061.35	6142.98	4027.7	6668.59
ENSG00000034152.14	1379	1444	1368	1397	966	1592
ENSG00000034239.6	0	0	0	0	0	0
ENSG00000034510.4	10929	13019.8	8876	12243	11147	15404.03
ENSG00000034533.7	661.27	645.03	624.87	705.67	495.74	614.06
ENSG00000034677.7	3881.6	4079.53	3541.97	3636.23	2703.55	3624.32
ENSG00000034693.10	931.77	943.23	1036.9	1122.75	904.92	1133.2
ENSG00000034713.3	4504.35	4501.06	4167.39	4070.53	3121.43	4730.95
ENSG00000034971.9	0	0	0	0	0	0
ENSG00000035115.17	2343.42	2232.15	2021.62	2510.28	1775.89	2481.45
ENSG00000035141.3	5634.03	5477.44	5682.55	5863.76	4346.97	6240.22
ENSG00000035403.12	2846	2676	3032	3060	2312	3616
ENSG00000035499.8	1765	2858	2590	1771.08	2009.56	2255.08
ENSG00000035664.7	307.58	210.47	250.8	328.21	195.22	310.32
ENSG00000035681.3	2764	2818	2465	2838	2006	2818
ENSG00000035687.9	3039	2731.59	2820.84	3268.98	2353	3127.46
ENSG00000035720.3	0	1	0	0	0	0
ENSG00000035862.8	2795	2122.18	2197.68	2899.24	1998	3252.99
ENSG00000035928.10	4422.22	4305.81	4013.45	4487	3711.47	4543.59
ENSG00000036054.8	2261	2674	2226	2151	1988	2415
ENSG00000036257.8	5616	6198.16	5719.64	5815	4376	5800
ENSG00000036448.5	2	2	1	0	1	0
ENSG00000036473.5	0	0	0	0	0	0
ENSG00000036530.4	187.73	222.4	230.68	202.24	167.45	287.92
ENSG00000036549.8	2883.21	3038.38	2677.83	2452.66	2006.62	2649.81
ENSG00000036565.10	3.37	4.17	1.04	3.09	0	0
ENSG00000036672.11	101	65	94	101	74	118.98
ENSG00000036828.9	3	1	0	0	0	3
ENSG00000037042.8	613.75	742.44	558.62	532.61	427.68	753.81
ENSG00000037241.3	2200.92	2256.49	2349.72	2272.42	1655.76	2258.73
ENSG00000037280.11	112.47	61.16	78.02	112.05	76.15	98.03
ENSG00000037474.10	6659.1	6224.85	6249.56	6329.4	4614.86	6051.48
ENSG00000037637.6	1508.19	1520.19	1459.01	1167.12	815.35	1343.47
ENSG00000037749.7	2296.49	2619.75	2245.06	2097.53	1741.67	2247.25
ENSG00000037757.9	1716.92	1588.86	1523.53	1448.11	1019.85	1744.79
ENSG00000037897.12	1268.89	1035.21	1255.89	1502.63	919.14	1349.88
ENSG00000037965.4	30	22	44	43	28	46
ENSG00000038002.4	541	773	674	507	554	755
ENSG00000038210.9	2904.95	3101.31	3133.51	2892.55	2423.07	3357.78
ENSG00000038219.8	3998.92	3932.92	3649.57	4377.63	3200.34	4424.8
ENSG00000038274.11	2746.18	2806.24	2548.68	2268.96	1889.7	2596.14
ENSG00000038295.3	0	0	0	0	0	0
ENSG00000038358.10	4954.81	5489.04	5022.98	4507.4	3491.01	5940.5
ENSG00000038382.13	5714	6055	5526	6084	4178	6864
ENSG00000038427.11	0	2	0	0	0	0
ENSG00000038532.10	2264.19	2735.97	2148.11	2183.79	1742.64	2461.01
ENSG00000038945.10	12.85	17.45	9.36	12.18	12.75	10.1
ENSG00000039068.14	44709.43	47893.01	39621.15	39165.58	29080.07	41881.63
ENSG00000039123.11	5767.74	5995.31	5417.34	5150.46	4156.96	5284.89
ENSG00000039139.9	129	91	113	168	92	174
ENSG00000039319.12	3996.15	4640.01	4329.79	3481.63	3262.53	4170.63
ENSG00000039523.13	2422.72	2679.54	2380.7	2328.77	1522.71	2867.88
ENSG00000039537.9	1	0	0	0	0	0
ENSG00000039560.9	138	50	160	227	134	231
ENSG00000039600.6	3	9	2	2	3	10
ENSG00000039650.5	2080.7	2416.15	1723.43	1820.1	1210.41	2268.66
ENSG00000039987.2	3	5	7	6	2	5
ENSG00000040199.14	3012.98	2808.58	2753.23	3294.72	2187.73	3524.03
ENSG00000040275.12	2392	3362	3002	2295	2605	2810
ENSG00000040341.13	2643.47	3022.94	2591.97	2180.78	1999.56	2764.16
ENSG00000040487.8	452.13	455.58	454.7	367.98	239.17	441.09
ENSG00000040531.10	526.83	570.26	554.02	531.11	386.87	600.87
ENSG00000040608.9	170	153	199	185	114	233
ENSG00000040633.8	2186	2164	2130	2189	1337	2459
ENSG00000040731.6	2.16	2.2	4.08	3.02	0	0
ENSG00000040933.10	1669.02	1806	1624.53	1908.01	1542	2232.02
ENSG00000041353.5	3394.62	3114.86	2518	3172.55	2187	2730.23
ENSG00000041357.11	16539	18939	17637	17194	14079	16406.98
ENSG00000041515.11	245.99	189.12	159.21	431.94	235.07	372.99
ENSG00000041802.6	4651.15	5119.93	5166.32	5629.38	4457.25	5655.64
ENSG00000041880.10	112	127	122	119	50	119
ENSG00000041982.10	2	2	1	1	2	0
ENSG00000041988.11	402.34	495.45	509.95	365.86	276.61	454.01
ENSG00000042062.7	146.57	116.41	80.85	127.95	79.23	125.74
ENSG00000042088.9	2021	2345.99	2077	1932	1498	2155
ENSG00000042286.10	1226.57	1266.39	1184.42	1550.41	1128.31	1413.51
ENSG00000042304.6	15.34	14.91	7.82	13.76	6.39	11.99
ENSG00000042317.12	231.98	286.67	194.03	337.54	264.67	350.64
ENSG00000042429.6	1201.75	1291.53	1178.7	1272.26	992.74	1312.92
ENSG00000042445.9	1725.62	1720.88	1535.87	1641.04	1051.15	1955.63
ENSG00000042493.11	685	960	509	371	444	639
ENSG00000042753.7	4843	4856	4538	4452	3277	5026
ENSG00000042781.8	6	8	8	7	5	8
ENSG00000042813.3	0	0	0	0	0	0
ENSG00000042832.7	4	1	5	4	1	1
ENSG00000042980.8	4	4	0	1	2	1
ENSG00000043039.5	378.02	508.26	372.16	342.14	320.15	475.07
ENSG00000043093.9	3832.32	3720.65	3747.55	3922.91	3223.22	4094.11
ENSG00000043143.16	4267	5161	3841	3614	2715	4436.93
ENSG00000043355.6	428	478	357.89	388	368	477
ENSG00000043462.7	0	1	0	0	0	0
ENSG00000043514.11	865	892	930	850	606	865
ENSG00000043591.4	12	18	24	9	5	8
ENSG00000044012.3	0	0	0	0	0	0
ENSG00000044090.4	3780.83	4469.07	3252.17	3746.45	2670.23	4569.33
ENSG00000044115.15	24613.08	25867.56	22803.61	21782.64	17729.35	24809.48
ENSG00000044446.6	2024.86	2125.72	1768.62	1845.3	1131.32	1974.68
ENSG00000044459.10	50.18	54.82	30.41	53.36	53.64	78.72
ENSG00000044524.6	424	524	407.02	447	433.01	660.07
ENSG00000044574.7	36546.16	34335.61	34806.33	36158.04	24506.13	34674.12
ENSG00000046604.8	3436.84	3743.26	2964.39	3446.43	2940.65	3927.43
ENSG00000046647.9	600.88	575.8	510.71	516.91	384	603.88
ENSG00000046651.10	2532.77	3213.69	2382.48	2344.88	2140.75	2769.59
ENSG00000046653.10	147	137	138	106	96	153
ENSG00000046774.9	1	1	1	0	0	0
ENSG00000046889.14	3.81	7.15	3.21	8.68	5.18	2.08
ENSG00000047056.10	2478	2772	2270	2480	1966	2825
ENSG00000047188.11	2780.78	2738.56	2639.02	2320.17	1806.12	2259.35
ENSG00000047230.10	2305	2643	2284	2601	1946	2800
ENSG00000047249.12	2536.16	2620.31	2346.63	2326.35	1760.18	2476.4
ENSG00000047315.10	8518.71	8797.27	8088.25	8865.82	6385.07	8745.65
ENSG00000047346.8	4732.4	4909.25	3816.67	4334.39	3199.24	4637.02
ENSG00000047365.7	729	710	643	683	517	621
ENSG00000047410.8	25322.29	29744.3	26144.08	16699.12	15689.72	21898.99
ENSG00000047457.9	5.21	8.47	8.4	5.28	8.8	11.99
ENSG00000047578.8	2595.31	3079.45	2187.08	1867.4	1374.83	2383.11
ENSG00000047579.15	854	984	897	890	672	980
ENSG00000047597.5	243	229	220	271	168	268
ENSG00000047617.10	0	3	3	2	0	2
ENSG00000047621.7	714.96	746.08	790.89	736.85	646.55	787.36
ENSG00000047634.10	1033.62	1088.55	913	1267.69	999	1238
ENSG00000047644.13	2334	2513.99	2781	2312	1716	3118
ENSG00000047648.17	0	0	0	0	0	0
ENSG00000047662.4	295.34	371.28	243.38	330.71	248.89	296.84
ENSG00000047849.17	9432.21	9115.51	8146.69	9067.97	6135.81	9604.74
ENSG00000047932.9	3172.48	3214.41	3035.94	3285.48	2591.44	3445.04
ENSG00000047936.6	1	0	0	0	0	0
ENSG00000048028.7	806.18	1003.51	923.02	801.68	755.88	1039.47
ENSG00000048052.16	23	35	38	48	49	70
ENSG00000048140.13	3313	3065	2969	2928	2177	3584
ENSG00000048162.15	2407	1761.42	2091.74	2609.06	1605.14	2163.35
ENSG00000048342.11	479.13	459.55	416.39	500.04	362.49	508.05
ENSG00000048392.7	7288.58	8732.54	7288.58	6537.32	5782.68	7457.65
ENSG00000048405.5	1397	1345	1332	1360	964	1354
ENSG00000048462.6	0	3	1	0	1	2
ENSG00000048471.9	1488.93	1836	1391.13	1273.85	976.59	1661.56
ENSG00000048540.10	26	17	17	8	11	16
ENSG00000048544.5	3322.25	3140.8	3238.99	3589.2	2919.84	3526.03
ENSG00000048545.9	0	0	0	0	0	0
ENSG00000048649.9	5430.93	5494.2	5082.03	5595.65	4223.82	5821.37
ENSG00000048707.9	4450	5484	4117	3522	2759.86	4290
ENSG00000048740.12	1	0	2	1	0	2
ENSG00000048828.12	20860.45	22785.5	19158.26	21059.58	15170.3	21996.82
ENSG00000048991.12	3949.9	4487.04	4161.43	4522.52	3614.19	5228.49
ENSG00000049089.9	304	316	397	225	199	438
ENSG00000049130.9	5175	7518	6022	4769	5110	6830
ENSG00000049167.9	686.05	600.58	701.99	683.3	569.94	744.98
ENSG00000049192.10	7	13	6	3	1	6
ENSG00000049239.8	2310.1	2943.06	2124.18	1785.74	1418.01	2477.86
ENSG00000049245.8	3307.99	3443.59	3573	2882.68	2400.48	3302.96
ENSG00000049246.10	1438.9	1199.01	1149.84	1121.34	714.65	1344.6
ENSG00000049247.9	0	0	0	0	0	0
ENSG00000049249.4	2	1	1	1	2	0
ENSG00000049283.13	2926.45	2723.76	2479.83	2634.4	1820.05	2934.8
ENSG00000049319.2	1	3	2	0	0	1
ENSG00000049323.11	2318	2187	2110	1980	1503	2387
ENSG00000049449.4	175.72	128.79	154.77	401.94	261.31	307.83
ENSG00000049540.12	6.63	3.38	6.35	5.5	2.64	9.11
ENSG00000049541.6	3629.22	3189.97	3184.63	3643.49	2642.68	3836.99
ENSG00000049618.16	2296	2760	2043	2281	1768	2584
ENSG00000049656.9	6460	5937	6153	5880	4167	6007
ENSG00000049759.12	974.95	1088.91	1055.98	1071.9	864.57	1203.28
ENSG00000049768.10	40.09	46.05	33.06	31.08	19.05	39.07
ENSG00000049769.8	209	281.7	296	192	189	287
ENSG00000049860.9	4888	5561.34	6025.12	4943.92	4559.71	5692.65
ENSG00000049883.10	588.93	556.01	505.27	585.03	412.62	517.51
ENSG00000050030.8	82	136	62	74	69	85
ENSG00000050130.13	2552.32	2621.14	2433.34	2487.34	1838.71	2640.11
ENSG00000050165.13	0	0	0	0	0	0
ENSG00000050327.10	1735.08	1601.49	1620.57	1348.98	985.69	1693.09
ENSG00000050344.8	871.9	894.25	902.07	1048.06	842.67	1116.7
ENSG00000050393.7	2422.18	2284.96	2490.37	2409.39	1898.76	2682.89
ENSG00000050405.9	2007.5	2090.57	2186.67	2438.23	1757.05	2496.12
ENSG00000050426.11	2611.4	2823.21	2153.94	2656.62	1935.09	2755.58
ENSG00000050438.12	278.98	342.31	264.48	547.98	321.06	586.68
ENSG00000050555.13	6.2	12.65	5.01	8.04	7.83	13.14
ENSG00000050628.16	20.76	16.6	7.51	12.88	8.13	9.86
ENSG00000050730.11	3.3	6.68	3.28	3.92	5.63	3.7
ENSG00000050748.12	6107.42	6271.47	5865.71	6188.48	4637.33	6378.94
ENSG00000050767.11	28	33	25	17	12	46
ENSG00000050820.12	3810.79	3847.12	3669.76	4255	2920	5651.74
ENSG00000051009.6	926	988	727	851	645	944
ENSG00000051108.10	910.04	1066	727.07	993.49	728.46	1044.97
ENSG00000051128.14	1208.24	845.46	1064.22	1141.02	823.48	1277.83
ENSG00000051180.12	1698.36	1481.55	1437.55	1333.57	1060	1338.51
ENSG00000051341.9	3229.41	4119.44	3281.73	3029.34	2803.98	3380.87
ENSG00000051382.4	3912.18	4223	3887.18	3797.02	2903	4237.3
ENSG00000051523.6	7378.03	7322.76	7175.38	7071.09	4611.94	8647.83
ENSG00000051596.5	3960.2	4128.02	3870.5	3159.51	2984.16	4410.59
ENSG00000051620.6	3320.33	3573.38	3321.97	3486.75	2637.83	3700.93
ENSG00000051825.10	3255.39	4300.76	3493.03	3179.26	3212.13	3713.67
ENSG00000052126.10	1352.72	1541.48	1363.9	1180.77	985.56	1567.45
ENSG00000052344.11	3962.11	3290.02	2845.31	2896.9	1728.54	3370.7
ENSG00000052723.7	10378.57	11140.59	9853.67	10117.42	8867.53	10714.44
ENSG00000052749.9	2342.95	1713.38	2000.79	2775.95	1642.02	2401.22
ENSG00000052795.8	474	491	530	531	357	576
ENSG00000052802.8	2724.78	2675.91	2807.03	3122.54	2332.72	3068.61
ENSG00000052841.10	2562	2724	2389	2617	1951	2809.98
ENSG00000052850.5	3	2	1	7	2	6
ENSG00000053108.12	469.17	202.16	233.08	469.73	205.51	332.98
ENSG00000053254.11	1501.58	1674.29	1135.52	1412.3	1030.57	1608.16
ENSG00000053328.8	0	0	1	0	0	0
ENSG00000053371.8	2351.1	2807.83	2347.22	1729.22	1593.74	2391.25
ENSG00000053372.4	3991.17	2984.5	3681.55	3803.47	2453.04	3249.93
ENSG00000053438.7	41.04	48.93	34	45.67	29	34.08
ENSG00000053501.8	466.47	424.67	402.39	435.86	238.5	405.15
ENSG00000053524.7	82.93	127.74	69.26	80.16	69.44	95.41
ENSG00000053702.10	82.71	112.91	77.9	110.83	76.56	94.23
ENSG00000053747.11	1000	800	1040	1877	976	1681
ENSG00000053770.7	1874.16	2106.21	1766.63	1912.79	1533.06	2068.36
ENSG00000053900.6	1922.94	1844.04	1834	2101.01	1529.39	2066
ENSG00000053918.11	26	17	24.15	21	8	26.41
ENSG00000054116.7	2040.49	1987.83	1997.65	1826.95	1287.38	1934.43
ENSG00000054118.9	12025.71	12561.7	10662.75	9601.83	7274.56	10564.47
ENSG00000054148.13	3622.73	4104.93	3257.17	2922.31	2371.7	4227.33
ENSG00000054179.7	577	735	568	358	331	615
ENSG00000054219.9	5.15	1.41	4.09	4.08	7.05	6.45
ENSG00000054267.16	3357.55	3730.71	3222.81	3260.61	2624.73	3623.58
ENSG00000054277.8	656.33	550.31	680.81	656.83	477.34	602.45
ENSG00000054282.11	545.86	561.01	505.91	508.5	381.77	635.81
ENSG00000054356.9	1	2	0	0	0	1
ENSG00000054392.8	180	274	184	130	129	177
ENSG00000054523.12	5989.41	6205.69	5556.38	5599.8	4301.53	6107.94
ENSG00000054598.5	361	472.99	552	503.8	474	582.99
ENSG00000054611.9	685.02	800.62	518.15	674.15	499.05	719.09
ENSG00000054654.11	13054.08	19444.6	13020.73	11757.27	11865.87	15398.3
ENSG00000054690.9	2319.27	2321.85	1784.06	2137.56	1469.01	2275.34
ENSG00000054793.9	15252	15914	13037	15345	10954	16702
ENSG00000054796.8	0	0	0	0	0	0
ENSG00000054803.3	109	125	90	73	72	82
ENSG00000054938.11	1	2	3	0	1	2
ENSG00000054965.6	5558.19	7067.89	5236.46	5149.22	4259.76	6750.99
ENSG00000054967.8	810.88	707.78	825.47	685.64	471.33	751.11
ENSG00000054983.12	1227.44	1250.48	1244.22	1376.67	1117.18	1650.91
ENSG00000055044.6	6933.7	6347.94	6327.86	7533.45	5654.66	6627.11
ENSG00000055070.12	8712.7	9021.2	8104.79	7304.65	5397.77	8280.88
ENSG00000055118.10	213	214.93	192.91	218.94	165.99	266.97
ENSG00000055130.11	4533	5106	4668	4248	3465	4695.99
ENSG00000055147.13	746	729	658	666	563	721
ENSG00000055163.14	1545.09	1596.77	1303.64	1448.31	1015.9	1697.38
ENSG00000055208.13	5703.14	6194.41	5297.37	5994.19	4874.85	6511.19
ENSG00000055211.8	3042.82	3023.9	2875.02	3373.25	2610.41	3503.94
ENSG00000055332.11	4112.09	4158.87	3576.99	4601.44	3575.15	4721.04
ENSG00000055483.14	3590	3347	2829	3986	2469	3516
ENSG00000055609.13	9581.87	10681.97	8080.42	8317.76	5775.07	9466.64
ENSG00000055732.8	488.13	632.27	513.65	483	435.99	583.44
ENSG00000055813.5	96.41	119.24	115.65	73.92	80.74	104.47
ENSG00000055917.11	10010.27	11600	9513	10319.04	9200	11853
ENSG00000055950.12	2346.34	2346.64	2188.46	2259.68	1548.94	2707.31
ENSG00000055955.11	29.89	20.37	14.5	21.47	11.63	18.26
ENSG00000055957.6	1	0	0	0	0	0
ENSG00000056050.6	621	739.84	629	624	506	666.85
ENSG00000056097.11	5384	5564	5554	5170	4115	5375
ENSG00000056277.11	726.88	830.34	655.1	815.19	711.44	826.12
ENSG00000056291.13	1.1	0	1.2	1.24	1.23	1.13
ENSG00000056487.11	40	42	38	32	20	57
ENSG00000056558.6	64	60	41	41	45	45
ENSG00000056586.11	8168.23	8191.88	7868.03	7422.48	5741.22	8968.16
ENSG00000056661.9	1393.62	1368.48	1102.79	1374.83	900.31	1621.94
ENSG00000056736.5	539.36	470.77	444.7	408.62	285.04	464.83
ENSG00000056972.14	1691.05	2048.3	1454.57	1747.91	1402.86	1984.96
ENSG00000056998.14	427.06	424.99	343.46	457.86	284.52	475.26
ENSG00000057019.11	3323.34	3494.36	2822.69	3415.02	2407.49	3335.9
ENSG00000057149.10	0	0	0	0	0	0
ENSG00000057252.8	1444.33	1655.42	1685.8	1688.96	1231.05	1777.97
ENSG00000057294.9	966.5	924.99	1102.92	1306.41	856.69	1269.04
ENSG00000057468.6	2	2	3	2	0	1
ENSG00000057593.9	6	5	8	8	1	10
ENSG00000057608.11	20097.57	19144.87	19461.66	20631.05	15753.51	21048.93
ENSG00000057657.10	2	4	1	9	4	7
ENSG00000057663.8	2321	2515	2296	2542	2166	2623
ENSG00000057704.6	67.01	97	85	39	36	52.68
ENSG00000057757.5	1805	1896	2004	1563	1303	1660
ENSG00000057935.9	2686.33	2764.64	2476.1	2796.82	2205.58	3304.04
ENSG00000058056.4	3246.45	3919.07	2991.77	3326.82	2557.17	3425.56
ENSG00000058063.11	3968	4734	3976	3736	3383	4465
ENSG00000058085.10	447.94	417.62	287.7	379.16	356.25	339.75
ENSG00000058091.12	394	563	460	197	189	272
ENSG00000058262.5	17517.96	17529.23	16933.91	17271.64	12296.18	18514.76
ENSG00000058272.11	6239.38	6886.7	6251.29	6445.62	5210.66	6950.48
ENSG00000058335.11	3	3	3.14	4	1.04	2
ENSG00000058404.15	547	787	473	409	318	627
ENSG00000058453.12	1162.87	1303.08	920.82	742	569.52	954.19
ENSG00000058600.11	3151.87	2903.86	2636.29	2667.9	1873.64	2810.4
ENSG00000058668.10	2264	2629	1741	2562	1962	2972
ENSG00000058673.11	16954.07	19330.63	16401.83	15484.72	12636.15	19072.43
ENSG00000058729.6	1503.11	1438.56	1543.36	1501.15	1176.12	1429.51
ENSG00000058799.9	897	820	857	609	477	680
ENSG00000058804.10	3566	3979	3827	3166	2877	3377
ENSG00000058866.10	0	2	1	3.46	4	1
ENSG00000059122.12	1871.38	1884.46	1664.29	1538.08	1109.94	2009.42
ENSG00000059145.14	2299.52	3170.65	2499.55	1839.39	1787.53	2570.31
ENSG00000059377.11	12.06	12.45	9.24	18	7.88	7.71
ENSG00000059378.8	227.67	211.15	183	214.82	136	158.01
ENSG00000059573.4	5249	4761	5051	5280	3539	5434
ENSG00000059588.5	1738.35	1720.38	1511.24	1767.94	1293.68	1615
ENSG00000059691.7	718.48	694.5	680.74	688.38	494.41	795.29
ENSG00000059728.6	2800.12	2213	1892.63	2093	1285	1790.63
ENSG00000059758.3	1442	1572	1378	1484	1118	1581
ENSG00000059769.15	1525.94	1412.93	1631.21	1723.81	1427.47	1625.52
ENSG00000059804.11	10.95	13.72	16.01	19.22	9.28	16.81
ENSG00000059915.12	214.35	224.87	157.18	216.58	121.29	233.05
ENSG00000060069.12	729	785	696	790	516	885
ENSG00000060138.8	4510.65	3933.44	3757.21	4668.51	3668.16	4637.18
ENSG00000060140.4	92	88	83	109	83	85
ENSG00000060237.12	8335	9304	7960	8600	6439	9828
ENSG00000060303.5	14.01	13.01	13.01	16.01	9	14.02
ENSG00000060339.9	5865.48	6369.73	6350.23	6345.98	5176.19	6690.65
ENSG00000060491.11	4379	4190	4382	4016	2667	5295
ENSG00000060558.3	4	1	0	0	1	0
ENSG00000060566.9	8	8	2	10	3	6
