id	MCF7_ctl_1	MCF7_ctl_2	MCF7_ctl_3	MCF7_ROR2_1	MCF7_ROR2_2	MCF7_ROR2_3	pval	qval
ENSG00000169071	3.0	1.0	4.0	19603.0	14851.0	26072.0	0.0	0.0
ENSG00000083857	179.0	183.03	228.0	1763.0	1320.0	1908.0	4.94182096004727e-97	9.495214792634825e-93
ENSG00000164749	6.03	10.44	10.24	362.4	359.54	529.93	9.060495696324087e-87	1.1605890953944734e-82
ENSG00000179083	4.0	6.0	8.0	202.0	217.0	240.0	1.3967937525081451e-56	1.341899758034575e-52
ENSG00000136167	289.0	208.0	265.0	2416.0	1205.0	2265.0	7.594128987972303e-53	5.836543774995993e-49
ENSG00000125246	70.88	54.26	71.27	378.04	289.07	358.61	8.746036792080722e-34	5.601545030767966e-30
ENSG00000170017	3702.0	4510.0	3693.0	1588.0	1334.0	1607.0	6.202921736354795e-30	3.405226806923458e-26
ENSG00000115935	1582.75	1189.0	1080.0	4488.37	2722.0	4494.83	4.188852143388793e-29	2.0121151270768068e-25
ENSG00000163584	909.01	847.06	794.0	2562.0	2054.0	2104.0	2.467496185589923e-25	1.0535660379983283e-21
ENSG00000127831	194.91	101.12	121.13	1770.22	628.29	1438.67	2.786142219340265e-25	1.070658732048077e-21
ENSG00000257987	0.0	1.0	1.0	37.0	34.0	42.0	5.438006876111475e-25	1.8997429839564706e-21
ENSG00000104267	15618.0	19599.0	16328.0	7612.0	6302.0	9194.0	1.1020552868063194e-24	3.529148380116104e-21
ENSG00000166106	99.0	124.0	145.0	14.0	10.0	12.0	1.8073309665375994e-24	5.342470337085144e-21
ENSG00000189212	1010.92	1071.56	1056.95	2103.41	1701.05	2251.78	2.6160654996128796e-22	7.180726072794552e-19
ENSG00000115252	138.0	199.0	195.0	5.0	8.0	26.0	9.058967545039273e-22	2.320786698805128e-18
ENSG00000176406	99.61	137.91	99.56	334.85	284.27	425.69	1.5569300468887925e-21	3.739356740115157e-18
ENSG00000111799	4948.0	4374.0	4894.0	688.0	596.0	1559.0	2.965363478439193e-21	6.7031169264389004e-18
ENSG00000188959	354.0	348.0	179.0	48.0	38.0	52.0	5.532855598512708e-20	1.1812031941091462e-16
ENSG00000229807	10667.53	10966.88	7084.6	3432.74	3155.7	4162.25	6.795722476770111e-19	1.374452754406957e-15
ENSG00000148942	50.94	84.0	65.6	4.86	6.96	3.0	1.3628520991064167e-18	2.6185840232230692e-15
ENSG00000118777	617.0	518.0	743.0	2158.95	1434.0	1704.97	4.819004654311877e-18	8.818319564566516e-15
ENSG00000095739	3346.0	2833.0	3333.0	6190.0	4759.0	7050.0	1.070308611340012e-17	1.869537241662454e-14
ENSG00000168032	7.16	4.0	9.16	85.63	42.22	135.04	1.3843904051883436e-17	2.2482388197155896e-14
ENSG00000115461	2348.0	2205.0	1407.0	301.0	317.0	668.0	1.404125420869526e-17	2.2482388197155896e-14
ENSG00000215182	589.0	346.0	469.0	119.0	57.0	130.0	4.0083626227602696e-16	6.161334354697265e-13
ENSG00000165406	441.95	480.93	386.0	990.09	614.0	985.0	1.0261800929616533e-15	1.5166941773973236e-12
ENSG00000116299	4546.12	5919.44	2902.68	1311.09	1206.48	1719.29	1.4086449127239354e-15	2.0048669150427923e-12
ENSG00000174599	44.0	55.0	50.0	6.0	4.0	10.0	1.7481922177111135e-15	2.3992689479358095e-12
ENSG00000254251	1494.48	1379.69	1392.29	2402.55	1923.57	2875.64	2.6904420028170783e-15	3.565113975319127e-12
ENSG00000134202	1313.95	1204.58	1664.44	3018.17	2387.02	3682.91	4.525155601737494e-15	5.796422648785614e-12
ENSG00000156049	634.0	771.0	454.0	231.0	171.0	222.0	5.6405280688243445e-15	6.992071375121996e-12
ENSG00000175356	3560.04	3522.0	2749.0	1772.0	1307.0	2003.0	9.61162875216537e-15	1.1542364677756588e-11
ENSG00000230836	618.0	765.0	531.0	272.0	213.0	286.0	1.2660007112713178e-14	1.474238646446491e-11
ENSG00000198765	62.62	105.26	73.56	15.39	3.56	15.19	1.3825867820321354e-14	1.562648378233262e-11
ENSG00000197261	4028.22	5099.23	3351.82	1869.39	1490.51	2434.48	1.4456067719076998e-14	1.5871936294534025e-11
ENSG00000155093	166.0	172.0	115.0	44.0	25.0	48.0	2.6297532773902334e-14	2.8071155262097745e-11
ENSG00000106780	1309.36	1620.5	1534.32	2585.98	2027.68	2851.86	2.985497227893461e-14	3.100721283067295e-11
ENSG00000151632	3056.99	4390.89	3127.06	1409.33	1261.82	1996.02	5.806299089683952e-14	5.871696353115129e-11
ENSG00000137491	9.27	7.68	10.1	83.91	40.28	55.48	6.688968460824579e-14	6.590863590065819e-11
ENSG00000140479	1659.3	1629.16	1384.93	2643.92	1863.01	3038.64	8.252856275428972e-14	7.928519023804613e-11
ENSG00000089847	83.0	63.0	54.0	196.0	145.0	279.0	1.7528937589626945e-13	1.6429317407175225e-10
ENSG00000127863	166.0	197.31	166.0	55.0	36.0	76.03	2.2753228255352365e-13	2.0818120366587636e-10
ENSG00000078053	81.54	84.25	111.96	20.72	7.89	23.1	2.526925532643465e-13	2.2582487062423966e-10
ENSG00000129595	421.63	558.42	398.33	164.56	135.2	225.54	2.961633466837365e-13	2.5593679671885204e-10
ENSG00000116690	464.72	576.58	334.06	151.51	131.21	180.05	2.997073970112507e-13	2.5593679671885204e-10
ENSG00000272478	23.28	14.62	22.1	0.0	0.0	0.0	3.5107190417629403e-13	2.9328241594970927e-10
ENSG00000160180	1004.0	915.0	711.0	342.0	169.0	413.0	3.9501687881308066e-13	3.22972523809129e-10
ENSG00000076356	201.38	227.14	206.3	477.79	361.53	447.53	4.15704461451063e-13	3.328060634300302e-10
ENSG00000138735	927.64	942.02	882.46	1600.43	1193.71	1601.49	7.330112891599637e-13	5.748603636701854e-10
ENSG00000135318	456.0	255.0	375.0	963.0	751.0	1297.0	7.909143912911441e-13	6.078651645707217e-10
ENSG00000185499	4425.0	4992.0	4053.0	1563.0	1240.0	2756.0	8.272411145614411e-13	6.233180696150403e-10
ENSG00000196932	1062.7	1457.69	1388.94	451.53	394.73	709.83	8.562280876403684e-13	6.327525567662323e-10
ENSG00000162636	8511.36	9995.65	8760.26	13801.2	10433.17	15200.6	1.4404878830650007e-12	1.0444352522721104e-09
ENSG00000113205	580.96	688.45	478.79	235.57	199.67	303.6	1.9454589972187687e-12	1.3844462656504232e-09
ENSG00000165300	18.0	36.0	38.0	1.0	1.0	2.0	2.901100626764655e-12	2.026972634278403e-09
ENSG00000198910	1960.09	1888.45	2935.32	5232.44	3990.42	6482.17	3.574009026891649e-12	2.452536051524862e-09
ENSG00000100373	10.0	5.0	7.0	44.0	29.0	68.0	3.922508759531331e-12	2.6444590633556134e-09
ENSG00000105854	607.02	587.0	642.0	1137.0	852.0	1162.05	5.2812962875224744e-12	3.4943005277779235e-09
ENSG00000184985	185.0	191.0	141.0	43.0	47.0	68.0	5.364935233134628e-12	3.4943005277779235e-09
ENSG00000106541	21222.0	28814.0	25724.0	12306.0	11327.0	14665.0	6.47456183011154e-12	4.146741033458771e-09
ENSG00000237456	13.35	14.54	14.47	0.0	0.0	0.0	6.931956888561598e-12	4.366905562518772e-09
ENSG00000183111	401.0	528.0	359.0	176.0	149.0	189.0	9.909186387136458e-12	6.1417776529819314e-09
ENSG00000182985	799.0	941.0	740.0	1382.0	1102.0	1455.35	1.1483455083960835e-11	7.00454304708646e-09
ENSG00000262488	16.4	25.29	11.73	0.0	0.0	0.0	1.2378429404325343e-11	7.432473205459598e-09
ENSG00000085063	6238.66	5826.82	4981.79	10662.04	7603.09	9102.44	2.5121301997874173e-11	1.4851713741143212e-08
ENSG00000145451	946.17	985.99	802.89	531.91	353.26	491.26	3.1129909088807745e-11	1.8125153734313698e-08
ENSG00000106789	1470.69	1170.77	1334.49	2499.1	1644.52	2747.01	3.596733038302528e-11	2.0629142865058144e-08
ENSG00000165023	152.0	253.0	166.0	57.0	31.0	74.0	3.833744206485698e-11	2.1665165053945942e-08
ENSG00000152518	4856.0	4923.0	5893.0	8888.0	7614.0	9627.0	4.513178509850038e-11	2.5135133880654675e-08
ENSG00000147010	667.0	673.0	632.0	1106.0	890.0	1141.0	6.47790822331589e-11	3.556186531508329e-08
ENSG00000158321	60.0	42.0	54.0	155.0	102.0	228.0	8.283514439680403e-11	4.483364688563923e-08
ENSG00000134744	329.11	322.99	281.84	146.49	110.62	156.73	1.0722305420974551e-10	5.7186627662019774e-08
ENSG00000120875	4694.0	4526.0	4211.0	3026.0	1828.0	2814.0	1.1054446687444052e-10	5.7186627662019774e-08
ENSG00000165566	45.59	33.17	35.56	141.76	85.69	109.65	1.1116782376542908e-10	5.7186627662019774e-08
ENSG00000145555	2075.0	2217.0	1885.0	1312.0	929.0	1412.0	1.121110472120133e-10	5.7186627662019774e-08
ENSG00000116574	398.0	406.0	488.0	899.0	657.0	849.0	1.1309939893602328e-10	5.7186627662019774e-08
ENSG00000109472	367.0	428.0	371.0	699.0	560.0	710.0	1.2132078749794998e-10	6.054695093469119e-08
ENSG00000124664	5270.0	5758.0	4161.0	3121.0	2063.0	3398.0	1.4428637526347575e-10	7.094850285935163e-08
ENSG00000126016	828.0	1218.0	718.0	339.0	341.0	409.0	1.4585541079131828e-10	7.094850285935163e-08
ENSG00000117394	5316.0	5417.0	4431.0	3032.0	2285.0	3706.0	1.725797862204753e-10	8.289870031100532e-08
ENSG00000101311	83.0	73.0	60.0	230.0	150.0	170.0	2.5556292160716827e-10	1.2124409816691682e-07
ENSG00000133687	1600.98	2234.73	1680.2	604.58	682.18	1042.17	2.7983477197773364e-10	1.3114012948244327e-07
ENSG00000143341	11740.0	21081.0	15008.0	28475.0	26063.0	38535.16	2.974083566655594e-10	1.3769648590294118e-07
ENSG00000155380	1536.24	1514.35	1874.44	2945.5	2051.56	3288.42	3.531863056859953e-10	1.615743256535884e-07
ENSG00000003436	978.97	1104.78	1339.52	1930.81	1839.95	2507.39	5.02490557137833e-10	2.271730250552076e-07
ENSG00000119630	21.31	23.65	20.12	71.61	64.77	64.14	5.891555371293419e-10	2.632566160558878e-07
ENSG00000168743	4745.09	5552.16	3882.32	6831.96	6313.38	8763.07	7.26603483030231e-10	3.2010507605073865e-07
ENSG00000204792	370.0	445.0	309.0	150.0	146.0	169.0	7.330396245567034e-10	3.2010507605073865e-07
ENSG00000253154	626.0	796.0	717.0	258.0	262.0	418.0	7.538005429004136e-10	3.2547244115255167e-07
ENSG00000100599	163.0	124.0	126.0	368.0	211.0	328.0	7.955320870845757e-10	3.3967452269428973e-07
ENSG00000081842	600.27	808.8	654.4	214.68	218.72	393.92	8.151123238108403e-10	3.4421028988354915e-07
ENSG00000099250	3058.0	2325.29	2715.28	7111.07	3632.18	5245.27	9.81183188813618e-10	4.098359519535838e-07
ENSG00000204128	30.0	39.0	37.0	109.0	69.0	96.0	1.5489963263080683e-09	6.400519443802843e-07
ENSG00000116106	4901.0	5026.0	3786.02	6882.0	5060.0	7843.04	1.60470830940447e-09	6.560184139765423e-07
ENSG00000256229	166.9	203.18	183.54	367.29	332.06	363.21	2.0209226217402153e-09	8.148636437073232e-07
ENSG00000081277	1450.0	1823.0	1053.0	438.0	474.0	785.0	2.0616060228335894e-09	8.148636437073232e-07
ENSG00000176788	4803.0	5075.0	6434.0	9858.0	7960.0	9839.0	2.0687617542358434e-09	8.148636437073232e-07
ENSG00000169439	137.0	177.0	188.0	65.0	43.0	75.0	2.078084653984534e-09	8.148636437073232e-07
ENSG00000124208	1662.28	1856.54	1546.81	1048.71	711.04	1222.22	2.3909659618307495e-09	9.280812119316368e-07
ENSG00000168405	110.0	91.0	59.0	25.0	19.0	20.0	3.3114208320755243e-09	1.2725127973499824e-06
ENSG00000138293	6171.63	5798.82	5226.62	10308.56	7207.82	8501.8	3.6094755560706873e-09	1.3733161056305384e-06
ENSG00000198797	516.0	848.0	944.0	240.0	195.0	377.0	3.743631976050932e-09	1.4103949958400513e-06
ENSG00000189334	13114.0	8297.0	7575.0	4949.0	2327.0	3558.0	4.016304893839835e-09	1.498432664664827e-06
ENSG00000154930	558.63	780.63	562.99	205.11	207.97	367.39	4.572297700890347e-09	1.689464000478983e-06
ENSG00000134013	498.91	245.79	381.03	1533.72	717.21	1028.45	4.874095135192023e-09	1.7838259795729433e-06
ENSG00000112852	556.37	603.08	445.77	209.2	153.11	334.57	5.331541481772224e-09	1.9328346798258775e-06
ENSG00000019186	100.0	55.0	48.0	336.0	198.0	184.0	5.869936611264884e-09	2.1081301317540837e-06
ENSG00000173467	1297.0	1653.0	1484.0	812.0	638.0	1032.0	6.14557557355756e-09	2.1866868346358325e-06
ENSG00000143882	135.61	117.45	110.1	224.16	195.05	328.87	6.443940204512389e-09	2.2718140750367163e-06
ENSG00000152137	396.0	206.0	335.0	1262.0	567.0	860.0	7.348941757156979e-09	2.5673193985820766e-06
ENSG00000224604	11.0	13.0	4.0	45.0	27.0	39.0	1.1686922342405064e-08	4.0459914574228995e-06
ENSG00000198429	41.44	31.34	23.36	5.79	2.03	7.85	1.3278022729297305e-08	4.5557844414414e-06
ENSG00000165030	1296.0	1615.0	1212.0	742.0	667.0	876.0	1.5519014572667944e-08	5.2775636460042815e-06
ENSG00000136574	9.0	2.0	8.0	47.0	19.0	47.0	1.586567668410707e-08	5.348124768569004e-06
ENSG00000137968	25.01	41.0	32.01	9.3	2.0	7.07	1.8046054653781754e-08	6.030206854221958e-06
ENSG00000102362	1641.69	2240.06	1488.45	884.98	700.84	1226.8	1.8634366892054327e-08	6.173115956274687e-06
ENSG00000049449	175.72	128.79	154.77	401.94	261.31	307.83	1.9320481817794404e-08	6.3457049170444735e-06
ENSG00000113580	1794.0	2016.0	1868.0	2752.0	2200.0	2852.0	1.955342958756623e-08	6.367243515807883e-06
ENSG00000079841	25.02	40.03	32.17	6.23	5.9	6.11	1.9717445049993185e-08	6.367243515807883e-06
ENSG00000123119	6195.45	5597.7	5224.49	8209.37	7499.42	8866.38	2.0500432836785897e-08	6.564921942100071e-06
ENSG00000196353	102.0	77.0	82.0	175.0	148.0	283.0	2.298566230232584e-08	7.299942404576673e-06
ENSG00000183742	722.56	491.43	587.02	314.39	203.8	271.84	2.3319950623888917e-08	7.345402152252486e-06
ENSG00000223812	1.0	1.0	1.0	13.0	10.0	24.0	2.3706941621503294e-08	7.406588232773404e-06
ENSG00000133083	1218.0	1962.0	1257.01	537.0	524.0	892.0	2.8003525292216945e-08	8.678382822010587e-06
ENSG00000205213	1079.0	1077.0	1039.0	1590.0	1185.0	1685.0	3.316099471137144e-08	1.0194485638148654e-05
ENSG00000112414	7072.0	7872.0	7225.0	11261.0	8018.0	10531.0	3.89621794618122e-08	1.1882846288559676e-05
ENSG00000058091	394.0	563.0	460.0	197.0	189.0	272.0	4.1166580835397036e-08	1.2396400551483916e-05
ENSG00000176907	1.0	1.0	3.0	14.0	12.0	20.0	4.1291226985269626e-08	1.2396400551483916e-05
ENSG00000117983	8863.0	10181.0	5249.0	4024.0	1797.0	4097.0	5.344840586271372e-08	1.580604846880252e-05
ENSG00000096006	100.0	174.0	82.0	19.0	33.0	26.0	5.3471070598114063e-08	1.580604846880252e-05
ENSG00000196542	85026.0	103448.0	90341.0	58351.0	50273.0	67076.01	5.470123544163452e-08	1.6046252485123143e-05
ENSG00000247516	124.0	124.0	90.0	40.0	38.0	50.0	5.780314911650327e-08	1.6827722835219604e-05
ENSG00000135111	334.0	291.0	272.0	615.0	362.0	567.0	5.934356446540721e-08	1.7146274400576454e-05
ENSG00000162989	2832.58	3564.29	3066.08	4150.8	4040.03	5650.94	7.577385488081593e-08	2.1730132054925335e-05
ENSG00000113209	40.28	57.97	35.43	13.63	6.68	15.17	7.666146569055477e-08	2.182182817449362e-05
ENSG00000145002	5.82	7.39	5.7	45.09	14.15	42.66	9.148787646819371e-08	2.585070674205697e-05
ENSG00000163873	537.0	304.0	428.0	137.0	81.0	217.0	9.594794263151466e-08	2.6913047733166755e-05
ENSG00000211695	4.0	1.0	6.0	26.0	15.0	55.0	1.1665340892469297e-07	3.248374781273986e-05
ENSG00000101974	2550.0	2409.0	2320.0	3709.0	2470.0	3695.0	1.2191696363206635e-07	3.370521639174853e-05
ENSG00000132031	151.0	151.0	152.0	269.0	305.0	308.0	1.3045623231149532e-07	3.580837210904387e-05
ENSG00000178372	1411.0	988.0	1028.0	644.0	274.0	566.0	1.3269203023876576e-07	3.616375417032121e-05
ENSG00000184388	46.24	41.82	35.48	16.0	2.0	10.41	1.369613598311025e-07	3.7064444616828214e-05
ENSG00000186318	3493.34	2873.96	2548.39	4909.46	3406.64	4714.82	1.4652351738419958e-07	3.937486521706309e-05
ENSG00000105982	432.56	461.74	365.91	223.18	165.68	277.47	1.5126783207916097e-07	4.036750174401387e-05
ENSG00000169583	1691.0	2311.0	1646.0	759.0	780.0	1284.0	1.6171606305895186e-07	4.285810256020277e-05
ENSG00000171004	316.0	253.0	425.0	845.0	497.0	747.0	1.7477954254454376e-07	4.6002933293847456e-05
ENSG00000101144	15360.94	20109.03	18775.21	11261.6	8616.22	13598.3	1.8381566743831477e-07	4.805216645115347e-05
ENSG00000181830	3808.0	3880.0	3991.0	1904.0	1278.0	3002.0	2.0586562704938985e-07	5.345273186658076e-05
ENSG00000272154	84.13	79.13	64.53	31.96	23.18	28.77	2.0808229685048835e-07	5.366568123067494e-05
ENSG00000144476	3979.0	4030.0	3538.0	5674.0	4216.0	5367.0	2.198616116083078e-07	5.6325613405893686e-05
ENSG00000140403	3139.26	3348.3	2780.3	2210.09	1614.99	2209.2	2.2454395165368932e-07	5.7144205126807766e-05
ENSG00000134533	1210.38	1578.15	1053.31	651.72	595.49	840.37	2.2920091623003514e-07	5.777017580024537e-05
ENSG00000228672	247.0	286.0	214.0	107.0	85.0	157.0	2.300103283396883e-07	5.777017580024537e-05
ENSG00000204740	536.0	680.0	551.0	836.0	755.0	1073.0	2.327959618127093e-07	5.8090150782719435e-05
ENSG00000144452	1855.0	4414.0	1472.0	582.0	687.0	903.0	2.4441197070670034e-07	6.059524651817472e-05
ENSG00000260163	43.13	55.81	56.11	16.22	11.12	22.35	2.6365427815291466e-07	6.473038831708628e-05
ENSG00000122378	2722.26	2514.82	2445.26	3894.33	2881.41	3661.19	2.644600542776763e-07	6.473038831708628e-05
ENSG00000106605	2667.0	3088.0	2459.0	1843.0	1360.0	2129.0	2.661987610357098e-07	6.474358220936871e-05
ENSG00000170786	42.0	45.0	41.0	16.0	9.0	17.0	2.852568192052427e-07	6.894244684540293e-05
ENSG00000183049	378.49	353.67	272.03	567.25	393.13	714.08	3.0888301524710596e-07	7.418597818697368e-05
ENSG00000188643	4646.0	3716.0	3629.0	2770.0	1601.0	2538.0	3.163040105423509e-07	7.531027563051555e-05
ENSG00000122042	2988.0	2965.0	3173.0	4082.0	3483.0	4884.0	3.1748372676547095e-07	7.531027563051555e-05
ENSG00000134470	30.0	25.0	31.0	80.0	46.0	79.0	3.346303762581884e-07	7.889065091318812e-05
ENSG00000169499	971.36	1085.55	872.35	1383.55	1128.54	1498.84	3.4323605890148736e-07	8.04260687284534e-05
ENSG00000204956	367.7	412.12	330.28	211.01	131.56	239.92	3.56414237891128e-07	8.30077959616986e-05
ENSG00000158555	132.25	133.47	133.13	278.12	157.06	297.53	3.670849297423876e-07	8.497794988036428e-05
ENSG00000234745	500.58	454.93	469.0	833.52	538.06	802.06	3.736396230650249e-07	8.59773858391783e-05
ENSG00000173227	1250.21	724.02	757.74	2368.6	1204.1	2040.26	3.8599173283156625e-07	8.829101374554421e-05
ENSG00000106025	209.0	297.0	203.0	98.0	93.0	126.0	4.0405097719116016e-07	9.187497604438996e-05
ENSG00000174804	1516.42	1752.83	1356.0	939.9	649.87	1197.01	4.2146296666284434e-07	9.527046401717519e-05
ENSG00000196781	5455.92	7757.94	6059.72	3697.69	3238.05	4590.37	4.3465682002282183e-07	9.767831742594735e-05
ENSG00000132677	286.23	254.79	198.66	484.73	302.53	472.98	4.4725389191809146e-07	9.986299652866951e-05
ENSG00000142765	2162.2	2268.8	1617.71	1156.87	859.89	1520.9	4.4957578847350434e-07	9.986299652866951e-05
ENSG00000186472	913.0	1060.0	924.0	1363.0	1007.0	1751.0	4.707771632160671e-07	0.00010397140705785648
ENSG00000130283	76.14	53.87	62.33	146.96	104.17	139.59	4.97153210914469e-07	0.00010863762034137722
ENSG00000150893	4403.0	5658.0	5155.0	6614.0	6030.0	8880.0	4.99884244582225e-07	0.00010863762034137722
ENSG00000198626	0.0	2.0	2.0	14.0	8.0	15.0	5.003866659837558e-07	0.00010863762034137722
ENSG00000026508	5494.53	5402.05	3144.8	2803.42	1686.91	2036.7	5.070820218795155e-07	0.00010886335506823651
ENSG00000050438	278.98	342.31	264.48	547.98	321.06	586.68	5.070922389199109e-07	0.00010886335506823651
ENSG00000169877	8.0	10.0	6.0	0.0	0.0	0.0	5.306816926630378e-07	0.00011329464492030676
ENSG00000142733	1716.0	1912.0	1429.0	927.0	769.0	1298.0	5.512781360671183e-07	0.00011704152603749845
ENSG00000184702	604.65	594.26	469.19	312.95	241.0	375.54	6.125556032468006e-07	0.00012933674022839588
ENSG00000113532	1307.1	1844.59	1503.51	687.89	698.08	1075.87	6.967338911640815e-07	0.00014630650256641157
ENSG00000211448	227.32	50.0	599.0	2431.96	2030.99	3736.25	7.349905101580927e-07	0.00015337752168628126
ENSG00000254416	270.33	276.68	190.7	427.22	295.88	557.32	7.383897551775276e-07	0.00015337752168628126
ENSG00000084628	226.0	151.0	138.0	343.0	273.0	361.0	7.613674926532747e-07	0.0001573001613316131
ENSG00000132554	311.0	474.02	219.0	160.49	82.0	138.01	7.758620678814709e-07	0.00015943758045213456
ENSG00000244115	61.47	37.18	67.66	223.82	120.75	128.17	7.827010434208163e-07	0.00015998742391795282
ENSG00000135046	275.0	394.0	320.0	104.0	145.0	120.0	8.116253687455728e-07	0.00016502190301669243
ENSG00000175984	474.21	594.32	528.21	883.8	617.32	840.75	9.325711472899628e-07	0.00018769930207068245
ENSG00000232573	37.63	32.46	21.72	0.0	0.0	9.76	9.32928247514842e-07	0.00018769930207068245
ENSG00000243244	151.76	153.22	155.33	281.41	191.25	460.33	9.714125166852029e-07	0.00019403475622761145
ENSG00000235343	52.0	31.0	59.99	8.0	7.0	17.0	9.74516184863355e-07	0.00019403475622761145
ENSG00000082175	2658.0	3368.0	2355.0	1522.0	1318.0	2131.0	1.0375002922791664e-06	0.00020551062490568972
ENSG00000115221	767.0	678.0	599.0	956.0	897.0	1183.0	1.054847633231198e-06	0.00020787530692209475
ENSG00000204525	1333.1	1159.63	1222.04	2125.64	1259.73	2040.53	1.063245256359092e-06	0.00020846116689473055
ENSG00000172575	1342.75	621.54	667.83	3005.58	1839.67	1801.69	1.1296073263193321e-06	0.00022034797124771216
ENSG00000120885	17671.03	18670.92	13652.95	28509.84	17189.0	24780.44	1.177644800385694e-06	0.00022855825449101741
ENSG00000186205	753.48	630.81	776.52	1451.63	944.0	1127.17	1.2019631533263816e-06	0.00023210572892475473
ENSG00000081853	528.9	720.96	521.23	207.42	259.12	344.0	1.226092834356685e-06	0.00023558147719329343
ENSG00000166450	365.0	338.0	257.0	597.0	432.0	521.0	1.332204336698486e-06	0.0002546962599534797
ENSG00000112319	15.0	20.0	14.0	1.0	3.0	3.0	1.3496297988323755e-06	0.000256750365888765
ENSG00000257591	62.52	71.98	72.01	27.45	25.22	25.45	1.369708536027121e-06	0.000259286500603203
ENSG00000172661	1028.35	1181.16	1025.87	1483.28	1150.9	1638.54	1.3783603110104015e-06	0.00025964524525248875
ENSG00000263155	66.34	16.62	46.15	187.66	103.04	181.14	1.4891272944777878e-06	0.00027914235937654845
ENSG00000228158	73.98	74.74	65.53	27.15	17.88	40.24	1.5198702290271558e-06	0.0002835221998109492
ENSG00000188677	42.0	40.0	55.0	101.0	69.34	146.0	1.591499871492983e-06	0.00029545003411464904
ENSG00000105711	1293.67	1198.95	839.48	1816.87	1272.59	1862.23	1.6984947071929133e-06	0.00031379689715389076
ENSG00000064270	2121.89	2215.68	2235.87	1567.94	1007.55	1679.64	1.7336935853952581e-06	0.0003187673545433922
ENSG00000160932	8927.56	8326.53	8432.43	6240.0	4078.0	6792.27	1.798353219305401e-06	0.00032908151195937117
ENSG00000170382	198.11	148.24	136.04	356.12	213.87	310.25	1.816949013183371e-06	0.0003309086098512349
ENSG00000169129	370.0	257.0	168.0	673.0	430.0	554.0	1.9536963572765095e-06	0.0003541351114029326
ENSG00000170476	93.23	118.23	68.64	26.62	21.05	50.59	2.0186476448384488e-06	0.00036286940350349595
ENSG00000231107	113.0	132.0	122.0	47.0	41.0	75.0	2.020767470327577e-06	0.00036286940350349595
ENSG00000168487	643.93	455.1	527.31	1045.82	603.77	1084.71	2.087594589919455e-06	0.0003719746664592734
ENSG00000162078	1389.0	1213.0	1084.0	819.0	449.0	850.0	2.090832933152989e-06	0.0003719746664592734
ENSG00000119946	351.31	299.54	294.11	615.37	340.21	592.37	2.133401384518741e-06	0.00037779884057274736
ENSG00000267034	10.84	7.34	14.1	30.02	27.62	39.94	2.1964940723960313e-06	0.00038718749639465454
ENSG00000075651	550.16	722.48	499.25	307.14	270.0	390.98	2.2269731926537364e-06	0.000389069538852033
ENSG00000170271	1013.5	1130.92	449.99	406.96	231.1	347.7	2.227420072536881e-06	0.000389069538852033
ENSG00000150551	1252.29	1136.91	889.0	1578.03	1294.48	1752.68	2.2647296033557644e-06	0.0003937965122070376
ENSG00000135905	1288.33	2340.48	1283.08	761.49	684.0	915.18	2.3797045289061243e-06	0.00041192471007569614
ENSG00000143416	4129.35	5983.35	3165.62	1969.07	1610.0	3069.62	2.4763605067202853e-06	0.0004267335495616463
ENSG00000225666	42.59	53.37	29.95	6.75	9.59	17.76	2.5041265029690037e-06	0.0004295918448932717
ENSG00000087253	362.46	358.83	357.93	510.41	532.16	638.87	2.5192892458309686e-06	0.0004302722095057443
ENSG00000196684	1631.42	1527.72	968.99	816.38	558.98	842.64	2.5727351824584726e-06	0.00043745605128988577
ENSG00000196839	114.0	53.0	78.0	269.0	131.0	219.0	2.721047419608028e-06	0.00046063616846122153
ENSG00000137573	4502.64	6189.32	4638.71	1796.72	2193.47	3535.25	2.7601210799857676e-06	0.0004652014599197064
ENSG00000259172	222.92	280.66	215.42	391.05	273.51	457.52	2.8031714562951778e-06	0.00046938924227614507
ENSG00000163141	245.37	403.83	185.38	86.37	69.86	151.35	2.809397463399432e-06	0.00046938924227614507
ENSG00000198788	82.0	46.0	33.0	12.0	10.0	17.0	3.100094914369345e-06	0.0005145448151922664
ENSG00000250644	958.4	1269.28	1008.21	666.35	379.86	792.24	3.1064431436610227e-06	0.0005145448151922664
ENSG00000260604	17.0	19.47	19.48	61.02	26.19	90.81	3.1826136847851978e-06	0.0005248990501241441
ENSG00000164506	2496.27	2819.28	2670.16	3551.49	2786.57	3800.68	3.2085873716748003e-06	0.000526921348370595
ENSG00000131037	1564.0	1964.0	1197.0	963.0	707.0	1074.0	3.3585354631911543e-06	0.0005491991522532327
ENSG00000105388	1018.97	683.47	867.2	528.64	228.82	432.57	3.459944740456375e-06	0.0005633845613824475
ENSG00000101333	1518.0	2017.0	1285.0	958.0	807.0	1008.0	3.5187538405701933e-06	0.0005705429223013983
ENSG00000164690	3022.0	3411.0	3732.0	789.0	902.0	2274.0	3.5964267733713867e-06	0.0005806869245677128
ENSG00000166828	12.0	13.0	10.0	87.0	31.0	31.0	3.625843768462068e-06	0.0005829871311065287
ENSG00000101160	143.0	118.0	230.0	464.0	225.0	528.0	3.717120062724053e-06	0.0005951728740431663
ENSG00000228049	0.0	0.0	0.0	6.8	2.82	111.58	3.8002862703539986e-06	0.0006059643186604293
