id	MCF7_ctl_1	MCF7_ctl_2	MCF7_ctl_3	MCF7_ROR2_1	MCF7_ROR2_2	MCF7_ROR2_3	pval	qval
ENSG00000109762	176.84	222.06	201.84	214.85	193.86	230.81	0.23482576369005925	1.0
ENSG00000124260	12.17	21.16	21.88	14.77	5.72	16.64	0.23486310541631114	1.0
ENSG00000100304	2429.0	2146.0	2310.0	2568.0	1778.0	2714.0	0.23486761075675744	1.0
ENSG00000259692	79.39	117.5	73.08	65.6	63.91	69.24	0.2349055925844093	1.0
ENSG00000162433	2071.44	1688.48	1415.05	1677.53	984.51	1627.97	0.2349153736416833	1.0
ENSG00000124702	5443.0	5541.0	4781.0	4812.0	3232.0	5566.0	0.23494459395722825	1.0
ENSG00000196378	301.0	296.0	236.0	246.0	180.0	246.0	0.23501319735875373	1.0
ENSG00000164794	40.62	52.78	73.26	40.11	32.37	48.2	0.23506496039014566	1.0
ENSG00000248837	2.45	10.47	9.51	0.0	3.87	5.77	0.2351076069335168	1.0
ENSG00000249456	50.06	36.37	59.25	46.74	55.51	72.37	0.23513620220125314	1.0
ENSG00000161643	1.05	3.06	3.81	6.13	3.0	5.48	0.2351542717785996	1.0
ENSG00000189269	5.0	11.0	6.61	12.73	6.0	13.12	0.2351744825641594	1.0
ENSG00000234618	38.32	32.81	23.19	22.84	12.89	31.81	0.2352066210716949	1.0
ENSG00000262587	52.0	61.0	47.0	40.0	28.0	54.0	0.23522293044514733	1.0
ENSG00000116198	2304.91	2461.57	2117.0	1980.63	1622.32	2263.12	0.23538637304516813	1.0
ENSG00000267002	126.0	159.52	94.0	106.0	66.1	121.97	0.23538791530884248	1.0
ENSG00000257443	4.0	1.0	2.0	0.0	0.0	2.0	0.23549511805615464	1.0
ENSG00000226650	12.68	20.52	17.32	5.76	14.15	9.34	0.23559584191962896	1.0
ENSG00000166913	18075.99	17609.97	16721.0	19127.0	14060.99	19221.0	0.23562170707979999	1.0
ENSG00000109911	817.91	1019.55	868.26	895.36	820.02	1050.26	0.2356248078597008	1.0
ENSG00000107651	4160.0	4288.0	4172.0	4560.0	3526.0	4552.0	0.2356277702409368	1.0
ENSG00000143256	1843.0	1471.0	1651.0	1965.0	1321.0	1880.0	0.235641927959876	1.0
ENSG00000256646	1809.48	2009.16	1972.66	1668.61	1328.95	1930.07	0.23569342039704996	1.0
ENSG00000160172	448.07	387.13	338.38	476.75	292.89	485.78	0.23570746144184787	1.0
ENSG00000174775	1876.0	2166.0	1876.0	1710.0	1318.0	2032.0	0.2357145270331997	1.0
ENSG00000251354	5.0	1.0	0.0	0.0	1.0	0.0	0.2357518971745968	1.0
ENSG00000157106	23827.45	27444.31	22821.01	22289.56	16786.91	24855.46	0.23582074676285683	1.0
ENSG00000164626	277.0	202.0	265.0	215.0	169.0	195.0	0.23586257577563025	1.0
ENSG00000226239	16.76	19.16	14.95	25.18	12.5	25.34	0.2359241226178022	1.0
ENSG00000253219	13.81	19.37	19.72	17.97	4.06	12.77	0.23601625665282278	1.0
ENSG00000160867	512.58	512.04	426.29	355.78	277.83	551.97	0.23618557012380828	1.0
ENSG00000264329	6.0	4.0	8.0	5.0	10.0	12.0	0.23620288600111056	1.0
ENSG00000171425	619.26	551.15	479.68	601.81	419.66	720.67	0.23620328521281633	1.0
ENSG00000115234	5406.0	5820.0	5286.0	5880.74	4188.0	6500.0	0.23629615420807748	1.0
ENSG00000235078	13.99	7.13	8.21	12.93	12.9	13.0	0.2363110355183088	1.0
ENSG00000037897	1268.89	1035.21	1255.89	1502.63	919.14	1349.88	0.23631256273712697	1.0
ENSG00000168274	158.0	192.0	167.0	108.0	84.0	209.0	0.23636462349711782	1.0
ENSG00000080709	29.24	28.06	30.7	28.68	12.45	23.2	0.23648551940933216	1.0
ENSG00000197024	1416.17	1310.39	1297.2	1242.01	861.4	1321.53	0.23653582324235456	1.0
ENSG00000147576	76.58	149.0	77.13	54.12	43.0	118.0	0.23661028743284412	1.0
ENSG00000235437	90.0	117.0	87.0	117.0	91.0	112.0	0.23664371694823297	1.0
ENSG00000100632	9118.11	9520.75	8219.33	9750.67	7476.37	9529.62	0.23673208801383785	1.0
ENSG00000111886	6.0	15.0	10.0	6.0	4.0	9.0	0.23679723307821748	1.0
ENSG00000241765	6.0	1.0	2.0	1.0	0.0	2.0	0.23680471025279265	1.0
ENSG00000171811	29.0	20.0	21.0	33.0	21.0	31.0	0.23686353132833002	1.0
ENSG00000162572	127.0	118.0	95.0	73.0	46.0	139.0	0.2368964428582649	1.0
ENSG00000185838	311.92	369.9	300.24	344.76	254.35	444.34	0.23690385838528122	1.0
ENSG00000153064	21.15	26.14	52.2	39.38	27.22	70.69	0.23695133120341064	1.0
ENSG00000196628	3.49	0.0	2.08	3.28	1.51	7.59	0.23696074844033693	1.0
ENSG00000213468	244.57	242.02	170.55	295.61	193.6	224.05	0.23707193121850126	1.0
ENSG00000015676	4884.0	5279.0	4340.0	4578.0	3149.0	4769.0	0.23712751640302263	1.0
ENSG00000144840	1563.82	1626.52	1315.52	1402.17	1068.11	1269.56	0.2371755237625425	1.0
ENSG00000129007	1111.9	1100.74	994.93	1020.36	666.97	1033.88	0.2372372106949037	1.0
ENSG00000182264	96.82	119.68	102.36	94.75	63.06	92.35	0.23727379428865739	1.0
ENSG00000226953	49.0	71.0	37.0	60.0	48.0	73.0	0.23728360424953654	1.0
ENSG00000103152	2776.61	2848.77	2795.17	2268.99	1711.81	3195.68	0.23728902434145438	1.0
ENSG00000186105	7.29	5.49	0.0	15.72	2.95	6.05	0.23732940919785833	1.0
ENSG00000143772	646.22	628.08	544.09	653.53	499.75	719.09	0.23733935747362875	1.0
ENSG00000101349	0.0	0.0	2.0	3.0	3.0	1.0	0.23739944678810784	1.0
ENSG00000213079	3165.17	3676.47	3079.55	3386.78	2822.23	3689.05	0.23745436724317245	1.0
ENSG00000102934	213.0	282.0	266.0	198.0	135.0	278.0	0.2374756504978531	1.0
ENSG00000172215	23.0	34.0	21.0	35.0	28.0	29.0	0.2375049698880993	1.0
ENSG00000234964	199.53	102.85	203.58	216.17	155.43	226.8	0.23751300976685666	1.0
ENSG00000254208	3.18	3.23	1.05	2.24	4.34	6.53	0.23760250317600382	1.0
ENSG00000159640	41.22	51.29	56.42	33.55	20.08	56.75	0.23761576149914562	1.0
ENSG00000202496	6.91	11.0	12.04	9.92	3.0	4.48	0.23773062935506217	1.0
ENSG00000206952	2.0	1.0	2.0	4.0	4.0	2.0	0.23774073457381825	1.0
ENSG00000028277	50.0	77.0	34.0	53.0	23.0	36.0	0.2379062225639995	1.0
ENSG00000271880	22.13	36.12	6.49	21.81	1.62	11.74	0.23795645650551286	1.0
ENSG00000077157	2635.99	3644.59	2667.77	2266.4	1971.03	3202.7	0.23796956650462323	1.0
ENSG00000180423	327.28	314.41	315.6	262.75	224.6	287.95	0.2379730341063122	1.0
ENSG00000197320	2.61	1.14	1.31	0.0	1.15	0.0	0.23798875086352148	1.0
ENSG00000099840	52.0	50.21	68.0	21.0	15.0	78.47	0.23800081476463358	1.0
ENSG00000268166	17.0	27.0	16.0	19.0	10.0	9.0	0.23802712610367496	1.0
ENSG00000223390	3.48	3.65	1.63	3.25	5.17	5.98	0.2380659587876816	1.0
ENSG00000121104	349.31	459.07	365.14	409.96	295.07	554.13	0.23811417294474643	1.0
ENSG00000114491	3531.0	3150.0	3536.0	3845.53	2879.0	3694.0	0.2381198146002371	1.0
ENSG00000164172	1813.0	1908.0	1767.0	1601.0	1312.0	1743.0	0.23830782206706713	1.0
ENSG00000250501	11.57	11.29	4.64	9.56	10.27	18.28	0.23834879913555213	1.0
ENSG00000259092	2.0	7.0	0.0	0.0	1.0	1.0	0.23835080814458912	1.0
ENSG00000249176	3.33	2.18	3.28	0.0	1.08	2.15	0.23844245275138315	1.0
ENSG00000213279	10.58	15.53	8.8	5.82	7.71	7.7	0.23846126906518927	1.0
ENSG00000272223	9.37	19.12	7.36	17.74	13.63	15.55	0.238475594608059	1.0
ENSG00000114353	8891.88	8930.36	7620.75	7487.94	5372.48	9091.23	0.2384822056591705	1.0
ENSG00000127774	1147.6	1180.84	1136.58	1211.67	898.33	1432.76	0.2385106565149813	1.0
ENSG00000256166	8.0	8.0	10.0	12.0	9.0	14.0	0.23852022223888814	1.0
ENSG00000188459	1.4	1.46	0.0	4.15	0.0	5.64	0.23854180336359634	1.0
ENSG00000008394	7148.62	7667.71	6225.74	7925.65	5868.57	7272.01	0.2385546395962883	1.0
ENSG00000135723	1603.5	1529.72	1332.45	1680.33	1067.25	1874.28	0.23860759390150962	1.0
ENSG00000198298	382.0	324.0	309.0	529.0	289.0	310.0	0.23863955233685363	1.0
ENSG00000271430	1030.34	1275.45	776.78	776.46	767.2	890.17	0.2386514163655243	1.0
ENSG00000108469	2779.78	3561.31	2538.35	2293.95	1982.3	3145.47	0.23865840800889926	1.0
ENSG00000103489	958.0	904.63	732.0	1032.0	607.0	1104.0	0.2387229003668263	1.0
ENSG00000152926	1367.3	1602.62	1153.97	1402.6	1212.36	1561.79	0.23873807867576083	1.0
ENSG00000159111	3907.47	4158.87	3661.5	3392.64	2469.1	4252.41	0.23882301635947753	1.0
ENSG00000205097	1.01	0.0	0.0	1.33	2.26	1.14	0.23887366365244442	1.0
ENSG00000234531	52.21	28.15	43.82	30.05	27.04	29.4	0.23889709229270176	1.0
ENSG00000125826	2488.0	2865.0	2268.0	2155.0	1612.0	2743.0	0.2389276798120859	1.0
ENSG00000142182	0.0	2.0	0.0	0.0	2.62	5.0	0.23902301746040996	1.0
ENSG00000270460	13.0	23.0	11.0	9.0	10.0	10.0	0.2390805339212374	1.0
ENSG00000198142	911.94	986.48	961.96	755.58	678.3	950.68	0.23910682154299331	1.0
ENSG00000164989	202.0	228.0	196.0	156.0	137.0	210.0	0.23914385068864566	1.0
ENSG00000168907	259.0	379.0	202.0	216.0	170.0	265.0	0.23915721405890128	1.0
ENSG00000181481	704.09	663.4	661.33	756.48	545.45	791.21	0.23916996156762915	1.0
ENSG00000101158	16053.96	17049.03	16676.14	13953.73	11138.35	17752.3	0.2391919362189949	1.0
ENSG00000262557	61.72	56.14	50.92	67.03	42.71	82.74	0.23929311724651622	1.0
ENSG00000214289	29.11	6.54	20.07	15.04	4.3	14.31	0.23948593435757315	1.0
ENSG00000122490	476.75	374.83	396.41	546.84	283.74	545.94	0.23950522362264667	1.0
ENSG00000196859	1.0	10.0	4.0	3.0	1.0	2.0	0.23953050538919948	1.0
ENSG00000075399	694.57	893.05	710.39	618.57	431.19	857.41	0.23966680352469855	1.0
ENSG00000226310	14.0	16.0	5.0	19.0	10.0	18.0	0.23968308265608673	1.0
ENSG00000225185	2.4	4.26	2.08	0.0	1.31	1.09	0.23968602910997513	1.0
ENSG00000253213	11.03	4.49	8.86	10.94	6.78	18.93	0.2396962033288281	1.0
ENSG00000160551	8001.51	8917.41	8341.6	8436.62	6845.0	10018.52	0.23974204043288297	1.0
ENSG00000269549	45.61	70.45	55.25	38.15	21.83	66.28	0.23976231580385277	1.0
ENSG00000188690	1105.0	959.0	1166.38	1254.0	787.0	1401.0	0.23978637610338813	1.0
ENSG00000170502	1123.65	1289.71	1036.96	1306.92	986.82	1203.48	0.2397870158509648	1.0
ENSG00000140386	774.0	1096.0	796.0	704.0	637.0	822.0	0.2398885870708965	1.0
ENSG00000204130	1170.3	1185.96	1051.33	1242.26	1001.78	1203.77	0.2398933130355189	1.0
ENSG00000155066	2586.78	2844.32	2311.54	1997.98	1512.27	3015.55	0.2399319664937879	1.0
ENSG00000188760	56.13	48.08	62.71	70.95	47.31	74.34	0.23994775610063554	1.0
ENSG00000138279	6200.28	6534.83	6060.05	6734.56	5291.2	6704.11	0.2400633354569246	1.0
ENSG00000264676	6.58	11.53	6.58	5.09	3.46	6.0	0.24008208673973214	1.0
ENSG00000269604	1165.02	1160.95	1051.95	1105.73	676.95	1081.7	0.24009753814751303	1.0
ENSG00000143845	386.34	472.85	339.59	368.98	360.98	538.81	0.24018389240000426	1.0
ENSG00000161011	13529.04	13755.56	12596.14	12762.91	8558.45	13244.03	0.24022620661556093	1.0
ENSG00000111181	0.0	1.0	0.0	1.0	1.0	3.0	0.24024476837028763	1.0
ENSG00000227355	0.0	1.0	0.0	1.0	1.0	3.0	0.24024476837028763	1.0
ENSG00000117519	3.0	3.0	2.0	1.0	2.0	0.0	0.24025934710247732	1.0
ENSG00000206954	1.0	0.0	0.0	1.0	1.0	3.0	0.24048536024069656	1.0
ENSG00000204420	47.24	41.43	25.94	21.39	21.58	37.49	0.24050654905670782	1.0
ENSG00000035928	4422.22	4305.81	4013.45	4487.0	3711.47	4543.59	0.24053357915896229	1.0
ENSG00000069431	1673.23	1651.91	1603.31	1539.16	1019.24	1667.98	0.24053828103564784	1.0
ENSG00000198671	35.79	41.38	23.94	18.92	18.25	34.26	0.2405781233702902	1.0
ENSG00000229939	39.25	39.1	37.1	47.83	50.94	35.18	0.24064961841016053	1.0
ENSG00000260528	512.65	607.39	412.89	418.68	336.74	495.01	0.2406655365843595	1.0
ENSG00000124193	11815.0	12776.81	11145.13	10852.71	8318.0	11651.2	0.2406820553041616	1.0
ENSG00000269481	13.08	23.0	16.64	13.0	8.0	14.0	0.24070697952759323	1.0
ENSG00000164659	669.0	893.0	830.0	754.0	690.0	1076.0	0.24072391500620732	1.0
ENSG00000234785	12.09	9.07	12.09	18.36	11.07	14.1	0.24076508509490846	1.0
ENSG00000143355	2.0	3.0	3.0	0.0	2.0	1.0	0.24080843911435926	1.0
ENSG00000251027	0.0	1.04	0.0	1.0	1.0	3.03	0.24082488563519108	1.0
ENSG00000087995	3812.09	3674.36	3460.8	3907.81	3030.02	4015.71	0.24086686276285532	1.0
ENSG00000223658	121.0	129.0	103.0	98.0	78.0	101.0	0.2408688248656687	1.0
ENSG00000168916	11.0	21.0	8.0	13.0	16.0	24.0	0.24100633685127015	1.0
ENSG00000167703	1388.27	1039.36	1651.04	1769.77	958.19	1871.91	0.24101735068934593	1.0
ENSG00000196993	36.05	49.99	37.29	49.31	11.72	22.61	0.24107766416456414	1.0
ENSG00000104324	24.0	46.94	24.0	26.0	7.0	31.0	0.24111070660728576	1.0
ENSG00000150656	11.15	23.95	12.74	22.78	13.54	24.72	0.24112111154179977	1.0
ENSG00000163040	1232.89	1600.94	1504.34	1037.53	916.54	1626.76	0.24112245955643466	1.0
ENSG00000241158	1.0	0.0	5.0	0.0	0.0	1.0	0.24112919875629757	1.0
ENSG00000108561	9895.06	7985.71	9980.26	10453.07	8174.11	10165.62	0.24113050344818968	1.0
ENSG00000258413	4.0	5.0	4.0	3.0	1.0	2.0	0.2411305206348667	1.0
ENSG00000264569	15.1	30.21	13.83	12.68	12.73	11.0	0.24117611724760993	1.0
ENSG00000105875	730.92	784.15	696.23	635.65	476.05	753.25	0.24121417397178135	1.0
ENSG00000236156	5.39	0.0	5.4	2.57	0.0	0.0	0.24122405737633995	1.0
ENSG00000179909	50.96	76.82	60.54	59.07	35.13	46.48	0.24126050767807247	1.0
ENSG00000004846	6.69	8.41	4.3	6.82	7.23	13.05	0.24134644723886442	1.0
ENSG00000152763	112.37	116.03	107.83	86.57	70.12	109.52	0.2413500910185224	1.0
ENSG00000100290	160.0	175.0	170.0	128.0	106.0	171.0	0.24137032419551174	1.0
ENSG00000162065	1815.2	1628.44	1718.46	1527.16	968.0	1889.27	0.2414052958011095	1.0
ENSG00000158636	3752.97	3929.51	3594.87	3322.12	2409.64	4019.23	0.24147252131080132	1.0
ENSG00000248176	0.0	1.07	0.0	1.07	1.04	3.26	0.24174967906031186	1.0
ENSG00000264255	9.39	2.4	5.04	3.35	1.3	3.5	0.2417622082388492	1.0
ENSG00000119685	3033.6	3719.66	3061.57	2803.44	2231.83	3350.16	0.24179482369439034	1.0
ENSG00000186185	2086.21	3179.55	2480.39	1868.95	1722.33	2745.86	0.24181188672895482	1.0
ENSG00000170775	204.0	301.0	266.0	175.0	168.0	262.0	0.2418859824582595	1.0
ENSG00000101464	1375.0	1616.0	1469.0	1270.0	1048.0	1452.0	0.24191646215891754	1.0
ENSG00000152464	812.85	789.42	788.98	884.74	682.63	878.57	0.24208126320765166	1.0
ENSG00000227473	112.0	100.0	106.0	106.0	60.0	80.0	0.24208933073975764	1.0
ENSG00000099330	306.39	259.56	243.63	345.44	194.83	342.34	0.24211599721836907	1.0
ENSG00000271052	3.0	5.0	4.0	2.0	2.0	2.0	0.24211924882784297	1.0
ENSG00000227620	4.84	9.35	8.65	6.66	2.81	2.8	0.24211964409737063	1.0
ENSG00000171853	1446.03	1733.0	1407.0	1617.41	1199.32	1822.16	0.242146013256019	1.0
ENSG00000132561	942.41	1355.52	1074.85	1154.69	899.37	1449.0	0.24216282070381273	1.0
ENSG00000004478	33088.83	32096.57	31718.76	31466.28	21067.49	31086.85	0.2421729345730196	1.0
ENSG00000264853	5.92	15.65	12.2	23.11	7.21	17.58	0.24225788405882065	1.0
ENSG00000234513	10.04	11.53	8.72	4.98	7.39	5.11	0.24226475641089038	1.0
ENSG00000104043	2.0	5.0	1.0	3.0	4.85	5.18	0.24230187836402053	1.0
ENSG00000156804	247.0	193.0	200.0	236.0	150.0	340.0	0.24232290981293123	1.0
ENSG00000243795	2.0	6.02	4.01	6.03	4.03	9.07	0.24241285341637944	1.0
ENSG00000223773	114.99	157.0	116.0	162.0	118.0	141.0	0.24244420901933966	1.0
ENSG00000210049	58.0	35.0	84.0	75.0	53.0	95.0	0.24246559998250508	1.0
ENSG00000200259	0.74	0.0	0.0	0.0	4.17	0.86	0.24246817533346676	1.0
ENSG00000119912	4556.18	5004.0	4396.0	4825.26	4077.0	4994.64	0.24247176822406932	1.0
ENSG00000203497	31.13	41.0	34.66	25.72	21.0	32.0	0.24248784577042953	1.0
ENSG00000087299	1857.24	1741.47	1746.3	1885.72	1423.97	2110.35	0.2425181355293222	1.0
ENSG00000243414	55.67	1.0	63.57	55.4	89.14	68.72	0.24255469738752503	1.0
ENSG00000229894	0.0	3.31	4.74	0.0	0.0	2.25	0.2425684430321352	1.0
ENSG00000170270	1370.0	1211.0	1089.0	1402.0	1005.0	1347.0	0.2426438434431894	1.0
ENSG00000240857	811.0	789.0	762.0	917.0	678.0	828.0	0.24265213677467853	1.0
ENSG00000125895	5.0	4.0	1.0	8.0	2.0	7.0	0.24267275140701342	1.0
ENSG00000106479	901.0	1215.0	843.0	724.0	613.0	1086.0	0.24269596989725126	1.0
ENSG00000198876	3170.0	3352.0	2821.0	2767.0	2133.0	3133.0	0.24273633330257943	1.0
ENSG00000258823	1.0	0.0	1.0	2.0	5.0	0.0	0.242740233547747	1.0
ENSG00000169733	867.25	957.03	829.8	653.19	536.2	1016.07	0.24276939130141795	1.0
ENSG00000256906	10.43	12.89	4.19	13.61	12.66	10.93	0.24278447363549083	1.0
ENSG00000163466	11470.59	11546.67	11524.91	12511.23	9146.1	12952.92	0.24286533619132683	1.0
ENSG00000228613	55.0	79.0	30.0	42.0	29.0	44.0	0.2429042303162253	1.0
ENSG00000215817	8.85	10.05	6.05	17.69	10.27	7.15	0.24291317725196668	1.0
ENSG00000167780	1.0	3.0	1.0	0.0	0.0	1.0	0.24292419929605719	1.0
ENSG00000226083	3.07	1.29	1.04	0.0	1.0	0.0	0.24296492994898433	1.0
ENSG00000197054	12.5	12.56	9.34	19.68	10.24	15.26	0.24298252406432133	1.0
ENSG00000228451	69.47	106.71	29.45	48.04	38.59	48.75	0.24302259506119997	1.0
ENSG00000120656	1380.0	1444.13	1416.0	1220.16	964.0	1427.0	0.24305044382781993	1.0
ENSG00000174165	929.43	1052.63	1003.33	948.8	862.79	1256.63	0.243080763320798	1.0
ENSG00000125454	850.97	670.36	807.62	950.16	620.91	895.64	0.24308972428444264	1.0
ENSG00000271894	61.95	63.98	64.94	65.2	36.27	37.73	0.24309800951256805	1.0
ENSG00000229914	2.22	0.0	1.18	3.55	1.38	3.2	0.24313242746744992	1.0
ENSG00000234665	0.0	12.31	5.51	3.12	1.93	0.0	0.24321172283080666	1.0
ENSG00000225078	1.0	3.0	1.0	1.0	0.0	0.0	0.2432570071907604	1.0
ENSG00000234860	1.0	3.0	1.0	1.0	0.0	0.0	0.2432570071907604	1.0
ENSG00000258512	1.0	3.0	1.0	1.0	0.0	0.0	0.2432570071907604	1.0
ENSG00000267736	9.14	7.12	5.07	4.05	3.04	4.06	0.2432696277686939	1.0
ENSG00000158055	152.0	114.0	203.0	96.0	102.0	151.0	0.24329086755001925	1.0
ENSG00000249987	1.01	3.02	1.0	1.0	0.0	0.0	0.24333751007677096	1.0
ENSG00000170776	5571.69	6877.92	5238.75	5196.06	3630.63	6318.23	0.2433381916571853	1.0
ENSG00000248730	4.65	6.97	2.97	3.94	0.0	3.38	0.24334418954327033	1.0
ENSG00000235802	2.0	4.0	2.0	2.0	0.0	1.0	0.24338799518041065	1.0
ENSG00000248659	0.0	2.0	0.0	0.0	4.0	3.0	0.24339656707164234	1.0
ENSG00000229031	8.64	22.2	23.81	13.6	4.33	16.75	0.24339668240353324	1.0
ENSG00000234478	6.16	10.0	7.78	4.48	1.58	7.82	0.2434216853395601	1.0
ENSG00000224675	13.76	12.17	10.59	9.82	3.82	10.33	0.2434240860188011	1.0
ENSG00000260118	3.0	5.0	3.0	9.0	2.0	7.0	0.2434544097823601	1.0
ENSG00000140939	2063.77	2030.58	1686.81	1842.82	1207.01	1880.7	0.24346750588755223	1.0
ENSG00000112851	6393.0	7206.0	6081.0	5403.0	4805.0	6505.0	0.2435211955637498	1.0
ENSG00000204044	147.59	184.11	158.69	162.86	138.24	232.6	0.24354564242485782	1.0
ENSG00000269363	7.0	5.0	5.0	3.0	3.0	3.0	0.24354909085162785	1.0
ENSG00000260410	8.0	11.0	8.0	9.0	3.0	3.0	0.24366841909882322	1.0
ENSG00000268199	33.16	24.74	41.58	25.73	17.53	27.29	0.24367210146697113	1.0
ENSG00000271647	45.12	37.13	26.81	31.03	22.62	22.94	0.24367926241965185	1.0
ENSG00000239779	2807.65	2903.2	2507.6	2369.13	1386.06	3185.86	0.24370935780524697	1.0
ENSG00000147471	1828.0	1850.0	1896.0	1627.0	1306.0	1805.0	0.2439164575538206	1.0
ENSG00000166261	471.0	422.0	467.0	529.0	375.0	523.0	0.24395202628019766	1.0
ENSG00000213197	1.14	3.32	1.11	1.11	0.0	0.0	0.24395981844208872	1.0
ENSG00000140474	2985.0	2961.0	2598.0	2527.0	1740.0	3086.0	0.24396638057064235	1.0
ENSG00000255949	7.15	0.0	14.42	20.63	31.09	0.0	0.24404033797197602	1.0
ENSG00000158859	38.01	53.57	35.12	28.4	28.41	34.74	0.24406402584909223	1.0
ENSG00000264849	2.0	0.0	1.1	3.63	2.0	2.16	0.24406630713684394	1.0
ENSG00000175749	1.0	2.0	0.0	3.0	3.0	2.0	0.2440735191444812	1.0
ENSG00000270084	22.0	41.0	29.0	37.0	36.0	35.0	0.24414941666466705	1.0
ENSG00000267259	280.94	312.65	224.93	226.69	151.97	285.6	0.24417901749211218	1.0
ENSG00000114745	2268.05	2486.76	2214.31	2044.0	1379.0	2561.21	0.24428383330826375	1.0
ENSG00000162385	1509.98	1627.0	1474.99	1424.97	1106.98	1332.99	0.24429886814843998	1.0
ENSG00000250439	10.11	14.39	6.8	16.45	12.78	12.38	0.2443241472895934	1.0
ENSG00000229809	637.01	750.38	669.97	526.6	429.73	754.18	0.2443599934781922	1.0
ENSG00000242252	22.48	36.04	8.75	17.04	11.32	12.14	0.24440571581122614	1.0
ENSG00000137338	107.0	134.0	114.0	124.0	109.0	151.0	0.24440814508838676	1.0
ENSG00000226803	39.09	31.04	38.27	47.81	26.55	55.48	0.24448711564827572	1.0
ENSG00000152558	4551.88	3830.92	3896.97	4849.97	3491.86	4205.91	0.24455118369589884	1.0
ENSG00000170242	3015.0	3409.0	3047.0	3301.0	2629.0	3513.0	0.24458791661303944	1.0
ENSG00000187583	394.31	295.59	248.0	267.33	163.0	318.62	0.2446116457695191	1.0
ENSG00000102796	226.0	286.0	213.0	225.0	202.0	364.0	0.24461730287472286	1.0
ENSG00000196634	8.9	15.94	8.9	15.27	10.07	18.49	0.244620427631515	1.0
ENSG00000143632	4.08	3.04	5.07	6.08	2.0	14.27	0.24462355762447993	1.0
ENSG00000254897	0.0	1.0	0.0	3.0	1.0	1.0	0.24463822777828162	1.0
ENSG00000260877	0.0	1.0	0.0	3.0	1.0	1.0	0.24463822777828162	1.0
ENSG00000089169	0.0	1.0	0.0	3.0	1.0	1.0	0.24463822777828162	1.0
ENSG00000173930	128.68	261.6	234.14	92.37	102.4	252.71	0.24463987238945015	1.0
ENSG00000183597	1192.84	1337.21	1102.64	1261.42	956.14	1462.99	0.24466794610044149	1.0
ENSG00000228192	19.07	22.02	15.26	15.08	10.99	12.75	0.24470168723936206	1.0
ENSG00000210195	110.0	83.0	110.0	124.0	83.0	135.0	0.24474482184991805	1.0
ENSG00000114062	4778.91	4672.0	4433.0	5106.0	3878.85	4909.91	0.24483228265421786	1.0
ENSG00000149231	144.0	194.0	179.0	170.03	180.0	208.0	0.24484278429604056	1.0
ENSG00000233037	1.0	0.0	0.0	3.0	1.0	1.0	0.24487700482627867	1.0
ENSG00000113583	3356.0	3723.0	3195.89	2940.0	2565.0	3159.0	0.24499078310182454	1.0
ENSG00000214869	0.0	0.0	1.0	3.0	1.0	1.0	0.24505392772449477	1.0
ENSG00000101310	7988.0	7881.0	7364.0	7162.0	5362.0	7511.0	0.24506387836070348	1.0
ENSG00000205482	14.98	21.91	14.26	33.71	12.7	20.26	0.2450691237980202	1.0
ENSG00000267167	1.0	3.0	1.0	8.0	1.0	3.0	0.24507662424262894	1.0
ENSG00000242430	11.2	11.21	8.21	8.18	16.49	16.19	0.24508196188761394	1.0
ENSG00000196227	3217.05	3805.38	3056.75	3149.75	3118.34	3876.81	0.24511454738446212	1.0
ENSG00000251026	24.28	21.52	26.02	20.13	22.52	50.44	0.24516272162547292	1.0
ENSG00000124782	3028.89	3418.8	2439.72	2702.65	1825.3	3032.0	0.2453009349954824	1.0
ENSG00000250332	1.08	3.24	1.08	0.0	1.08	0.0	0.24533864388096485	1.0
ENSG00000107164	8470.0	8962.0	8507.0	9114.0	7223.0	9485.0	0.2453480955808018	1.0
ENSG00000230148	4.84	1.77	0.0	7.01	0.0	10.04	0.2453774713273161	1.0
ENSG00000177173	30.6	42.94	38.69	54.08	42.21	34.53	0.24540757081808007	1.0
ENSG00000117174	750.81	707.3	673.4	874.63	562.48	774.09	0.24541725748572937	1.0
ENSG00000178149	1336.08	1220.07	1097.34	1018.64	773.69	1298.12	0.24548696513998453	1.0
ENSG00000228427	7.27	7.66	6.34	12.48	7.92	8.56	0.2454978445349156	1.0
ENSG00000088970	523.0	563.0	482.0	545.0	404.0	686.0	0.24552258980389402	1.0
ENSG00000230953	24.56	15.4	7.85	3.1	8.27	16.1	0.24555703296187192	1.0
ENSG00000204131	29.0	29.0	38.0	33.0	29.0	54.0	0.24561847860463382	1.0
ENSG00000164076	10.0	6.0	4.0	15.0	9.0	6.0	0.24566195158433443	1.0
ENSG00000169429	1.0	2.0	1.0	1.0	10.0	0.0	0.24572045541150916	1.0
ENSG00000244307	1.0	3.0	0.85	1.0	0.0	0.0	0.24577781303705185	1.0
ENSG00000204828	6.89	9.22	6.69	4.98	10.51	19.01	0.2458338692522016	1.0
ENSG00000184659	6.89	9.22	6.69	4.98	10.51	19.01	0.2458338692522016	1.0
ENSG00000106993	847.0	939.0	827.0	989.0	721.0	947.0	0.24583576261262055	1.0
ENSG00000135597	2056.69	2418.31	2037.5	2396.86	1808.82	2322.27	0.24587600069516405	1.0
ENSG00000132646	12042.0	10262.0	10626.0	10084.0	7798.0	9940.0	0.24588223476755297	1.0
