id	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest	pval	qval
ENSG00000124191	79.0	144.0	48.0	213.0	0.8697047779104989	0.9441702934336547
ENSG00000005483	2382.0	1706.0	2720.0	2062.0	0.8697147591432577	0.9441702934336547
ENSG00000161013	145.0	38.0	129.0	104.0	0.8698006629910637	0.9441721150508207
ENSG00000179912	866.0	355.0	603.0	735.0	0.8703590367365267	0.9446867546297892
ENSG00000115425	37.0	18.0	36.0	23.0	0.8711276658163069	0.9454294833769773
ENSG00000182636	184.0	136.0	258.0	177.0	0.871291963043909	0.945486420055386
ENSG00000125354	372.0	178.0	444.0	180.0	0.8713488140581795	0.945486420055386
ENSG00000234545	132.0	130.0	228.0	140.0	0.8716879461721385	0.9457628606842501
ENSG00000204842	728.0	484.0	743.0	662.0	0.8720081729173703	0.9460187378693237
ENSG00000147536	63.0	62.0	74.0	101.0	0.8724122356480754	0.9463523019697634
ENSG00000122026	41.0	65.0	39.0	115.0	0.8725581308125689	0.9463523019697634
ENSG00000149923	57.0	61.0	60.0	106.0	0.8725689021551717	0.9463523019697634
ENSG00000102312	11.0	20.0	16.0	32.0	0.873352718397156	0.94711076455762
ENSG00000175467	76.0	35.0	34.0	83.0	0.8736937913386409	0.9472540705005931
ENSG00000166847	399.0	121.0	321.0	240.0	0.8737372923884333	0.9472540705005931
ENSG00000134987	163.0	116.0	242.0	138.0	0.8737383665455961	0.9472540705005931
ENSG00000154767	152.0	64.0	169.0	113.0	0.8743926956774205	0.9478717840193293
ENSG00000005436	49.0	53.0	95.0	52.0	0.8747623037199272	0.9480085699157631
ENSG00000127084	7.0	29.0	11.0	32.0	0.8747678991810258	0.9480085699157631
ENSG00000069667	1098.0	477.0	1227.0	549.0	0.8748749651397927	0.9480085699157631
ENSG00000179152	144.0	64.0	175.0	57.0	0.8749168774699146	0.9480085699157631
ENSG00000182446	313.0	311.0	429.0	323.0	0.8749417184967426	0.9480085699157631
ENSG00000138081	2515.0	1346.0	2664.0	1756.0	0.8750776901462577	0.9480642608040541
ENSG00000132522	43.0	16.0	27.0	50.0	0.8751898265524652	0.948075534126961
ENSG00000138785	244.0	202.0	359.0	252.0	0.8752661858391402	0.948075534126961
ENSG00000255104	61.0	38.0	86.0	51.0	0.8753418178603074	0.948075534126961
ENSG00000173588	152.0	116.0	256.0	115.0	0.8758971916033286	0.9483708866487912
ENSG00000072315	60.0	18.0	70.0	13.0	0.875925239173036	0.9483708866487912
ENSG00000177370	65.0	35.0	58.0	52.0	0.8759345485727437	0.9483708866487912
ENSG00000127837	361.0	104.0	365.0	224.0	0.875997378884454	0.9483708866487912
ENSG00000137502	5.0	26.0	38.0	16.0	0.8760375139382902	0.9483708866487912
ENSG00000136040	136.0	74.0	223.0	65.0	0.8762386051899378	0.9484969837948244
ENSG00000120662	26.0	11.0	35.0	4.0	0.8767274496842893	0.9488985824675684
ENSG00000089094	59.0	49.0	33.0	87.0	0.8767789042996498	0.9488985824675684
ENSG00000147140	755.0	1092.0	888.0	1364.0	0.8769020977057412	0.9489402949397971
ENSG00000111276	2029.0	589.0	2921.0	531.0	0.8770267250141265	0.9489835509081427
ENSG00000261739	105.0	86.0	94.0	165.0	0.8774249488270849	0.9492329579077152
ENSG00000205060	244.0	86.0	208.0	153.0	0.8774265753648302	0.9492329579077152
ENSG00000059728	223.0	153.0	211.0	287.0	0.87768787178915	0.9494240126176177
ENSG00000198939	509.0	307.0	733.0	217.0	0.8779923090248726	0.949570637363449
ENSG00000141560	61.0	49.0	34.0	88.0	0.8779928328521097	0.949570637363449
ENSG00000184828	1.0	47.0	9.0	76.0	0.8781249054599588	0.9496218589818771
ENSG00000089597	2498.0	1432.0	3437.0	1792.0	0.8784078979611748	0.9496415174288165
ENSG00000125445	50.0	54.0	51.0	71.0	0.8784097680061084	0.9496415174288165
ENSG00000188766	72.0	21.0	33.0	62.0	0.8785048185019895	0.9496415174288165
ENSG00000153015	220.0	85.0	305.0	99.0	0.8785868915913755	0.9496415174288165
ENSG00000132475	14671.0	13146.0	29446.0	9901.0	0.8786348633383495	0.9496415174288165
ENSG00000133884	199.0	278.0	170.0	399.0	0.8786513665273581	0.9496415174288165
ENSG00000105793	99.0	60.0	92.0	88.0	0.8789160359516093	0.9498359937354226
ENSG00000085832	2223.0	1958.0	3863.0	1186.0	0.8790506936472302	0.9498899436847359
ENSG00000188223	6.0	21.0	3.0	41.0	0.8792734323702702	0.9500390531923594
ENSG00000140538	1.0	44.0	26.0	30.0	0.8794727824393476	0.9501436038682293
ENSG00000111879	110.0	150.0	212.0	110.0	0.8796625562119443	0.9501436038682293
ENSG00000101856	516.0	547.0	835.0	644.0	0.8796861358739932	0.9501436038682293
ENSG00000126777	1935.0	1007.0	2119.0	1256.0	0.8797092296653302	0.9501436038682293
ENSG00000121022	434.0	432.0	620.0	572.0	0.879819950729442	0.9501716423580967
ENSG00000095485	67.0	37.0	59.0	57.0	0.8804134334052235	0.9503949808102297
ENSG00000189043	555.0	572.0	792.0	578.0	0.8804792129447707	0.9503949808102297
ENSG00000004799	9.0	288.0	83.0	422.0	0.8805521706571259	0.9503949808102297
ENSG00000163625	955.0	536.0	729.0	1193.0	0.8805676342563764	0.9503949808102297
ENSG00000042088	35.0	26.0	28.0	56.0	0.8806069947911535	0.9503949808102297
ENSG00000157470	8.0	86.0	2.0	108.0	0.8806840443467434	0.9503949808102297
ENSG00000160818	36.0	5.0	31.0	9.0	0.8807334299404891	0.9503949808102297
ENSG00000102230	260.0	343.0	319.0	527.0	0.8807780528130282	0.9503949808102297
ENSG00000177963	197.0	125.0	184.0	185.0	0.8808230195842051	0.9503949808102297
ENSG00000185697	30.0	128.0	51.0	145.0	0.8808745629454314	0.9503949808102297
ENSG00000158711	717.0	481.0	837.0	568.0	0.8812275384124377	0.9506609306068305
ENSG00000079215	272.0	465.0	418.0	499.0	0.8813121373268553	0.9506609306068305
ENSG00000204370	811.0	644.0	1418.0	589.0	0.8813754729524345	0.9506609306068305
ENSG00000169762	300.0	211.0	211.0	373.0	0.8819428489591076	0.9511806913068533
ENSG00000167196	208.0	183.0	341.0	199.0	0.8820270549629563	0.9511806913068533
ENSG00000167740	23.0	70.0	55.0	61.0	0.8821844045977475	0.9512588664429347
ENSG00000106635	28.0	24.0	30.0	43.0	0.8823920034889199	0.9513912050698078
ENSG00000105552	25.0	7.0	1.0	42.0	0.882488241152179	0.9514034605997237
ENSG00000072736	1038.0	693.0	905.0	1097.0	0.882636392984272	0.9514161961756075
ENSG00000168000	84.0	105.0	66.0	156.0	0.8826697984144798	0.9514161961756075
ENSG00000186153	55.0	76.0	49.0	105.0	0.882798479471699	0.9514634126408754
ENSG00000186625	113.0	65.0	91.0	109.0	0.8829147148408953	0.9514972075914667
ENSG00000066827	38.0	24.0	13.0	52.0	0.8830554014392412	0.9515573440482451
ENSG00000132437	19.0	48.0	100.0	11.0	0.8834557373481775	0.9518972333403566
ENSG00000078699	355.0	345.0	393.0	445.0	0.8836158662470457	0.9519740264539802
ENSG00000176386	58.0	68.0	88.0	91.0	0.8836968527457733	0.9519740264539802
ENSG00000139579	107.0	61.0	111.0	111.0	0.8838718845312626	0.9520264214404364
ENSG00000101493	1952.0	663.0	1584.0	1288.0	0.8840465792524754	0.9520264214404364
ENSG00000198900	9025.0	3672.0	14793.0	2349.0	0.8840846608570412	0.9520264214404364
ENSG00000141568	368.0	293.0	425.0	359.0	0.8841474880427606	0.9520264214404364
ENSG00000177731	226.0	97.0	166.0	244.0	0.8842105597386383	0.9520264214404364
ENSG00000154153	322.0	432.0	460.0	600.0	0.8843040249075924	0.9520264214404364
ENSG00000117461	523.0	574.0	819.0	704.0	0.884339975598507	0.9520264214404364
ENSG00000142166	566.0	248.0	457.0	453.0	0.8845222240168197	0.9521311821805788
ENSG00000149798	33.0	16.0	22.0	30.0	0.8846169192370569	0.9521416864759873
ENSG00000187790	309.0	132.0	286.0	208.0	0.8847318072634093	0.952173920835524
ENSG00000148300	88.0	49.0	68.0	85.0	0.8853659122622103	0.9526526653611743
ENSG00000167720	144.0	69.0	121.0	154.0	0.8854518571407751	0.9526526653611743
ENSG00000133731	301.0	142.0	432.0	156.0	0.8854814071171805	0.9526526653611743
ENSG00000169957	34.0	23.0	35.0	43.0	0.8855165720841602	0.9526526653611743
ENSG00000005469	425.0	382.0	607.0	493.0	0.8856022855325467	0.9526534517627723
ENSG00000005194	44.0	39.0	61.0	55.0	0.8857123706161186	0.9526804523706284
ENSG00000068971	27.0	22.0	25.0	30.0	0.8861144708959136	0.9529672735013356
ENSG00000084652	230.0	154.0	155.0	281.0	0.886149050756282	0.9529672735013356
ENSG00000172765	460.0	331.0	510.0	421.0	0.8862699170389541	0.9530058292572351
ENSG00000124440	616.0	60.0	456.0	358.0	0.8866502090978827	0.9533233113358206
ENSG00000166747	511.0	335.0	517.0	592.0	0.8869967257680025	0.9535300390957134
ENSG00000108298	75.0	9.0	7.0	95.0	0.8870126001507671	0.9535300390957134
ENSG00000151474	1211.0	794.0	1593.0	774.0	0.8873625238086311	0.9537246445925776
ENSG00000126814	45.0	21.0	36.0	36.0	0.8874279437276027	0.9537246445925776
ENSG00000159692	155.0	108.0	150.0	198.0	0.8875137295199986	0.9537246445925776
ENSG00000174013	386.0	247.0	363.0	370.0	0.8875628935000027	0.9537246445925776
ENSG00000163541	196.0	169.0	278.0	160.0	0.8876190202528422	0.9537246445925776
ENSG00000141639	31.0	30.0	29.0	41.0	0.8882759563176089	0.9541573486186457
ENSG00000110696	269.0	398.0	278.0	533.0	0.8882842499898591	0.9541573486186457
ENSG00000182400	173.0	218.0	193.0	281.0	0.8883881424909815	0.9541573486186457
ENSG00000164880	66.0	62.0	35.0	141.0	0.8884419660742907	0.9541573486186457
ENSG00000076685	455.0	265.0	659.0	182.0	0.8885076232546194	0.9541573486186457
ENSG00000107077	652.0	478.0	794.0	547.0	0.8887599227451827	0.9541573486186457
ENSG00000143442	1057.0	867.0	1223.0	1348.0	0.8887601492008259	0.9541573486186457
ENSG00000102595	735.0	364.0	897.0	368.0	0.8887837363244072	0.9541573486186457
ENSG00000169375	454.0	306.0	431.0	565.0	0.8887877818265743	0.9541573486186457
ENSG00000141428	40.0	38.0	44.0	47.0	0.888904553778915	0.9541913289152195
ENSG00000113761	109.0	70.0	141.0	67.0	0.8891061616274426	0.9543163607663376
ENSG00000182154	17.0	32.0	41.0	34.0	0.889289363084336	0.954346560789164
ENSG00000009844	234.0	144.0	360.0	150.0	0.8893303625003297	0.954346560789164
ENSG00000184900	369.0	214.0	357.0	316.0	0.8893896985338445	0.954346560789164
ENSG00000095002	255.0	189.0	241.0	346.0	0.8895263150647998	0.954348822401639
ENSG00000152601	2478.0	1687.0	2845.0	2062.0	0.8898215823353939	0.954348822401639
ENSG00000168303	378.0	195.0	482.0	179.0	0.889850571021785	0.954348822401639
ENSG00000176208	228.0	165.0	324.0	142.0	0.8899650742947678	0.954348822401639
ENSG00000137171	14.0	17.0	0.0	47.0	0.8899914207470925	0.954348822401639
ENSG00000132773	16.0	15.0	31.0	4.0	0.8899982512661615	0.954348822401639
ENSG00000161996	26.0	50.0	18.0	71.0	0.8900615890622715	0.954348822401639
ENSG00000172922	27.0	40.0	26.0	52.0	0.890121934156391	0.954348822401639
ENSG00000168612	26.0	16.0	6.0	51.0	0.8901580095478624	0.954348822401639
ENSG00000213397	50.0	45.0	55.0	56.0	0.8905260339971063	0.9546520838775521
ENSG00000049618	1636.0	1537.0	3475.0	1010.0	0.8907095161504832	0.9547107880063279
ENSG00000142541	6.0	29.0	14.0	43.0	0.8907511268294543	0.9547107880063279
ENSG00000151502	669.0	275.0	488.0	696.0	0.8909015689921345	0.9547344289110042
ENSG00000107951	225.0	161.0	314.0	204.0	0.8910300638593602	0.9547344289110042
ENSG00000114354	578.0	448.0	657.0	707.0	0.8910473228196042	0.9547344289110042
ENSG00000183735	280.0	126.0	249.0	208.0	0.8911915387476681	0.9547344289110042
ENSG00000177479	263.0	126.0	207.0	230.0	0.8914896675623931	0.9547344289110042
ENSG00000089486	508.0	102.0	268.0	365.0	0.8915093238359159	0.9547344289110042
ENSG00000146007	309.0	172.0	394.0	238.0	0.8915403766628591	0.9547344289110042
ENSG00000266967	156.0	50.0	117.0	106.0	0.8916086553388484	0.9547344289110042
ENSG00000158793	57.0	54.0	66.0	64.0	0.8916334067987356	0.9547344289110042
ENSG00000143294	67.0	67.0	62.0	95.0	0.8917042777630398	0.9547344289110042
ENSG00000127540	10.0	24.0	15.0	38.0	0.8917100330685295	0.9547344289110042
ENSG00000119392	47.0	63.0	47.0	84.0	0.8919394093239346	0.9548888146806711
ENSG00000176209	107.0	86.0	158.0	105.0	0.8922063773910723	0.9549441704560105
ENSG00000076650	37.0	46.0	59.0	60.0	0.8922161737265132	0.9549441704560105
ENSG00000204010	13.0	25.0	41.0	19.0	0.8923336602099927	0.9549441704560105
ENSG00000125743	35.0	43.0	39.0	72.0	0.8923395155353163	0.9549441704560105
ENSG00000125503	60.0	61.0	38.0	101.0	0.8925324275711262	0.9549441704560105
ENSG00000177576	266.0	227.0	311.0	351.0	0.8925327812653	0.9549441704560105
ENSG00000050393	54.0	53.0	50.0	97.0	0.8925874235537983	0.9549441704560105
ENSG00000161960	861.0	401.0	737.0	863.0	0.8927225101418673	0.9549975511680823
ENSG00000068912	1911.0	1014.0	2658.0	746.0	0.8930064878806441	0.9552101840784369
ENSG00000063601	231.0	333.0	566.0	253.0	0.8933218138566518	0.9554563050599243
ENSG00000158526	124.0	54.0	153.0	80.0	0.8937267753955777	0.9557982400481231
ENSG00000143324	1714.0	1488.0	2455.0	1878.0	0.8940253040471935	0.9560262957520784
ENSG00000140262	1320.0	1447.0	2410.0	1450.0	0.89434566408744	0.9562364452066465
ENSG00000156466	54.0	5.0	39.0	18.0	0.8944166932180867	0.9562364452066465
ENSG00000164329	182.0	74.0	184.0	143.0	0.8944777309934787	0.9562364452066465
ENSG00000148153	397.0	204.0	532.0	164.0	0.8946500740347784	0.9563169197280919
ENSG00000100038	84.0	50.0	47.0	127.0	0.8947236265930621	0.9563169197280919
ENSG00000075413	320.0	261.0	393.0	384.0	0.8956748060147697	0.9570697302208118
ENSG00000205208	144.0	157.0	226.0	143.0	0.895707405685155	0.9570697302208118
ENSG00000113811	1271.0	948.0	1992.0	678.0	0.8957255745453018	0.9570697302208118
ENSG00000224470	889.0	809.0	1550.0	786.0	0.8957694566883815	0.9570697302208118
ENSG00000174106	416.0	335.0	499.0	399.0	0.8960324409313495	0.9572594742057018
ENSG00000106049	167.0	164.0	232.0	220.0	0.8962625405374001	0.957414053690133
ENSG00000172534	715.0	593.0	590.0	1139.0	0.8966654830635835	0.957753222024085
ENSG00000239779	281.0	211.0	238.0	337.0	0.8968858809938678	0.9578973633709279
ENSG00000154978	355.0	204.0	386.0	340.0	0.8970304166991804	0.9579604621508823
ENSG00000164604	64.0	5.0	70.0	18.0	0.897283116290758	0.958083750153059
ENSG00000051009	56.0	48.0	32.0	86.0	0.8973291668725891	0.958083750153059
ENSG00000172878	171.0	197.0	261.0	249.0	0.8974391671600175	0.958083750153059
ENSG00000127311	71.0	37.0	61.0	60.0	0.8974877306295517	0.958083750153059
ENSG00000121350	47.0	26.0	53.0	29.0	0.8976813975660739	0.9581992445930002
ENSG00000115806	450.0	277.0	475.0	471.0	0.8979818455072888	0.9584286859122829
ENSG00000146587	49.0	42.0	46.0	78.0	0.8981508911365327	0.9584584509969981
ENSG00000170385	1031.0	619.0	1227.0	712.0	0.8981807339628426	0.9584584509969981
ENSG00000176407	2157.0	1360.0	2765.0	1394.0	0.8984063459555462	0.9584675595161288
ENSG00000139180	154.0	131.0	155.0	226.0	0.8984640092070759	0.9584675595161288
ENSG00000197912	95.0	23.0	56.0	67.0	0.8986181595916946	0.9584675595161288
ENSG00000143013	2929.0	1012.0	4301.0	853.0	0.8986276691109975	0.9584675595161288
ENSG00000111203	51.0	50.0	50.0	68.0	0.898631364982384	0.9584675595161288
ENSG00000138036	112.0	74.0	168.0	83.0	0.8987022763669964	0.9584675595161288
ENSG00000182149	273.0	206.0	257.0	307.0	0.898919053854528	0.9586075526740163
ENSG00000141076	145.0	79.0	99.0	152.0	0.8991606204376248	0.9587739517840554
ENSG00000171720	344.0	248.0	366.0	412.0	0.8993826755929866	0.9588924751282337
ENSG00000120727	1048.0	1026.0	1489.0	1052.0	0.899490106094346	0.9588924751282337
ENSG00000177674	131.0	89.0	146.0	145.0	0.899611299891578	0.9588924751282337
ENSG00000141456	34.0	32.0	41.0	51.0	0.8996139305016624	0.9588924751282337
ENSG00000182979	197.0	311.0	392.0	334.0	0.8998165584997385	0.959017267615713
ENSG00000159267	171.0	83.0	202.0	128.0	0.9000208669354332	0.9591438272027953
ENSG00000100207	1602.0	862.0	1688.0	1479.0	0.9002620121517289	0.9593096156103498
ENSG00000128951	106.0	96.0	153.0	91.0	0.9004331969630659	0.9594008305252323
ENSG00000102974	641.0	618.0	829.0	705.0	0.9005630556796557	0.959447999825978
ENSG00000095059	59.0	14.0	32.0	43.0	0.9007864904543078	0.9595948453856116
ENSG00000175354	290.0	230.0	462.0	242.0	0.9010158737517403	0.9597479993117645
ENSG00000168228	117.0	72.0	167.0	54.0	0.9014306941844586	0.9600982714630388
ENSG00000196365	70.0	46.0	29.0	123.0	0.9015160040517347	0.9600982714630388
ENSG00000033050	112.0	127.0	86.0	198.0	0.9018844635886677	0.9603056516150832
ENSG00000136940	3941.0	2165.0	5880.0	1284.0	0.9019021911355097	0.9603056516150832
ENSG00000119771	38.0	30.0	63.0	32.0	0.9020252554220695	0.9603056516150832
ENSG00000140750	180.0	75.0	95.0	184.0	0.9020533908569872	0.9603056516150832
ENSG00000132388	1833.0	726.0	1886.0	1017.0	0.9023249432073206	0.9605035242003669
ENSG00000275004	100.0	91.0	170.0	94.0	0.902480361519316	0.9605314513842796
ENSG00000118200	2780.0	2165.0	3560.0	3017.0	0.9025603168429757	0.9605314513842796
ENSG00000135720	765.0	454.0	840.0	589.0	0.9026082345122214	0.9605314513842796
ENSG00000119862	465.0	886.0	1363.0	398.0	0.9027366804592888	0.9605769518698271
ENSG00000102221	262.0	88.0	217.0	170.0	0.9028506245233158	0.9606070141331027
ENSG00000028310	78.0	67.0	85.0	87.0	0.9031481344088813	0.9608323608924324
ENSG00000109685	1146.0	670.0	1635.0	759.0	0.9033882885369958	0.9609679026474802
ENSG00000068438	38.0	31.0	35.0	58.0	0.9035132512398167	0.9609679026474802
ENSG00000085274	1155.0	617.0	1278.0	786.0	0.903532711320646	0.9609679026474802
ENSG00000137073	719.0	426.0	610.0	857.0	0.9041752837155557	0.9615600920644511
ENSG00000167112	52.0	24.0	51.0	48.0	0.9043143226138637	0.9616167289415112
ENSG00000151093	118.0	153.0	251.0	90.0	0.9046416752850777	0.9618735824666338
ENSG00000167674	80.0	20.0	28.0	74.0	0.9048358856121835	0.9619050457666858
ENSG00000124160	139.0	74.0	120.0	153.0	0.9048684488566239	0.9619050457666858
ENSG00000107104	527.0	246.0	449.0	525.0	0.9049286897997743	0.9619050457666858
ENSG00000189362	27.0	39.0	49.0	47.0	0.9057519033386722	0.9626888059568138
ENSG00000175155	1859.0	344.0	1668.0	692.0	0.905991283998947	0.9628519428923205
ENSG00000106615	628.0	409.0	776.0	582.0	0.9062902409652022	0.9629577978236479
ENSG00000141376	116.0	98.0	74.0	174.0	0.9063779765734818	0.9629577978236479
ENSG00000159228	99.0	67.0	73.0	117.0	0.90647443389768	0.9629577978236479
ENSG00000170832	1133.0	965.0	1572.0	983.0	0.9065193350234443	0.9629577978236479
ENSG00000185722	638.0	393.0	737.0	603.0	0.9065203961135554	0.9629577978236479
ENSG00000152061	22618.0	3185.0	30842.0	2127.0	0.9066570662401665	0.9630117218639631
ENSG00000079931	896.0	7.0	1112.0	37.0	0.9068446173659522	0.9631196741518072
ENSG00000065491	128.0	94.0	107.0	185.0	0.9070538009379132	0.9631555211303587
ENSG00000134864	12.0	29.0	5.0	56.0	0.9070585717963534	0.9631555211303587
ENSG00000264668	34.0	30.0	35.0	39.0	0.9071361277515012	0.9631555211303587
ENSG00000061987	581.0	475.0	644.0	624.0	0.9073667559493916	0.9633091518318666
ENSG00000185238	226.0	204.0	356.0	170.0	0.9075656976798203	0.963406653511089
ENSG00000177888	1681.0	1030.0	2795.0	840.0	0.9076304788341312	0.963406653511089
ENSG00000170381	559.0	1225.0	114.0	2475.0	0.9079627882151324	0.9636501763885039
ENSG00000108509	108.0	27.0	42.0	122.0	0.9080318299011388	0.9636501763885039
ENSG00000198130	115.0	103.0	145.0	149.0	0.908476141047846	0.9640304374428582
ENSG00000134758	1438.0	1076.0	2386.0	666.0	0.9086634309244469	0.9641286567687999
ENSG00000109111	763.0	474.0	538.0	888.0	0.9088005310282683	0.9641286567687999
ENSG00000141404	76.0	63.0	89.0	76.0	0.9088267186508392	0.9641286567687999
ENSG00000011405	2097.0	1116.0	2218.0	1526.0	0.90913860383811	0.9643170436689861
ENSG00000113456	39.0	11.0	23.0	28.0	0.9091763456322492	0.9643170436689861
ENSG00000086504	29.0	11.0	12.0	39.0	0.9093119134831649	0.9643426104325982
ENSG00000100897	174.0	148.0	234.0	198.0	0.9093725008816231	0.9643426104325982
ENSG00000117523	3590.0	1835.0	3361.0	3524.0	0.9097418439224558	0.9645975999728451
ENSG00000152527	176.0	411.0	520.0	253.0	0.9098760879392536	0.9645975999728451
ENSG00000131652	74.0	44.0	48.0	85.0	0.9099229890239396	0.9645975999728451
ENSG00000147130	482.0	343.0	578.0	505.0	0.9101445795813633	0.9645975999728451
ENSG00000142192	7253.0	5439.0	9983.0	6890.0	0.9101516559227651	0.9645975999728451
ENSG00000086666	2213.0	1464.0	3264.0	1148.0	0.9102327483814868	0.9645975999728451
ENSG00000228474	10.0	133.0	56.0	175.0	0.91033805163715	0.9645975999728451
ENSG00000103978	939.0	390.0	1047.0	477.0	0.910390402851379	0.9645975999728451
ENSG00000002919	31.0	20.0	35.0	23.0	0.910510007210844	0.9645975999728451
ENSG00000166136	123.0	48.0	152.0	41.0	0.9105309205582278	0.9645975999728451
ENSG00000174428	25.0	12.0	8.0	41.0	0.9105594828646429	0.9645975999728451
ENSG00000106261	1912.0	1210.0	2639.0	1090.0	0.9112219520478457	0.9652081718280592
ENSG00000144224	1387.0	808.0	1470.0	1109.0	0.9115810132105421	0.9654972749518308
ENSG00000024048	413.0	324.0	419.0	548.0	0.9121542855141587	0.9658893256613778
ENSG00000141026	44.0	23.0	44.0	44.0	0.9121919295510568	0.9658893256613778
ENSG00000143252	731.0	554.0	1004.0	700.0	0.9122096601942021	0.9658893256613778
ENSG00000184992	367.0	248.0	466.0	341.0	0.9126100342519674	0.966221995085432
ENSG00000123815	37.0	26.0	20.0	50.0	0.9128285443825775	0.9663620722002734
ENSG00000048544	42.0	27.0	30.0	48.0	0.9129272287239002	0.9663752817747802
ENSG00000178307	158.0	104.0	155.0	185.0	0.9132159119950262	0.9665662067861237
ENSG00000100376	181.0	20.0	127.0	79.0	0.9132800412380572	0.9665662067861237
ENSG00000127184	195.0	70.0	190.0	107.0	0.9135182455504897	0.9665774171237982
ENSG00000011451	187.0	147.0	159.0	279.0	0.9135525988134139	0.9665774171237982
ENSG00000198160	1868.0	609.0	1901.0	885.0	0.9135915044631239	0.9665774171237982
ENSG00000104885	148.0	119.0	96.0	253.0	0.9136988372444563	0.9665774171237982
ENSG00000164327	1111.0	671.0	1481.0	641.0	0.9139840879797465	0.9665774171237982
ENSG00000179115	88.0	36.0	78.0	79.0	0.914020682391375	0.9665774171237982
ENSG00000101367	2010.0	1483.0	2248.0	1937.0	0.914075171462511	0.9665774171237982
ENSG00000173467	107.0	637.0	277.0	866.0	0.9140910962607163	0.9665774171237982
ENSG00000101442	31.0	3.0	13.0	19.0	0.9141323343191247	0.9665774171237982
ENSG00000038358	69.0	29.0	43.0	81.0	0.9141528792458972	0.9665774171237982
ENSG00000185215	12.0	140.0	36.0	206.0	0.9145129676834018	0.9666296004909994
ENSG00000144815	194.0	20.0	190.0	32.0	0.9145195931915457	0.9666296004909994
ENSG00000112304	89.0	56.0	100.0	90.0	0.9145704713646302	0.9666296004909994
ENSG00000100138	38.0	82.0	43.0	130.0	0.9147642769071117	0.9666296004909994
ENSG00000243667	21.0	33.0	57.0	23.0	0.9148131816358464	0.9666296004909994
ENSG00000113441	1467.0	897.0	2093.0	1011.0	0.914815953076986	0.9666296004909994
ENSG00000156398	140.0	46.0	157.0	51.0	0.914817406813805	0.9666296004909994
ENSG00000074201	211.0	172.0	271.0	192.0	0.914892066120384	0.9666296004909994
ENSG00000105778	1194.0	636.0	1268.0	872.0	0.9150280428324267	0.966682156267223
ENSG00000085831	18.0	12.0	0.0	30.0	0.9151297002844415	0.9666860642612102
ENSG00000113272	115.0	58.0	85.0	110.0	0.9152042105266925	0.9666860642612102
ENSG00000178460	568.0	141.0	943.0	9.0	0.9156145638363282	0.9670283833244053
ENSG00000105186	153.0	26.0	108.0	107.0	0.9159366100493533	0.9672042144152384
ENSG00000167186	111.0	6.0	98.0	20.0	0.9159536075140206	0.9672042144152384
ENSG00000100442	552.0	392.0	911.0	355.0	0.9161588942692632	0.9673298676423133
ENSG00000198121	360.0	156.0	397.0	257.0	0.9164150753041314	0.967423128655196
ENSG00000095574	572.0	413.0	763.0	426.0	0.916419821872393	0.967423128655196
ENSG00000140832	147.0	127.0	138.0	189.0	0.9165381219221604	0.9674569064733916
ENSG00000065150	539.0	423.0	619.0	645.0	0.916748575328523	0.9675879417599796
ENSG00000146476	49.0	53.0	80.0	61.0	0.9168812134790276	0.9676151643390973
ENSG00000143398	933.0	213.0	1089.0	172.0	0.9169842984881397	0.9676151643390973
ENSG00000111679	50.0	25.0	34.0	49.0	0.9170333189954122	0.9676151643390973
ENSG00000119630	31.0	2.0	23.0	9.0	0.9172762705736494	0.9677804228828809
ENSG00000134644	1229.0	753.0	1462.0	895.0	0.9176962656523676	0.9681324240507284
ENSG00000113504	254.0	42.0	129.0	219.0	0.91791596390985	0.9682730738147566
ENSG00000156471	176.0	89.0	168.0	169.0	0.9185108920275366	0.9687707360425318
ENSG00000131620	1019.0	72.0	1271.0	83.0	0.9185605846026825	0.9687707360425318
ENSG00000122512	54.0	36.0	47.0	71.0	0.9188320556769284	0.9689658837383224
ENSG00000167716	43.0	16.0	33.0	31.0	0.9191197738493557	0.9689737436006095
ENSG00000092140	1073.0	486.0	1512.0	504.0	0.919135572205208	0.9689737436006095
ENSG00000102935	52.0	197.0	248.0	136.0	0.919303742208253	0.9689737436006095
ENSG00000197774	46.0	5.0	21.0	29.0	0.9193257266523264	0.9689737436006095
ENSG00000065675	247.0	26.0	292.0	45.0	0.919355388766097	0.9689737436006095
ENSG00000160299	105.0	75.0	92.0	119.0	0.9194106201724622	0.9689737436006095
ENSG00000119689	345.0	212.0	324.0	329.0	0.9195526260547705	0.9689737436006095
ENSG00000105865	31.0	22.0	46.0	16.0	0.9196583425152267	0.9689737436006095
ENSG00000153291	70.0	113.0	61.0	163.0	0.9197375913950493	0.9689737436006095
ENSG00000065457	47.0	4.0	25.0	24.0	0.9197798913828594	0.9689737436006095
ENSG00000214435	34.0	67.0	53.0	92.0	0.91984437133437	0.9689737436006095
ENSG00000123154	15.0	17.0	14.0	31.0	0.919876768902559	0.9689737436006095
ENSG00000111144	87.0	22.0	64.0	69.0	0.9200154921908998	0.9690288140054484
ENSG00000151665	43.0	29.0	36.0	58.0	0.9201151320184844	0.9690427123193546
ENSG00000184220	34.0	20.0	29.0	42.0	0.9202956834583738	0.9690982511648553
ENSG00000198612	195.0	165.0	268.0	172.0	0.9203937100450729	0.9690982511648553
