id	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest	pval	qval
ENSG00000170011	0.0	3.0	14.0	90.0	0.00927567872794321	0.05970047798068945
ENSG00000171223	89.0	68.0	273.0	412.0	0.00927727320627663	0.05970047798068945
ENSG00000109265	438.0	862.0	288.0	82.0	0.009292455967384294	0.059751885095878324
ENSG00000162889	61.0	60.0	164.0	552.0	0.009295922177271347	0.059751885095878324
ENSG00000173557	8.0	31.0	1.0	1.0	0.009316659400449307	0.05985086067566575
ENSG00000084710	54.0	42.0	257.0	189.0	0.009326663966919339	0.05986413259938659
ENSG00000140057	5.0	34.0	1.0	0.0	0.009329405856478892	0.05986413259938659
ENSG00000142168	317.0	220.0	1135.0	933.0	0.009367258685354282	0.06007263722129376
ENSG00000117298	149.0	135.0	533.0	643.0	0.009380560014335964	0.06012354360246207
ENSG00000138193	2930.0	1196.0	429.0	864.0	0.00939286788608592	0.060168028001727526
ENSG00000105426	153.0	107.0	342.0	946.0	0.00941859068300505	0.0602983446924538
ENSG00000019144	27.0	8.0	29.0	387.0	0.00946751023376962	0.06057693477200767
ENSG00000143653	2292.0	1057.0	740.0	533.0	0.009491549512012734	0.06069610383894053
ENSG00000198795	100.0	146.0	911.0	404.0	0.0095487689086538	0.06102719467845445
ENSG00000166997	47.0	13.0	134.0	194.0	0.009591408457481647	0.061264779947788756
ENSG00000163479	182.0	88.0	453.0	641.0	0.00960730251439207	0.06133135602866464
ENSG00000176788	182.0	93.0	1580.0	252.0	0.009623994772529775	0.061402949004017514
ENSG00000204569	319.0	200.0	727.0	1518.0	0.009671820257343533	0.06167298355223038
ENSG00000107186	3518.0	2542.0	1405.0	1033.0	0.009699446118051926	0.06181398009287214
ENSG00000244486	0.0	0.0	2.0	40.0	0.009810373883546766	0.06248539274690866
ENSG00000136021	2018.0	1822.0	948.0	616.0	0.00982988144631913	0.06257408916140683
ENSG00000117069	5.0	4.0	111.0	16.0	0.00987628728522992	0.06277340327632978
ENSG00000188674	31.0	163.0	22.0	12.0	0.00987725205326414	0.06277340327632978
ENSG00000164181	41.0	89.0	436.0	318.0	0.009881381570231166	0.06277340327632978
ENSG00000188735	75.0	35.0	7.0	13.0	0.009883591149216955	0.06277340327632978
ENSG00000140416	16876.0	3097.0	1497.0	2975.0	0.00991018880888047	0.06290669113677806
ENSG00000170190	49.0	64.0	5.0	15.0	0.009926943768661847	0.06296217137306474
ENSG00000196844	114.0	21.0	13.0	2.0	0.009930162264726	0.06296217137306474
ENSG00000164932	59.0	48.0	144.0	452.0	0.009981042834303344	0.06324900518515573
ENSG00000044524	12.0	3.0	99.0	35.0	0.009993769934156642	0.06329387624965874
ENSG00000134198	692.0	2415.0	601.0	251.0	0.010008009257343192	0.06334826864755347
ENSG00000144579	37.0	20.0	93.0	240.0	0.010015596459208529	0.06336051710368375
ENSG00000136492	889.0	4305.0	867.0	386.0	0.010030808656395362	0.063420961668467
ENSG00000165406	3894.0	3331.0	1855.0	731.0	0.010049020295599372	0.06350029172134665
ENSG00000183186	145.0	22.0	15.0	11.0	0.010055001168611452	0.06350228907049824
ENSG00000130702	182.0	41.0	329.0	882.0	0.010070231080271531	0.06356266351905623
ENSG00000105357	55.0	13.0	105.0	330.0	0.01009022890568073	0.06364991122202907
ENSG00000130589	15.0	6.0	51.0	98.0	0.010095409647882933	0.06364991122202907
ENSG00000144161	272.0	78.0	61.0	21.0	0.01011817844932244	0.06375760563063775
ENSG00000127863	645.0	93.0	2579.0	1427.0	0.010145373110484524	0.06389305200479298
ENSG00000184831	34.0	119.0	10.0	18.0	0.010188793426626857	0.06411941064765131
ENSG00000147274	1619.0	1123.0	695.0	409.0	0.01019595171993852	0.06411941064765131
ENSG00000058335	1.0	0.0	109.0	1.0	0.010198475395607698	0.06411941064765131
ENSG00000088538	568.0	209.0	170.0	71.0	0.010225761195626461	0.0642549232079443
ENSG00000157060	30.0	31.0	5.0	4.0	0.010242178491117169	0.06432202850724003
ENSG00000182809	50.0	62.0	218.0	339.0	0.010259699300976305	0.06439598497421298
ENSG00000134107	59.0	98.0	207.0	931.0	0.010282214459743175	0.06445444578619054
ENSG00000173156	5.0	0.0	24.0	61.0	0.01028487682945197	0.06445444578619054
ENSG00000183760	0.0	4.0	25.0	85.0	0.010286262579080722	0.06445444578619054
ENSG00000069974	10.0	3.0	50.0	61.0	0.010315706456304048	0.06459784713919427
ENSG00000173511	13.0	5.0	71.0	58.0	0.010320672990749059	0.06459784713919427
ENSG00000143067	299.0	145.0	84.0	71.0	0.010334319248620681	0.06464716449611486
ENSG00000188827	191.0	86.0	40.0	42.0	0.01034472789287108	0.06467618498554648
ENSG00000145734	4121.0	1955.0	1467.0	673.0	0.010362562290227414	0.06473002312711355
ENSG00000188467	36.0	16.0	4.0	0.0	0.010365677928236056	0.06473002312711355
ENSG00000164587	69.0	71.0	155.0	789.0	0.01037066204605673	0.06473002312711355
ENSG00000156170	88.0	47.0	16.0	17.0	0.010388378431612373	0.06480451987666928
ENSG00000138386	2677.0	1297.0	939.0	579.0	0.010428348149683417	0.06501767672856013
ENSG00000083444	53.0	56.0	172.0	404.0	0.01043897692539906	0.06503712225957238
ENSG00000197971	68.0	62.0	254.0	315.0	0.010447726231515714	0.06503712225957238
ENSG00000132825	49.0	39.0	1.0	9.0	0.010452639830634929	0.06503712225957238
ENSG00000213085	22.0	103.0	12.0	1.0	0.010457330438946559	0.06503712225957238
ENSG00000104953	0.0	0.0	2.0	38.0	0.010460475596254149	0.06503712225957238
ENSG00000104321	1.0	0.0	208.0	0.0	0.010532305635645915	0.06544742027471769
ENSG00000129990	2.0	3.0	27.0	41.0	0.010581762346468926	0.06571831352017543
ENSG00000203965	267.0	219.0	118.0	57.0	0.010643746691907149	0.06604969454810788
ENSG00000114757	58.0	621.0	15.0	71.0	0.010646904375417569	0.06604969454810788
ENSG00000114115	48.0	123.0	165.0	1935.0	0.010657810494307791	0.06608078298738404
ENSG00000181195	10.0	30.0	50.0	473.0	0.010666984025029982	0.06609614635190468
ENSG00000196924	299.0	310.0	804.0	2279.0	0.010672080722296832	0.06609614635190468
ENSG00000171421	27.0	13.0	79.0	153.0	0.010678152039073945	0.06609723045721641
ENSG00000143341	271.0	222.0	1186.0	775.0	0.010689730318406282	0.06613238237821988
ENSG00000103942	2915.0	686.0	625.0	465.0	0.010718520028729233	0.0662739158974378
ENSG00000142657	60.0	38.0	168.0	287.0	0.010755933948078401	0.06646858851045143
ENSG00000092850	49.0	160.0	13.0	29.0	0.010762977357373936	0.06647546896758227
ENSG00000152056	140.0	141.0	1000.0	377.0	0.010804203594856327	0.06668020628346803
ENSG00000114805	867.0	2700.0	734.0	227.0	0.010808022731227602	0.06668020628346803
ENSG00000112562	412.0	15.0	1991.0	1854.0	0.010861238147481437	0.06697109079835271
ENSG00000175077	2.0	55.0	0.0	1.0	0.010867119907422264	0.06697109079835271
ENSG00000186918	74.0	71.0	249.0	405.0	0.01089273097759801	0.06709204080157895
ENSG00000188266	16.0	20.0	198.0	63.0	0.010916025047161744	0.06719859460663545
ENSG00000283189	22.0	26.0	101.0	184.0	0.010946661455977929	0.06735020577470503
ENSG00000142949	506.0	319.0	1144.0	2252.0	0.010962088322974609	0.06740812402662939
ENSG00000115963	646.0	337.0	2659.0	1304.0	0.011025778083175269	0.06776259446951467
ENSG00000136848	62.0	55.0	186.0	378.0	0.011040724100620644	0.06781726968107256
ENSG00000172915	2905.0	2263.0	1186.0	969.0	0.011075993676903673	0.06796376329674526
ENSG00000172197	21.0	38.0	162.0	193.0	0.011076698977979804	0.06796376329674526
ENSG00000177981	646.0	951.0	402.0	153.0	0.011095997129695542	0.06804492769359247
ENSG00000104213	16.0	15.0	44.0	208.0	0.011113711960053813	0.06811629911000723
ENSG00000112110	556.0	636.0	306.0	142.0	0.011147773195614231	0.0682877254223145
ENSG00000206053	126.0	107.0	422.0	514.0	0.011154986796514837	0.0682945942047686
ENSG00000146112	4.0	0.0	12.0	81.0	0.011166061432828165	0.06832508114738195
ENSG00000023892	55.0	39.0	13.0	6.0	0.011175336229921454	0.06834452762543344
ENSG00000187889	37.0	32.0	7.0	4.0	0.011198054111784834	0.06841165563953502
ENSG00000067141	757.0	545.0	2346.0	2506.0	0.011200151971145083	0.06841165563953502
ENSG00000154473	98.0	130.0	212.0	1690.0	0.011204620852291375	0.06841165563953502
ENSG00000111731	1531.0	1389.0	761.0	211.0	0.011215399292202274	0.06844018838627516
ENSG00000141753	18.0	76.0	116.0	1189.0	0.011261394813348171	0.06868347979196572
ENSG00000198892	45.0	21.0	148.0	169.0	0.01129796086442654	0.06886902734650435
ENSG00000083845	200.0	390.0	883.0	2908.0	0.011329579179318242	0.06902422967399864
ENSG00000052344	81.0	50.0	163.0	520.0	0.011357359947793154	0.069155896260055
ENSG00000109625	18.0	5.0	51.0	115.0	0.011392131235014875	0.06926543374163874
ENSG00000164086	59.0	12.0	264.0	138.0	0.011392730368299122	0.06926543374163874
ENSG00000156427	4.0	0.0	24.0	41.0	0.01139906371721248	0.06926543374163874
ENSG00000213281	1064.0	508.0	4737.0	1993.0	0.01140006469699585	0.06926543374163874
ENSG00000196865	1625.0	1647.0	880.0	350.0	0.011414339988519286	0.06931459982193998
ENSG00000185621	146.0	177.0	53.0	57.0	0.01143126105233723	0.06937977065332991
ENSG00000090339	0.0	0.0	2.0	34.0	0.011447469402044962	0.06944054761738312
ENSG00000185442	43.0	64.0	337.0	213.0	0.011456911834687946	0.06946023886795666
ENSG00000156395	10.0	1.0	36.0	81.0	0.011495020504194767	0.06965361073082342
ENSG00000013810	12.0	9.0	66.0	75.0	0.011501251302502371	0.06965371534362592
ENSG00000129003	985.0	442.0	324.0	215.0	0.011512131761864742	0.06968196385016401
ENSG00000112706	37.0	1.0	0.0	0.0	0.011548003311097845	0.0698613691944991
ENSG00000270647	1444.0	584.0	486.0	194.0	0.011562162884346892	0.0699093020137695
ENSG00000165078	258.0	67.0	50.0	8.0	0.011625601898549482	0.0702549850580807
ENSG00000157557	183.0	221.0	590.0	1403.0	0.0116521523931455	0.0703652333893277
ENSG00000148411	169.0	162.0	769.0	570.0	0.011656399500801207	0.0703652333893277
ENSG00000166794	42.0	38.0	184.0	194.0	0.01167501269292496	0.0704077916827634
ENSG00000164484	88.0	73.0	30.0	14.0	0.011676011127409201	0.0704077916827634
ENSG00000133135	5001.0	2104.0	1653.0	442.0	0.011695507112023669	0.07048743802461577
ENSG00000215712	20.0	11.0	74.0	107.0	0.011710458868644604	0.07053962596319506
ENSG00000147065	8.0	23.0	37.0	388.0	0.01173340154649697	0.07063366116388058
ENSG00000137494	386.0	306.0	179.0	78.0	0.011738671788430821	0.07063366116388058
ENSG00000182791	49.0	56.0	13.0	1.0	0.011745828880642665	0.070638809952792
ENSG00000134265	612.0	724.0	347.0	161.0	0.011755108986473011	0.07065671406882705
ENSG00000132589	16.0	23.0	98.0	142.0	0.011765397895682091	0.070680659384028
ENSG00000064763	107.0	41.0	17.0	18.0	0.011774328541970901	0.07069642365050552
ENSG00000170558	1798.0	1012.0	615.0	546.0	0.011782704221080798	0.07070884064149666
ENSG00000198937	6.0	2.0	53.0	27.0	0.01180322997169488	0.0707941187708398
ENSG00000169679	3.0	0.0	13.0	51.0	0.011850136922732669	0.07099483027010006
ENSG00000247596	62.0	91.0	2.0	20.0	0.011851952467623723	0.07099483027010006
ENSG00000138078	985.0	639.0	398.0	273.0	0.011856473693394305	0.07099483027010006
ENSG00000172478	1.0	0.0	5.0	40.0	0.011862026502756237	0.07099483027010006
ENSG00000112333	10.0	0.0	566.0	3.0	0.011932830481058953	0.07138048542831955
ENSG00000143549	215.0	160.0	714.0	703.0	0.011953372698728502	0.07146523090813146
ENSG00000179094	72.0	67.0	135.0	819.0	0.011991688253533693	0.07165609025698971
ENSG00000186501	14.0	11.0	45.0	138.0	0.011998560623828286	0.07165895822755199
ENSG00000065600	179.0	150.0	35.0	68.0	0.012078171538312837	0.07209600795766076
ENSG00000172318	277.0	313.0	144.0	84.0	0.012096613234407439	0.0721676606480614
ENSG00000189171	71.0	147.0	23.0	35.0	0.012103970747180103	0.07217314472121752
ENSG00000161671	71.0	54.0	130.0	644.0	0.012111205196357474	0.07217788955404959
ENSG00000025039	840.0	906.0	331.0	389.0	0.012121268730688984	0.07219948059034192
ENSG00000197822	363.0	239.0	1116.0	1083.0	0.012142918088767794	0.07225975027471923
ENSG00000143799	2675.0	615.0	501.0	504.0	0.012146785856816939	0.07225975027471923
ENSG00000032742	534.0	580.0	292.0	100.0	0.01215072518000408	0.07225975027471923
ENSG00000168038	32.0	89.0	3.0	14.0	0.012175717207446562	0.07236998403789818
ENSG00000237412	6.0	2.0	3.0	206.0	0.012211436832497178	0.072543829831634
ENSG00000116157	1.0	4.0	17.0	72.0	0.01222633468687904	0.0725938622033443
ENSG00000131143	117.0	103.0	260.0	907.0	0.012239608803378894	0.07263420576277257
ENSG00000204381	168.0	24.0	2.0	17.0	0.01235211839871298	0.0732630937828426
ENSG00000253797	432.0	227.0	139.0	118.0	0.012369687079562108	0.07332849929238035
ENSG00000150510	45.0	23.0	7.0	1.0	0.01242630611077771	0.07362520692485101
ENSG00000188786	539.0	407.0	194.0	198.0	0.01243645587804934	0.07364641859108986
ENSG00000158710	10.0	24.0	53.0	290.0	0.012465780885175906	0.07375612057389631
ENSG00000171428	48.0	10.0	0.0	3.0	0.012468139918602454	0.07375612057389631
ENSG00000183111	1.0	2.0	8.0	73.0	0.012486071070931953	0.0738232366588329
ENSG00000143951	532.0	454.0	262.0	96.0	0.012507136499038137	0.0739088034550435
ENSG00000140943	205.0	149.0	539.0	869.0	0.01251807809673697	0.07393448654605976
ENSG00000100243	291.0	146.0	646.0	1061.0	0.012546922930122932	0.07398662902224637
ENSG00000147432	39.0	3.0	1.0	0.0	0.012549170800936928	0.07398662902224637
ENSG00000197728	105.0	99.0	532.0	323.0	0.012549466409345709	0.07398662902224637
ENSG00000174348	8.0	1.0	174.0	8.0	0.012553306726165264	0.07398662902224637
ENSG00000138449	14.0	7.0	73.0	63.0	0.012568112876526412	0.07400482123049812
ENSG00000103316	999.0	391.0	310.0	66.0	0.012569596754939199	0.07400482123049812
ENSG00000186212	17.0	7.0	38.0	151.0	0.012599227802488906	0.07414033788236253
ENSG00000181904	7460.0	4492.0	2968.0	1659.0	0.012643862023174033	0.07432920418219492
ENSG00000075945	2137.0	2542.0	1229.0	357.0	0.012644584511636551	0.07432920418219492
ENSG00000058091	1211.0	1795.0	779.0	243.0	0.012651943037142222	0.07433348084191002
ENSG00000085719	902.0	725.0	6192.0	1818.0	0.012661911860202251	0.07435308116965282
ENSG00000118492	72.0	252.0	36.0	1.0	0.012679005464903073	0.0743972886113401
ENSG00000077254	1827.0	841.0	594.0	471.0	0.012691556221603955	0.0743972886113401
ENSG00000087303	2.0	6.0	41.0	54.0	0.012695487742620797	0.0743972886113401
ENSG00000140795	1.0	0.0	1.0	90.0	0.012695986896832614	0.0743972886113401
ENSG00000135842	8.0	0.0	64.0	41.0	0.012762225308714615	0.07474636662000565
ENSG00000166394	27.0	41.0	7.0	5.0	0.012834323734661222	0.0751293833240482
ENSG00000100292	10.0	0.0	31.0	107.0	0.012880363861688048	0.07535954013023122
ENSG00000139155	1.0	1.0	2.0	83.0	0.01293274342915323	0.07562652782514748
ENSG00000174238	3067.0	2193.0	743.0	1274.0	0.012960879938214044	0.07575154541573485
ENSG00000101938	292.0	58.0	1354.0	477.0	0.013002672182783385	0.07589814893291492
ENSG00000197168	32.0	94.0	1.0	13.0	0.01301098577797233	0.07589814893291492
ENSG00000213722	240.0	110.0	1114.0	422.0	0.013012074844960171	0.07589814893291492
ENSG00000115268	50.0	74.0	138.0	758.0	0.013015756545185572	0.07589814893291492
ENSG00000179218	1224.0	675.0	3075.0	3945.0	0.013019816271007617	0.07589814893291492
ENSG00000162999	669.0	406.0	280.0	93.0	0.0130421685967157	0.07598893449541735
ENSG00000126790	20.0	14.0	95.0	91.0	0.01305047004454851	0.07599780218150068
ENSG00000104205	374.0	237.0	1865.0	730.0	0.01307632479742837	0.07610161457123399
ENSG00000013364	4.0	0.0	18.0	51.0	0.013081874333520776	0.07610161457123399
ENSG00000068489	15.0	5.0	95.0	46.0	0.013103945225510545	0.07619046990558775
ENSG00000154856	14.0	46.0	47.0	886.0	0.013159455729398445	0.07647356077063586
ENSG00000106330	9.0	9.0	24.0	163.0	0.013175201647559098	0.07652539402545984
ENSG00000006327	48.0	55.0	117.0	553.0	0.013201791734327449	0.07664012705427793
ENSG00000007237	144.0	1570.0	229.0	81.0	0.013244939257497989	0.07685081215142467
ENSG00000276023	318.0	1022.0	102.0	255.0	0.013270652766268641	0.07696017460417562
ENSG00000140835	44.0	11.0	4.0	0.0	0.013282342011175995	0.07698813544223522
ENSG00000160183	70.0	14.0	6.0	0.0	0.013347065884812834	0.07732331192183559
ENSG00000213066	646.0	548.0	231.0	268.0	0.013355059096438145	0.0773296552019998
ENSG00000188051	0.0	0.0	2.0	30.0	0.01339254343932282	0.07750043316836427
ENSG00000124789	12457.0	6009.0	4530.0	1724.0	0.013398379971479926	0.07750043316836427
ENSG00000033122	0.0	9.0	34.0	185.0	0.013501330439364056	0.0780556545772414
ENSG00000277258	126.0	102.0	385.0	504.0	0.013512826315026333	0.0780818469028068
ENSG00000189227	41.0	168.0	31.0	6.0	0.01354513891809681	0.0782282366161078
ENSG00000186765	50.0	25.0	3.0	8.0	0.013596451939846188	0.07848415357655807
ENSG00000101940	2701.0	3585.0	1617.0	414.0	0.013605033111041333	0.07849326874666668
ENSG00000240849	25.0	35.0	125.0	212.0	0.013613786018485941	0.07850336484939682
ENSG00000166923	28.0	21.0	13.0	879.0	0.013642696658395678	0.07862962958386403
ENSG00000134363	50.0	10.0	1512.0	10.0	0.013659431084757824	0.07868562305248468
ENSG00000172292	1802.0	2184.0	882.0	809.0	0.013708465462976065	0.07890723305258085
ENSG00000176845	1.0	10.0	66.0	83.0	0.013711979481394066	0.07890723305258085
ENSG00000136068	159.0	292.0	698.0	1833.0	0.013777604355310358	0.07913792488869092
ENSG00000102316	129.0	125.0	368.0	746.0	0.013778706060932176	0.07913792488869092
ENSG00000178385	415.0	435.0	109.0	205.0	0.013780701709107269	0.07913792488869092
ENSG00000081019	3169.0	1662.0	1264.0	583.0	0.013788577459543193	0.07913792488869092
ENSG00000242574	21.0	1.0	87.0	99.0	0.013790378602900931	0.07913792488869092
ENSG00000170004	117.0	81.0	288.0	522.0	0.013796011896025601	0.07913792488869092
ENSG00000112337	0.0	71.0	0.0	0.0	0.013805771329350236	0.07913792488869092
ENSG00000183087	671.0	468.0	62.0	254.0	0.013810379883506942	0.07913792488869092
ENSG00000103355	4.0	6.0	36.0	61.0	0.01381560383650028	0.07913792488869092
ENSG00000142627	16.0	27.0	60.0	299.0	0.013829995704743395	0.0791799039071366
ENSG00000078328	20.0	53.0	1.0	7.0	0.013846455211790643	0.07922070714423765
ENSG00000283378	0.0	0.0	1.0	43.0	0.013857797076065456	0.07922070714423765
ENSG00000181778	27.0	58.0	564.0	111.0	0.013862826035682346	0.07922070714423765
ENSG00000107959	62.0	12.0	148.0	244.0	0.013865390492149356	0.07922070714423765
ENSG00000175606	527.0	366.0	239.0	83.0	0.013891976390618017	0.07933217286746204
ENSG00000153707	445.0	429.0	2736.0	1099.0	0.013916939431904234	0.07943426223607254
ENSG00000077782	206.0	193.0	804.0	722.0	0.013927957744628126	0.07945669532686071
ENSG00000175183	4.0	0.0	54.0	16.0	0.013961851238765048	0.07958901891163868
ENSG00000164626	3.0	0.0	40.0	15.0	0.013965352381729999	0.07958901891163868
ENSG00000164039	16.0	2.0	55.0	87.0	0.014039022196440239	0.07994082987696725
ENSG00000114790	168.0	221.0	458.0	1774.0	0.01404134647883573	0.07994082987696725
ENSG00000171311	344.0	276.0	150.0	109.0	0.014148982198504809	0.08049556541570488
ENSG00000164649	19.0	24.0	128.0	109.0	0.014155530004461155	0.08049556541570488
ENSG00000254772	48.0	55.0	119.0	523.0	0.014160326048150762	0.08049556541570488
ENSG00000152990	344.0	267.0	1579.0	817.0	0.014224656022734929	0.08079269312777555
ENSG00000172794	12.0	0.0	24.0	168.0	0.01423086622042139	0.08079269312777555
ENSG00000120697	65.0	42.0	241.0	201.0	0.014237452339609756	0.08079269312777555
ENSG00000151503	465.0	282.0	115.0	173.0	0.014241423873370606	0.08079269312777555
ENSG00000165915	30.0	17.0	72.0	196.0	0.014261664830033098	0.08086659724060244
ENSG00000025156	1050.0	768.0	503.0	227.0	0.014316622757015894	0.08113717952788077
ENSG00000143933	11813.0	20662.0	5260.0	6550.0	0.014358414147028443	0.08133290681565884
ENSG00000156049	108.0	38.0	252.0	346.0	0.014382344375886634	0.08139183502260217
ENSG00000105486	24.0	18.0	94.0	123.0	0.014393959234520895	0.08139183502260217
ENSG00000111666	1263.0	1116.0	5389.0	3785.0	0.014396592061115886	0.08139183502260217
ENSG00000079134	1138.0	490.0	410.0	176.0	0.014397859843873335	0.08139183502260217
ENSG00000171914	105.0	210.0	281.0	2608.0	0.014436786828084169	0.08145343859949329
ENSG00000171703	6.0	0.0	41.0	38.0	0.014436978472313467	0.08145343859949329
ENSG00000111647	1685.0	1435.0	755.0	630.0	0.014437343983143136	0.08145343859949329
ENSG00000235173	2.0	0.0	12.0	30.0	0.014437821810632754	0.08145343859949329
ENSG00000105254	53.0	32.0	163.0	210.0	0.014450716713465395	0.08148517824846432
ENSG00000023839	20.0	86.0	0.0	8.0	0.01446072297061794	0.08150060558100912
ENSG00000072682	7.0	0.0	120.0	15.0	0.014478718005563492	0.08156101951877727
ENSG00000120658	140.0	48.0	33.0	11.0	0.014605220856245162	0.08223230828654358
ENSG00000057657	4.0	12.0	45.0	112.0	0.014614623940255315	0.08224394295695887
ENSG00000065308	317.0	69.0	902.0	732.0	0.01462710832546031	0.08227289730477173
ENSG00000130714	46.0	16.0	83.0	280.0	0.014660097403482527	0.08238680849877773
ENSG00000164284	367.0	188.0	95.0	117.0	0.014666982676529208	0.08238680849877773
ENSG00000269590	66.0	26.0	104.0	411.0	0.014669408542690486	0.08238680849877773
ENSG00000214575	83.0	77.0	9.0	28.0	0.014726723474747119	0.08264454122499515
ENSG00000204334	19.0	85.0	7.0	10.0	0.01473004401137737	0.08264454122499515
ENSG00000171462	89.0	93.0	20.0	0.0	0.01474952438072587	0.08271244037415558
ENSG00000164938	5029.0	4318.0	2555.0	999.0	0.014825599819624821	0.08309748698899713
ENSG00000088970	543.0	480.0	236.0	206.0	0.01483519707607448	0.08310972474902295
ENSG00000196118	69.0	68.0	24.0	15.0	0.014864513474254328	0.08317323153295268
ENSG00000088882	3.0	2.0	10.0	76.0	0.014865564906661027	0.08317323153295268
ENSG00000047849	366.0	455.0	1548.0	1757.0	0.014868791792331595	0.08317323153295268
ENSG00000132854	120.0	24.0	244.0	444.0	0.01488423038271326	0.08321806612978337
ENSG00000123178	799.0	995.0	471.0	278.0	0.014930326357066693	0.08343417670125504
ENSG00000148468	90.0	74.0	249.0	434.0	0.014946199969488901	0.0834812663965972
ENSG00000153234	281.0	616.0	2106.0	2406.0	0.014989555098173485	0.08368172940763186
ENSG00000147454	1114.0	724.0	474.0	317.0	0.015023456198778084	0.08382924041229582
ENSG00000142279	25.0	3.0	122.0	73.0	0.015037160416745986	0.0838639643142898
ENSG00000174607	5767.0	2386.0	1941.0	445.0	0.01505841210021024	0.08394072582961551
ENSG00000160209	66.0	22.0	113.0	356.0	0.01506709822446037	0.08394740114125285
ENSG00000127564	0.0	0.0	1.0	40.0	0.015085149654633678	0.08396988882577491
ENSG00000123349	58.0	42.0	125.0	384.0	0.015086115619546	0.08396988882577491
ENSG00000173621	7.0	2.0	20.0	74.0	0.015150870446894494	0.08428846536460907
ENSG00000161638	6.0	11.0	12.0	267.0	0.015185944214212455	0.08441462760000364
ENSG00000165259	544.0	296.0	221.0	87.0	0.015188608730526972	0.08441462760000364
ENSG00000134184	5.0	3.0	50.0	27.0	0.01521854706979573	0.08453910438672455
ENSG00000142731	836.0	244.0	226.0	138.0	0.015230395885722519	0.084563020247127
ENSG00000157851	67.0	37.0	194.0	234.0	0.01528978440286351	0.08485073423569305
ENSG00000239264	127.0	21.0	264.0	469.0	0.015308856313714167	0.08491453699986928
ENSG00000157796	301.0	426.0	157.0	140.0	0.015460097791374923	0.08571102682557512
ENSG00000115825	247.0	144.0	829.0	588.0	0.015476482281077371	0.0857594495160046
ENSG00000105854	89.0	101.0	356.0	422.0	0.015504650613136304	0.08587308961129346
ENSG00000227877	34.0	13.0	3.0	3.0	0.015594334634393378	0.08632715617360483
ENSG00000123119	81.0	141.0	37.0	3.0	0.015610027464803548	0.08634739998150529
ENSG00000178996	259.0	157.0	757.0	718.0	0.015613396945808317	0.08634739998150529
ENSG00000135569	2.0	0.0	2.0	93.0	0.015636163468442918	0.08642927039885942
ENSG00000140044	4.0	8.0	35.0	84.0	0.015643620842041548	0.08642927039885942
ENSG00000076716	140.0	138.0	341.0	986.0	0.01567537505275238	0.08656204647357349
ENSG00000148842	158.0	93.0	53.0	29.0	0.015690625905943455	0.08659989088915003
ENSG00000166925	23.0	12.0	35.0	245.0	0.015697678705330318	0.08659989088915003
ENSG00000064547	59.0	30.0	196.0	180.0	0.01570625359877812	0.08660457591849618
ENSG00000115504	870.0	1278.0	530.0	369.0	0.015762073624400307	0.0868696388050774
ENSG00000137880	1.0	0.0	4.0	38.0	0.0157894990539379	0.08693826953362264
ENSG00000119699	90.0	51.0	280.0	258.0	0.015790037178452784	0.08693826953362264
ENSG00000122481	380.0	397.0	213.0	73.0	0.015809976423867243	0.08700531944602445
ENSG00000080298	6585.0	6082.0	3462.0	1431.0	0.015838414870231708	0.08711905333429708
ENSG00000100234	1270.0	534.0	1451.0	9544.0	0.015958293422923618	0.08773539444383215
ENSG00000106397	80.0	29.0	221.0	227.0	0.015982077925622635	0.08782308507168124
ENSG00000132530	1.0	0.0	3.0	45.0	0.01604078283566271	0.08810248681419841
ENSG00000144366	80.0	283.0	895.0	1427.0	0.016067391896353946	0.0881474804607767
ENSG00000117308	5.0	1.0	15.0	61.0	0.01606778639510897	0.0881474804607767
ENSG00000148948	75.0	167.0	1473.0	292.0	0.016072564679913255	0.0881474804607767
ENSG00000074410	99.0	279.0	1238.0	898.0	0.0161052292128372	0.08824533440716549
ENSG00000168781	255.0	94.0	65.0	50.0	0.016112886435987617	0.08824533440716549
ENSG00000105655	19.0	21.0	54.0	223.0	0.016114023151781245	0.08824533440716549
ENSG00000198431	4230.0	2686.0	1904.0	794.0	0.01614294351253871	0.0883479346264825
ENSG00000158109	86.0	75.0	251.0	406.0	0.01614852078944359	0.0883479346264825
ENSG00000101474	77.0	98.0	328.0	419.0	0.016173709307030486	0.08844257625942037
ENSG00000123096	14.0	2.0	48.0	76.0	0.016198230838728195	0.08853348010830964
ENSG00000123240	1.0	5.0	25.0	66.0	0.016208980159028094	0.08854905827617199
ENSG00000134369	51.0	113.0	341.0	535.0	0.016234361452816932	0.08864451626209342
ENSG00000087095	2245.0	1434.0	998.0	582.0	0.01624536322074299	0.08866140297201992
ENSG00000171858	37.0	23.0	64.0	322.0	0.01626175031897338	0.08870765015848739
ENSG00000101868	94.0	76.0	632.0	189.0	0.016274967914790165	0.08873657116964871
ENSG00000197019	6.0	2.0	14.0	80.0	0.016314662992125285	0.08888596015489744
ENSG00000006459	4768.0	5323.0	2749.0	1261.0	0.01631822533441382	0.08888596015489744
ENSG00000137312	11.0	4.0	32.0	87.0	0.016327637659183724	0.08889403504587157
ENSG00000132688	29.0	49.0	89.0	491.0	0.016378455764413994	0.08912742190246645
ENSG00000100167	462.0	205.0	97.0	148.0	0.0163904478434983	0.08914433436144371
