ensgeneid	sym	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest
ENSMUSG00000027087	Itgav	427	251	892	995
ENSMUSG00000033460	Armcx1	995	273	328	196
ENSMUSG00000060572	Mfap2	69	38	256	995
ENSMUSG00000035992	Fnip1	888	642	996	624
ENSMUSG00000054843	Atrnl1	551	465	996	517
ENSMUSG00000030905	Crym	999	391	310	66
ENSMUSG00000036572	Upf3b	999	583	617	162
ENSMUSG00000000131	Xpo6	673	463	539	1000
ENSMUSG00000054702	Ap1s3	140	141	1000	377
ENSMUSG00000024589	Nedd4l	408	394	1001	473
ENSMUSG00000030753	Prkrir	660	492	1001	796
ENSMUSG00000022253	1110020G09Rik	967	630	1003	543
ENSMUSG00000032181	Scg3	1003	459	15	7
ENSMUSG00000038914	Dido1	1003	638	779	803
ENSMUSG00000040044	Orc3	992	832	1003	513
ENSMUSG00000058076	Sdhc	731	554	1004	700
ENSMUSG00000026342	Slc35f5	286	159	1005	509
ENSMUSG00000021242	Npc2	95	44	623	1006
ENSMUSG00000025742	Prps2	336	234	1007	507
ENSMUSG00000026028	Trak2	1007	925	587	590
ENSMUSG00000002103	Acp2	563	351	1009	666
ENSMUSG00000020140	Lgr5	1009	88	928	41
ENSMUSG00000028328	Tmod1	415	326	492	1009
ENSMUSG00000032410	Xrn1	1010	793	683	460
ENSMUSG00000035011	Zbtb7a	1010	418	969	920
ENSMUSG00000040234	Tm7sf3	478	268	1010	671
ENSMUSG00000047945	Marcksl1	341	223	767	1011
ENSMUSG00000003948	Mmd	551	257	1013	392
ENSMUSG00000021255	Esrrb	23	5	78	1013
ENSMUSG00000044252	Osbpl1a	1014	749	595	404
ENSMUSG00000031665	Sall1	1015	877	427	140
ENSMUSG00000007564	Ppp2r1a	261	206	556	1016
ENSMUSG00000015709	Arnt2	106	67	186	1016
ENSMUSG00000026604	Ptpn14	64	57	335	1016
ENSMUSG00000058587	Tmod3	530	261	1016	656
ENSMUSG00000015189	Casd1	782	1017	916	599
ENSMUSG00000028383	Hsdl2	1017	750	971	613
ENSMUSG00000031285	Dcx	74	112	1017	141
ENSMUSG00000031529	Tnks	921	1017	540	525
ENSMUSG00000040396	Abhd13	859	412	1017	774
ENSMUSG00000074682	Zcchc3	1017	175	668	357
ENSMUSG00000026112	6330578E17Rik	908	840	1019	982
ENSMUSG00000027288	Zfp106	896	830	961	1019
ENSMUSG00000045589	6430704M03Rik	102	1019	16	8
ENSMUSG00000020088	Sar1a	340	187	599	1020
ENSMUSG00000025592	Dach2	478	657	692	1020
ENSMUSG00000030494	Rhpn2	381	51	1020	301
ENSMUSG00000086429	Gt(ROSA)26Sor	1020	647	852	365
ENSMUSG00000018666	Cbx1	450	342	1021	460
ENSMUSG00000038371	Sbf2	476	515	1021	942
ENSMUSG00000061802	Armc4	280	1021	19	4
ENSMUSG00000017057	Il13ra1	245	416	1022	406
ENSMUSG00000018648	Dusp14	318	1022	102	255
ENSMUSG00000020650	Bcap29	323	366	1022	346
ENSMUSG00000061731	Ext1	846	125	1022	798
ENSMUSG00000019256	Ahr	398	345	1023	932
ENSMUSG00000020263	Appl2	1024	802	227	173
ENSMUSG00000018189	Uchl5	1025	384	1017	231
ENSMUSG00000021338	Lrrc16a	425	579	1025	726
ENSMUSG00000042523	Dnalc1	921	1026	339	271
ENSMUSG00000021670	Hmgcr	835	775	1027	434
ENSMUSG00000027349	Fam98b	1027	607	1003	514
ENSMUSG00000042439	Zfp532	565	614	1027	693
ENSMUSG00000014313	Cox6c	305	200	1028	352
ENSMUSG00000020063	Sirt1	968	669	1029	962
ENSMUSG00000032624	Eml4	1029	514	766	513
ENSMUSG00000050288	Fzd2	151	41	1029	253
ENSMUSG00000066037	Hnrnpr	839	1030	995	661
ENSMUSG00000003970	Rpl8	301	175	510	1031
ENSMUSG00000021619	Atg10	365	124	1032	150
ENSMUSG00000021973	Efha1	483	391	1032	937
ENSMUSG00000027198	Ext2	227	222	522	1032
ENSMUSG00000022536	Glyr1	1033	366	481	470
ENSMUSG00000023965	Fbxl17	1033	693	567	451
ENSMUSG00000029050	Ski	271	174	1033	948
ENSMUSG00000021520	Uqcrb	448	1035	589	326
ENSMUSG00000025782	Taf3	1035	260	869	188
ENSMUSG00000015597	Zfp318	1036	658	645	488
ENSMUSG00000048347	Pcdhb18	1036	962	911	240
ENSMUSG00000026003	Acadl	434	59	1037	331
ENSMUSG00000028423	Nfx1	1037	626	732	497
ENSMUSG00000029649	Pomp	792	667	1037	472
ENSMUSG00000024425	Ndfip1	679	406	1038	1038
ENSMUSG00000030213	Atf7ip	1039	703	824	654
ENSMUSG00000043909	Trp53bp1	1040	602	421	388
ENSMUSG00000049281	Scn3b	1041	994	21	0
ENSMUSG00000056216	Cebpg	703	706	1041	503
ENSMUSG00000028647	Mycbp	1042	393	440	194
ENSMUSG00000037493	Cib2	1042	283	40	53
ENSMUSG00000040351	Ankib1	554	359	1042	621
ENSMUSG00000022297	Fzd6	1043	845	689	728
ENSMUSG00000027695	Pld1	1031	1043	225	108
ENSMUSG00000034354	Mtmr3	1043	719	934	524
ENSMUSG00000059588	Calcrl	1043	453	51	30
ENSMUSG00000091971	Hspa1a	1043	1021	508	462
ENSMUSG00000030509	Asb7	1044	885	628	440
ENSMUSG00000054280	C330019G07Rik	994	680	1044	808
ENSMUSG00000025038	Efhc2	469	1045	106	90
ENSMUSG00000050912	Tmem123	523	286	880	1045
ENSMUSG00000060475	Wtap	728	861	1045	414
ENSMUSG00000089911	Hiat1	642	456	1045	644
ENSMUSG00000020130	Tbc1d15	1047	454	912	506
ENSMUSG00000033808	Tmem87a	939	390	1047	477
ENSMUSG00000036169	Sostdc1	6	9	1047	1028
ENSMUSG00000032249	Anp32a	1048	910	948	620
ENSMUSG00000040524	Zfp609	821	430	935	1048
ENSMUSG00000052861	Dnahc6	156	1048	41	20
ENSMUSG00000055737	Ghr	261	351	1049	695
ENSMUSG00000019878	Hsf2	1050	768	503	227
ENSMUSG00000028560	Usp1	1050	834	941	485
ENSMUSG00000030659	Nucb2	804	371	1050	512
ENSMUSG00000055865	Fam19a3	1050	124	15	1
ENSMUSG00000026491	Ahctf1	1052	527	1037	830
ENSMUSG00000032294	Pkm	194	264	271	1052
ENSMUSG00000036792	Mbd5	1052	627	643	566
ENSMUSG00000039117	Taf4a	1052	740	835	347
ENSMUSG00000020653	Klf11	522	269	1053	685
ENSMUSG00000075415	Fnbp1	333	189	352	1053
ENSMUSG00000015341	Golga7	438	406	1054	754
ENSMUSG00000036257	Pnpla8	640	465	1054	582
ENSMUSG00000070509	Rgma	85	70	1054	521
ENSMUSG00000027708	Dcun1d1	1056	995	884	471
ENSMUSG00000071550	Wdr52	650	1057	38	19
ENSMUSG00000019892	Lrriq1	406	1058	148	31
ENSMUSG00000021763	BC067074	315	247	614	1058
ENSMUSG00000028221	Tmem55a	375	360	1058	540
ENSMUSG00000028514	Usp24	1058	440	930	924
ENSMUSG00000036305	Rpl39-ps	18	254	80	1058
ENSMUSG00000037822	1110003E01Rik	321	268	1058	895
ENSMUSG00000049327	Setd8	1058	408	490	351
ENSMUSG00000027698	Nceh1	1060	687	393	171
ENSMUSG00000030357	Fkbp4	819	626	900	1060
ENSMUSG00000031353	Rbbp7	314	360	677	1060
ENSMUSG00000036902	Neto2	1060	196	467	373
ENSMUSG00000057147	Atpbd4	1060	627	326	429
ENSMUSG00000090687	na	1060	279	126	79
ENSMUSG00000018042	Cyb5r3	291	146	646	1061
ENSMUSG00000020611	Gna13	664	524	1062	840
ENSMUSG00000029103	Lrpap1	139	100	314	1062
ENSMUSG00000050565	Tor1aip2	530	241	1062	560
ENSMUSG00000006219	Fblim1	160	107	502	1063
ENSMUSG00000016541	Atxn10	1048	960	1063	1033
ENSMUSG00000027091	Zc3h15	1063	747	1004	369
ENSMUSG00000009079	Ewsr1	1064	822	685	770
ENSMUSG00000025162	Csnk1d	367	309	737	1064
ENSMUSG00000035152	Ap2b1	480	565	733	1064
ENSMUSG00000058093	AA987161	542	465	1065	201
ENSMUSG00000004880	Lbr	1066	454	488	216
ENSMUSG00000041238	Rbbp8	661	415	1066	677
ENSMUSG00000050567	Maml1	302	110	1066	544
ENSMUSG00000037211	Spry1	349	266	1067	563
ENSMUSG00000081344	Gm14303	79	256	469	1067
ENSMUSG00000006494	Pdk1	1068	504	946	414
ENSMUSG00000021764	Ndufs4	755	599	1068	352
ENSMUSG00000021540	Smad5	565	684	1070	822
ENSMUSG00000038903	Ccdc68	559	1070	107	57
ENSMUSG00000024277	Mapre2	401	687	1071	756
ENSMUSG00000032925	Itgbl1	81	42	996	1071
ENSMUSG00000078652	Psme3	1071	494	609	526
ENSMUSG00000019804	Snx3	980	593	1072	331
ENSMUSG00000045667	Smtnl2	361	443	1073	802
ENSMUSG00000042508	Dmtf1	1008	454	1074	352
ENSMUSG00000015247	Nipsnap3b	839	544	1075	363
ENSMUSG00000072941	Sod3	18	5	38	1075
ENSMUSG00000016487	Ppfibp1	367	189	804	1076
ENSMUSG00000050332	Fam123b	537	452	1076	473
ENSMUSG00000045284	Dcaf12l1	472	281	1077	202
ENSMUSG00000040731	Eif4h	1080	972	736	958
ENSMUSG00000049532	Sall2	699	888	1081	618
ENSMUSG00000027282	Mtch2	527	322	1084	328
ENSMUSG00000062098	Btbd3	515	272	1084	593
ENSMUSG00000025812	Pard3	884	392	1085	656
ENSMUSG00000026464	Zc3h11a	624	425	448	1085
ENSMUSG00000029505	Ep400	1085	453	948	852
ENSMUSG00000034485	Uaca	1085	912	219	365
ENSMUSG00000022377	Asap1	701	493	1086	421
ENSMUSG00000037470	Uggt1	1086	692	869	820
ENSMUSG00000079470	Utp14b	1086	571	648	399
ENSMUSG00000029246	Ppat	1088	325	534	152
ENSMUSG00000078515	Ddi2	1088	834	945	737
ENSMUSG00000079252	Tor1aip2	433	509	1088	568
ENSMUSG00000028126	Pip5k1a	933	213	1089	172
ENSMUSG00000034708	Grn	113	64	324	1090
ENSMUSG00000038633	Degs1	292	203	1090	573
ENSMUSG00000063804	Lin28b	1090	66	228	4
ENSMUSG00000021268	Meg3	61	188	547	1092
ENSMUSG00000037533	Rapgef6	860	694	1092	699
ENSMUSG00000049804	Armcx4	1092	336	1092	871
ENSMUSG00000027130	Slc12a6	1094	484	816	438
ENSMUSG00000022897	Dyrk1a	1052	850	1095	903
ENSMUSG00000038615	Nfe2l1	525	229	631	1095
ENSMUSG00000031902	Nfatc3	1038	693	905	1097
ENSMUSG00000060992	Copz1	406	244	592	1097
ENSMUSG00000004096	Cwc15	882	564	1098	492
ENSMUSG00000035437	Rabgap1	930	667	1066	1098
ENSMUSG00000026924	Sec16a	318	228	429	1099
ENSMUSG00000091018	na	48	43	141	1099
ENSMUSG00000031221	Igbp1	947	695	1100	443
ENSMUSG00000038375	Trp53inp2	418	419	1100	956
ENSMUSG00000042282	Gucy2f	17	14	1100	748
ENSMUSG00000021366	Hivep1	1101	794	894	804
ENSMUSG00000021556	Golm1	1101	417	84	212
ENSMUSG00000036241	Ube2r2	783	327	1101	937
ENSMUSG00000051391	Ywhag	639	422	656	1101
ENSMUSG00000076432	Ywhaq	1101	940	750	755
ENSMUSG00000032536	Trak1	308	955	735	1102
ENSMUSG00000034042	Gpbp1l1	837	587	1102	819
ENSMUSG00000044864	Ankrd50	1102	551	816	406
ENSMUSG00000020883	Fbxl20	1104	583	643	731
ENSMUSG00000026223	Itm2c	102	83	222	1104
ENSMUSG00000032757	Bet1	714	733	1107	308
ENSMUSG00000040209	Zfp704	103	405	1107	555
ENSMUSG00000068011	2510049J12Rik	1108	387	18	6
ENSMUSG00000069495	Epc2	1108	670	867	549
ENSMUSG00000020386	Sar1b	861	670	1110	756
ENSMUSG00000024012	Mtch1	78	42	393	1110
ENSMUSG00000034868	Myl12b	286	313	287	1111
ENSMUSG00000075273	Ttc30b	545	1111	828	139
ENSMUSG00000020000	Moxd1	896	7	1112	37
ENSMUSG00000021846	Peli2	725	534	1113	660
ENSMUSG00000090613	na	863	346	1113	387
ENSMUSG00000007039	Ddah2	240	110	1114	422
ENSMUSG00000033417	2700078E11Rik	815	482	1114	694
ENSMUSG00000034248	Slc25a37	1114	724	474	317
ENSMUSG00000030876	Mettl9	544	322	1115	640
ENSMUSG00000031112	2610018G03Rik	246	84	1115	214
ENSMUSG00000021638	Ocln	363	239	1116	1083
ENSMUSG00000054766	Set	561	1117	747	647
ENSMUSG00000068798	Rap1a	608	564	1117	550
ENSMUSG00000024188	Luc7l	1118	534	555	324
ENSMUSG00000027605	Acss2	1118	1000	64	74
ENSMUSG00000031951	Tmem231	1119	685	379	148
ENSMUSG00000051185	Fam174a	477	379	1119	242
ENSMUSG00000090150	Acad11	1119	335	587	250
ENSMUSG00000020646	Mboat2	607	165	1120	473
ENSMUSG00000025240	Sacm1l	1120	436	640	422
ENSMUSG00000029152	Ociad1	1120	418	768	503
ENSMUSG00000056268	Dennd1b	519	503	1120	538
ENSMUSG00000024042	Sik1	94	72	242	1121
ENSMUSG00000058145	Adamts17	91	111	723	1121
ENSMUSG00000072949	Acot1	123	31	1121	460
ENSMUSG00000032437	Stt3b	570	268	1123	1072
ENSMUSG00000052428	Tmco1	394	426	1124	702
ENSMUSG00000051098	Mblac2	1126	132	214	143
ENSMUSG00000030421	C80913	1079	691	1127	655
ENSMUSG00000028333	Anp32b	635	360	1128	1088
ENSMUSG00000019779	Frk	65	22	1129	391
ENSMUSG00000034024	Cct2	1078	955	1112	1129
ENSMUSG00000015879	Fam184b	50	27	1130	223
ENSMUSG00000022774	Ncbp2	587	295	1130	564
ENSMUSG00000033623	Pcgf3	1132	811	1009	623
ENSMUSG00000035356	Nfkbiz	635	1002	1132	866
ENSMUSG00000027220	Syt13	825	1133	39	27
ENSMUSG00000028483	Snapc3	1133	596	510	221
ENSMUSG00000048040	Arxes2	1134	1107	1039	271
ENSMUSG00000022982	Sod1	317	220	1135	933
ENSMUSG00000027009	Itga4	11	271	1135	119
ENSMUSG00000024943	Smc5	1136	521	704	254
ENSMUSG00000031245	Hmgn5	537	315	1136	356
ENSMUSG00000004040	Stat3	314	567	234	1137
ENSMUSG00000021277	Traf3	1137	655	585	590
ENSMUSG00000024287	Thoc1	1138	490	410	176
ENSMUSG00000025968	Ndufs1	1139	667	353	228
ENSMUSG00000031386	Hcfc1	715	593	590	1139
ENSMUSG00000021000	Ctage5	901	486	1140	584
ENSMUSG00000024002	Brd4	799	319	1140	1076
ENSMUSG00000031660	Brd7	1140	632	639	330
ENSMUSG00000022336	Eif3e	496	732	1141	1127
ENSMUSG00000073700	Klhl21	126	146	412	1141
ENSMUSG00000020576	Nbas	1142	866	394	353
ENSMUSG00000040363	Bcor	941	825	1142	640
ENSMUSG00000057230	Aak1	1142	813	220	241
ENSMUSG00000021760	Gpx8	269	244	1143	495
ENSMUSG00000024146	Cript	682	599	1143	791
ENSMUSG00000028031	Dkk2	21	97	1143	142
ENSMUSG00000032068	1600029D21Rik	673	24	1143	213
ENSMUSG00000042590	Ipo11	1143	599	1088	478
ENSMUSG00000022114	Spry2	792	483	1144	918
ENSMUSG00000029208	Guf1	1144	525	621	324
ENSMUSG00000029822	Osbpl3	1058	1144	161	97
ENSMUSG00000030695	Aldoa	258	245	281	1144
ENSMUSG00000083621	Gm14586	20	251	112	1144
ENSMUSG00000025321	Itgb8	349	223	1145	767
ENSMUSG00000042208	0610010F05Rik	1110	1146	722	366
ENSMUSG00000046447	Camk2n1	1147	998	951	320
ENSMUSG00000054808	Actn4	251	256	528	1147
ENSMUSG00000000605	Clcn4-2	1148	551	582	287
ENSMUSG00000030246	Ldhb	218	275	389	1148
ENSMUSG00000037652	Phc3	1148	868	1113	1055
ENSMUSG00000046798	Cldn12	674	1148	868	430
ENSMUSG00000057894	Zfp329	1149	418	579	382
ENSMUSG00000024533	Spire1	1151	399	404	284
ENSMUSG00000069913	Anp32-ps	1152	547	706	227
ENSMUSG00000021929	Kpna3	1030	756	1154	563
ENSMUSG00000027900	Dram2	1154	694	658	369
ENSMUSG00000059820	AU019823	1154	829	1061	265
ENSMUSG00000052825	Gm9892	560	1155	874	424
ENSMUSG00000003660	Snrnp200	901	708	819	1157
ENSMUSG00000024513	Mbd2	1157	744	1049	587
ENSMUSG00000047146	Tet1	870	1058	1158	1138
ENSMUSG00000046387	Pcdhb17	360	377	1160	312
ENSMUSG00000043411	Usp48	1161	624	476	546
ENSMUSG00000079355	Ccrl1	1161	255	721	85
ENSMUSG00000000420	Galnt1	748	486	1162	846
ENSMUSG00000020546	Stxbp4	1162	621	476	552
ENSMUSG00000027176	Cstf3	1164	745	871	356
ENSMUSG00000027363	Usp8	1164	595	559	426
ENSMUSG00000034484	Snx2	723	552	1164	501
ENSMUSG00000062960	Kdr	6	4	30	1164
ENSMUSG00000040969	D630013G24Rik	160	207	1165	633
ENSMUSG00000024603	Dctn4	768	622	1166	1052
ENSMUSG00000032878	Ccdc85a	301	759	1166	90
ENSMUSG00000048756	Foxo3	555	409	1036	1166
ENSMUSG00000027463	Slc52a3	1169	695	22	99
ENSMUSG00000021775	Nr1d2	747	683	1129	1171
ENSMUSG00000014496	Ankrd28	751	845	1172	722
ENSMUSG00000020321	Mdh1	1092	478	1172	1018
ENSMUSG00000029048	Rer1	807	697	1172	461
ENSMUSG00000037395	Rcor3	1172	276	1138	376
ENSMUSG00000031590	Frg1	905	236	1173	176
ENSMUSG00000032580	Rbm5	1173	725	787	922
ENSMUSG00000036093	Arl5a	1173	1000	758	528
ENSMUSG00000032006	Pdgfd	264	129	1175	687
ENSMUSG00000033543	Gtf2a2	1005	484	1175	354
ENSMUSG00000030172	Erc1	1176	398	558	757
ENSMUSG00000033350	Chst2	1176	423	953	604
ENSMUSG00000046743	Fat4	113	60	1176	442
ENSMUSG00000049106	Dcaf5	828	347	1176	550
ENSMUSG00000037013	Ss18	797	1177	1014	502
ENSMUSG00000022744	Cldn25	568	305	1178	760
ENSMUSG00000026827	Gpd2	212	249	1179	920
ENSMUSG00000020516	Rps6kb1	1179	809	1180	585
ENSMUSG00000029407	Uso1	594	374	1180	872
ENSMUSG00000020061	Mybpc1	54	222	24	1181
ENSMUSG00000052928	Ctif	1181	735	355	487
ENSMUSG00000019796	Lrp11	1182	786	82	20
ENSMUSG00000033149	Phldb2	76	60	1182	486
ENSMUSG00000049878	Rlf	1182	876	891	638
ENSMUSG00000032036	Kirrel3	121	30	786	1183
ENSMUSG00000082743	Gm12988	1183	671	1167	364
ENSMUSG00000083261	Gm7816	3	1183	1	738
ENSMUSG00000001127	Araf	1184	623	1118	665
ENSMUSG00000079509	Zfx	1150	847	1184	811
ENSMUSG00000005362	Crbn	1048	1185	825	275
ENSMUSG00000015671	Psma2	791	756	1186	477
ENSMUSG00000066842	Hmcn1	271	222	1186	775
ENSMUSG00000028578	5830433M19Rik	860	494	1187	229
ENSMUSG00000068966	Zbtb34	589	574	1187	576
ENSMUSG00000024500	Ppp2r2b	268	345	490	1188
ENSMUSG00000017493	Igfbp4	18	76	116	1189
ENSMUSG00000029701	Rbm28	1040	1189	378	240
ENSMUSG00000031939	Taf1d	1189	427	1058	294
ENSMUSG00000040123	Zmym5	1189	765	829	750
ENSMUSG00000046699	Slitrk4	157	8	1190	150
ENSMUSG00000091793	na	69	164	705	1190
ENSMUSG00000033392	Clasp2	1191	633	673	384
ENSMUSG00000048970	C1galt1c1	350	350	1191	606
ENSMUSG00000031029	Eif3f	568	337	725	1193
ENSMUSG00000038535	Zfp280d	1193	747	910	510
ENSMUSG00000043940	Wdfy3	955	536	729	1193
ENSMUSG00000024076	Vit	9	28	15	1196
ENSMUSG00000063801	Ap3s2	1196	601	901	604
ENSMUSG00000085939	Cd63-ps	187	165	762	1196
ENSMUSG00000020097	Sgpl1	812	425	1198	893
ENSMUSG00000041702	Btbd7	1198	579	661	525
ENSMUSG00000035126	Wdr78	1192	1199	185	59
ENSMUSG00000049382	Krt8	18	43	106	1199
ENSMUSG00000056260	4933421E11Rik	1144	618	1199	257
ENSMUSG00000079111	Kdelr2	193	365	814	1200
ENSMUSG00000085334	Gm12940	1201	539	486	229
ENSMUSG00000024483	Ankhd1	1202	794	1054	1062
ENSMUSG00000035614	Fam179b	1202	861	648	510
ENSMUSG00000041781	Cpsf2	1203	682	971	562
ENSMUSG00000026970	Rbms1	161	78	1204	471
ENSMUSG00000020042	Btbd11	1205	750	230	166
ENSMUSG00000005161	Prdx2	1014	653	1206	1069
ENSMUSG00000021597	Ankrd32	994	834	1206	112
ENSMUSG00000027201	Myef2	1206	537	455	247
ENSMUSG00000034390	4933407C03Rik	987	217	1206	749
ENSMUSG00000028184	Lphn2	277	464	1012	1207
ENSMUSG00000004798	Ulk2	1208	1163	548	346
ENSMUSG00000013584	Aldh1a2	25	5	122	1208
ENSMUSG00000018581	Dnahc11	112	1208	27	416
ENSMUSG00000027750	Postn	13	2	1208	406
ENSMUSG00000032393	Dpp8	1209	698	1068	946
ENSMUSG00000004085	B230120H23Rik	282	562	1125	1210
ENSMUSG00000007670	Khsrp	868	649	1210	746
ENSMUSG00000026158	Ogfrl1	366	214	1210	637
ENSMUSG00000025037	Maoa	98	49	1212	319
ENSMUSG00000039115	Itga9	59	53	1212	242
ENSMUSG00000066113	Adamtsl1	286	411	547	1212
ENSMUSG00000000594	Gm2a	59	137	494	1213
ENSMUSG00000054823	Whsc1l1	1148	639	1213	801
ENSMUSG00000020220	Vps13d	1214	628	491	816
ENSMUSG00000092035	Peg10	1217	578	1048	515
ENSMUSG00000021244	Ylpm1	1218	759	897	822
ENSMUSG00000020721	Helz	950	725	1220	713
ENSMUSG00000034667	Xpot	1220	910	1056	530
ENSMUSG00000042507	C130039O16Rik	219	209	704	1221
ENSMUSG00000043424	Gm9781	808	320	1221	194
ENSMUSG00000066232	Ipo7	1164	782	1223	661
ENSMUSG00000025132	Arhgdia	197	142	572	1225
ENSMUSG00000027739	Rab33b	456	324	1225	579
ENSMUSG00000027784	Ppm1l	466	522	1225	1013
ENSMUSG00000029647	Pan3	1138	487	1225	547
ENSMUSG00000027803	Wwtr1	187	159	1026	1227
ENSMUSG00000032238	Rora	1098	477	1227	549
ENSMUSG00000037434	Slc30a1	1031	619	1227	712
ENSMUSG00000026014	Raph1	1228	1049	539	179
ENSMUSG00000021703	Serinc5	1067	1229	943	947
ENSMUSG00000035275	Raver2	1229	534	181	113
ENSMUSG00000038546	Ranbp9	903	849	1229	933
ENSMUSG00000039904	Gpr37	204	1230	138	175
ENSMUSG00000039770	Ypel5	1081	776	1173	1231
ENSMUSG00000045817	Zfp36l2	42	113	437	1232
ENSMUSG00000018209	Stk4	1233	818	662	641
ENSMUSG00000032827	Ppp1r9a	903	683	1032	1233
ENSMUSG00000078161	BC007180	1233	880	40	22
ENSMUSG00000028060	2810403A07Rik	1234	488	761	629
ENSMUSG00000063410	Stk24	1234	442	1052	641
ENSMUSG00000021831	Ero1l	546	532	1235	572
ENSMUSG00000027957	Slc35a3	1235	1107	1188	1019
ENSMUSG00000033671	Cep350	1162	943	1235	909
ENSMUSG00000036391	Sec24a	996	618	1235	802
ENSMUSG00000028517	Ppap2b	1236	386	607	325
ENSMUSG00000021794	Glud1	1237	829	1130	1040
ENSMUSG00000025871	4833439L19Rik	1238	866	1069	1010
ENSMUSG00000032373	Car12	99	279	1238	898
ENSMUSG00000044080	S100a1	347	734	214	1238
ENSMUSG00000067786	Nnat	262	93	249	1238
ENSMUSG00000028759	Hp1bp3	915	557	1151	1239
ENSMUSG00000042506	Usp22	297	223	924	1239
ENSMUSG00000073725	Lmbrd1	1239	763	838	492
ENSMUSG00000003458	Ncstn	220	158	602	1240
ENSMUSG00000019960	Dusp6	576	721	1129	1240
ENSMUSG00000034621	Gpatch8	1139	545	1240	834
ENSMUSG00000026889	Rbm18	1241	1090	1216	470
ENSMUSG00000047804	Akap10	872	844	1241	189
ENSMUSG00000004698	Hdac9	1243	654	514	62
ENSMUSG00000031561	Odz3	403	394	787	1243
ENSMUSG00000046230	Vps13a	1205	734	1244	654
ENSMUSG00000028757	Ddost	341	123	846	1245
ENSMUSG00000084877	na	1245	223	1072	164
ENSMUSG00000014226	Cacybp	1250	872	813	380
ENSMUSG00000027004	Frzb	65	123	1252	351
ENSMUSG00000005881	Ergic3	446	213	549	1253
ENSMUSG00000026499	Acbd3	1254	836	1184	716
ENSMUSG00000031347	Cetn2	896	1254	276	172
ENSMUSG00000023852	Chd1	1256	755	915	890
ENSMUSG00000046032	Snx12	547	349	1256	737
ENSMUSG00000050199	Lgr4	1041	1136	1256	763
ENSMUSG00000024598	Fbn2	847	198	1257	902
ENSMUSG00000037306	Man1c1	16	2	1257	150
ENSMUSG00000041133	Smc1a	1257	706	1160	677
ENSMUSG00000025997	Ikzf2	312	198	1258	643
ENSMUSG00000028381	Ugcg	982	1086	1258	524
ENSMUSG00000021140	Pcnx	1259	562	540	752
ENSMUSG00000037640	Zfp60	1259	853	899	347
ENSMUSG00000037894	H2afz	1249	1259	479	210
ENSMUSG00000020132	Rab21	839	382	1260	655
ENSMUSG00000020134	Peli1	1261	658	1138	729
ENSMUSG00000031201	Brcc3	1261	689	973	342
ENSMUSG00000036053	Fmnl2	176	394	1201	1261
ENSMUSG00000038628	Polr3k	734	311	1261	434
ENSMUSG00000014353	Tmem87b	1196	659	1262	565
ENSMUSG00000038602	Slc35f1	148	238	1262	493
ENSMUSG00000023883	Phf10	1264	471	859	472
ENSMUSG00000021621	Zcchc9	729	600	1265	444
ENSMUSG00000030967	Zranb1	1267	813	935	1030
ENSMUSG00000029787	Avl9	1194	636	1268	872
ENSMUSG00000031392	Irak1	722	522	1268	518
ENSMUSG00000039410	Prdm16	57	15	1268	108
ENSMUSG00000040818	Fam116a	1027	412	1268	631
ENSMUSG00000020801	Med31	1269	614	264	101
ENSMUSG00000021360	Gcnt2	1269	152	310	130
ENSMUSG00000031167	Rbm3	1269	1043	966	282
ENSMUSG00000044167	Foxo1	192	169	844	1269
ENSMUSG00000005034	Prkacb	791	336	1270	821
ENSMUSG00000031075	Ano1	1019	72	1271	83
ENSMUSG00000019647	Sema6a	673	340	1273	334
ENSMUSG00000021036	Sptlc2	709	377	893	1273
ENSMUSG00000029686	Cul1	1273	1072	1102	822
ENSMUSG00000027304	Rtf1	723	256	1275	569
ENSMUSG00000032913	Lrig2	1275	789	829	662
ENSMUSG00000034480	Diap2	96	79	1275	561
ENSMUSG00000039157	Fam102a	113	160	398	1275
ENSMUSG00000024081	Cebpz	1277	659	1228	322
ENSMUSG00000037730	Mynn	1155	617	1278	786
ENSMUSG00000042302	Ehbp1	870	1278	530	369
ENSMUSG00000029076	Sdf4	394	214	770	1279
ENSMUSG00000051022	Hs3st1	52	57	1279	94
ENSMUSG00000022601	Rpl24	1281	929	829	506
ENSMUSG00000036333	Kidins220	1282	630	989	1086
ENSMUSG00000027367	Stard7	1035	537	1283	425
ENSMUSG00000035877	Zhx3	767	605	1067	1284
ENSMUSG00000050192	Eif5a2	166	140	713	1284
ENSMUSG00000024587	Nars	1112	1247	1285	650
ENSMUSG00000027963	Extl2	1285	502	557	251
ENSMUSG00000041633	Kctd12b	325	100	1286	209
ENSMUSG00000048154	Mll2	1058	485	755	1286
ENSMUSG00000024330	Col11a2	169	69	974	1288
ENSMUSG00000004207	Psap	465	381	618	1292
ENSMUSG00000001472	Tcf25	809	517	1293	1202
ENSMUSG00000036112	Metap2	1293	799	1118	905
ENSMUSG00000038366	Lasp1	916	1294	620	795
ENSMUSG00000032279	Idh3a	1297	825	519	182
ENSMUSG00000040520	Manea	438	382	1297	689
ENSMUSG00000026566	Mpzl1	150	445	905	1299
ENSMUSG00000032314	Etfa	640	483	1299	547
ENSMUSG00000039298	Cdk5rap2	1300	328	436	589
