id	AA147-1	AA147-2	AA147-3	Day1-1	Day1-2	Day1-3	pval	qval
ENSG00000128422	2057.0	1806.0	1659.0	3.0	4.0	5.0	0.0	0.0
ENSG00000088305	184.0	163.0	176.0	24039.0	24288.0	24693.0	0.0	0.0
ENSG00000075223	4654.0	5182.0	5251.0	36.0	28.0	22.0	0.0	0.0
ENSG00000167244	29992.0	25092.0	30947.0	67.0	46.0	41.0	0.0	0.0
ENSG00000106366	19439.0	26823.0	22477.0	67.0	68.0	53.0	0.0	0.0
ENSG00000106278	4.0	4.0	7.0	3300.0	2917.0	2848.0	0.0	0.0
ENSG00000115461	3078.0	2521.0	2912.0	91.0	88.0	69.0	0.0	0.0
ENSG00000175315	1551.0	1720.0	1796.0	9.0	6.0	9.0	0.0	0.0
ENSG00000170421	18971.0	19021.0	21422.0	1537.0	1524.0	1527.0	0.0	0.0
ENSG00000135480	12121.0	11484.0	10987.0	87.0	77.0	73.0	0.0	0.0
ENSG00000115414	177052.0	178697.0	170272.0	645.0	481.0	383.0	0.0	0.0
ENSG00000107796	5586.0	6076.0	6741.0	60.0	46.0	40.0	0.0	0.0
ENSG00000184347	2571.0	2695.0	3055.0	26.0	17.0	3.0	0.0	0.0
ENSG00000100311	1036.0	983.0	1073.0	13.0	20.0	13.0	0.0	0.0
ENSG00000125266	7339.0	6888.0	8479.0	265.0	273.0	249.0	0.0	0.0
ENSG00000120937	1029.0	1010.0	1053.0	1.0	6.0	3.0	0.0	0.0
ENSG00000122642	1953.0	1899.0	1995.0	99.0	75.0	82.0	0.0	0.0
ENSG00000146648	1893.0	1935.0	1881.0	64.0	45.0	47.0	0.0	0.0
ENSG00000156925	6.0	2.0	0.05	4578.0	3666.0	4236.0	0.0	0.0
ENSG00000168386	1917.0	2036.0	2284.0	8.0	0.05	6.0	0.0	0.0
ENSG00000171617	7452.0	6173.0	7666.0	57.0	54.0	56.0	0.0	0.0
ENSG00000149218	2343.0	2218.0	2404.0	66.0	67.0	56.0	0.0	0.0
ENSG00000136014	9.0	4.0	4.0	3221.0	3011.0	2991.0	0.0	0.0
ENSG00000158258	1807.0	1809.0	1937.0	37.0	32.0	24.0	0.0	0.0
ENSG00000145246	2814.0	2841.0	3004.0	93.0	92.0	93.0	0.0	0.0
ENSG00000139926	4742.0	4836.0	4700.0	166.0	129.0	137.0	0.0	0.0
ENSG00000187498	88280.0	89082.0	90832.0	1365.0	1364.0	1389.0	0.0	0.0
ENSG00000164733	9636.0	9325.0	11215.0	713.0	736.0	755.0	0.0	0.0
ENSG00000156466	2919.0	2975.0	3872.0	7.0	0.05	2.0	0.0	0.0
ENSG00000115596	1529.0	1383.0	1682.0	1.0	0.05	0.05	0.0	0.0
ENSG00000137573	3034.0	2650.0	3454.0	12.0	9.0	19.0	0.0	0.0
ENSG00000107485	1054.0	1034.0	1105.0	5.0	3.0	1.0	0.0	0.0
ENSG00000159216	1080.597	926.812	1065.57	5.0	8.667	7.667000000000001	0.0	0.0
ENSG00000164292	6586.0	7229.0	7568.0	143.0	97.0	95.0	0.0	0.0
ENSG00000197956	2168.0	2191.0	2254.0	58.0	63.0	58.0	0.0	0.0
ENSG00000163191	4948.0	4978.0	5177.0	299.0	310.0	327.0	0.0	0.0
ENSG00000087253	2381.0	2773.0	2717.0	31.0	14.0	14.0	0.0	0.0
ENSG00000158710	6757.0	7085.0	7550.0	591.0	619.0	549.0	0.0	0.0
ENSG00000111859	1198.0	1273.0	1413.0	17.0	18.0	12.0	0.0	0.0
ENSG00000133980	0.05	0.05	0.05	2284.0	1987.0	2284.0	0.0	0.0
ENSG00000197324	2488.0	2401.0	2594.0	121.0	119.0	132.0	0.0	0.0
ENSG00000168615	5724.0	6074.0	5893.0	322.0	344.0	316.0	0.0	0.0
ENSG00000184292	3842.0	4241.0	4607.0	15.0	4.0	2.0	0.0	0.0
ENSG00000050165	4838.0	5454.0	5163.0	172.0	141.0	145.0	0.0	0.0
ENSG00000185551	3150.0	2983.0	3195.0	5.0	2.0	2.0	0.0	0.0
ENSG00000113140	33214.0	31260.0	30645.0	1175.0	1019.0	937.0	0.0	0.0
ENSG00000204262	22661.0	18370.0	23571.0	162.0	205.0	175.0	0.0	0.0
ENSG00000019549	1873.0	1862.0	1882.0	1.0	2.0	4.0	0.0	0.0
ENSG00000134871	69210.0	68239.0	71953.0	1446.0	1222.0	1392.0	0.0	0.0
ENSG00000176907	3519.0	4313.0	4346.0	7.0	0.05	0.05	0.0	0.0
ENSG00000167123	1876.0	1924.0	2254.0	16.0	20.0	23.0	0.0	0.0
ENSG00000181449	2.0	8.0	3.0	6944.0	7296.0	7306.0	0.0	0.0
ENSG00000197614	2370.0	2814.0	2654.0	1.0	1.0	1.0	0.0	0.0
ENSG00000138448	19944.0	19936.0	20448.0	911.0	772.0	752.0	0.0	0.0
ENSG00000138434	10426.0	10532.0	10433.0	111.0	102.0	88.0	0.0	0.0
ENSG00000142910	4650.0	4558.0	4895.0	41.0	50.0	36.0	0.0	0.0
ENSG00000087245	16327.0	15864.0	16541.0	280.0	316.0	274.0	0.0	0.0
ENSG00000092969	8455.0	7953.0	7486.0	20.0	3.0	5.0	0.0	0.0
ENSG00000157227	16047.0	16016.0	15979.0	474.0	369.0	421.0	0.0	0.0
ENSG00000147883	4321.0	4815.0	4445.0	8.0	4.0	4.0	0.0	0.0
ENSG00000164125	3568.0	3493.0	4136.0	4.0	2.0	1.0	0.0	0.0
ENSG00000137962	3982.0	4279.0	5286.0	95.0	93.0	94.0	0.0	0.0
ENSG00000147601	234.0	219.0	241.0	6318.0	6025.0	6774.0	5.1872585e-317	1.839994678e-314
ENSG00000075426	1911.0	1763.0	2165.0	72.0	54.0	59.0	2.9317503595e-314	1.0236847700634e-311
ENSG00000063180	10.0	8.0	11.0	1644.0	1477.0	1468.0	3.4026502203e-314	1.16983114573e-311
ENSG00000148677	7392.0	10063.0	9837.0	11.0	1.0	0.05	1.3617950021777e-311	4.610914077828033e-309
ENSG00000111799	16213.0	20542.0	24597.0	103.0	115.0	107.0	6.707490875349e-311	2.237198486439227e-308
ENSG00000100234	12328.0	16315.0	12844.0	40.0	55.0	46.0	1.4557167258963e-310	4.783956128471238e-308
ENSG00000146072	5139.0	4898.0	5036.0	639.0	625.0	618.0	9.334294001467187e-307	3.0230937398664815e-304
ENSG00000070404	2577.0	2360.0	2891.0	96.0	101.0	71.0	8.868865673207809e-303	2.83132201713107e-300
ENSG00000112414	3844.0	4626.0	4211.0	36.0	57.0	54.0	2.612593749537077e-301	8.22304683393029e-299
ENSG00000134107	2119.0	1903.0	2165.0	49.0	67.0	77.0	2.1748234310605862e-298	6.750108224154295e-296
ENSG00000166147	8525.0	11360.0	10160.0	126.0	103.0	103.0	4.72727744390315e-298	1.4471297128616947e-295
ENSG00000095739	3072.0	3172.0	3911.0	129.0	121.0	108.0	1.0938770422012994e-297	3.3033608462260053e-295
ENSG00000145147	1265.0	1322.0	1498.0	45.0	44.0	41.0	1.1742753706711521e-293	3.4988708944517645e-291
ENSG00000150093	31403.0	32460.0	30596.0	2973.0	3040.0	2876.0	3.5988906920466866e-292	1.058215924936412e-289
ENSG00000105971	2389.0	2779.0	2442.0	29.0	45.0	35.0	1.49044304027031e-290	4.325575405314366e-288
ENSG00000140859	1059.0	955.0	1136.0	11.0	20.0	23.0	7.702484230839868e-289	2.206761732135622e-286
ENSG00000159251	18787.0	19378.0	22103.0	189.0	288.0	215.0	1.1888645522093039e-288	3.3629817909140905e-286
ENSG00000171992	1469.0	1436.0	1364.0	39.0	30.0	20.0	2.3309554383620185e-282	6.500471777793289e-280
ENSG00000174099	982.0	1072.0	1159.0	23.0	19.0	16.0	2.3561919452331694e-282	6.500471777793289e-280
ENSG00000149591	15410.0	16397.0	17714.0	728.0	900.0	732.0	3.750522205634285e-282	1.0221087771866995e-279
ENSG00000136110	2.0	0.05	1.0	1156.0	1077.0	1212.0	6.65286967721355e-282	1.7912250442974845e-279
ENSG00000162909	10186.0	11878.0	12691.0	708.0	715.0	646.0	3.9739684746881866e-280	1.0572175417125821e-277
ENSG00000132854	2099.0	2377.0	3004.0	9.0	3.0	1.0	2.573539026468021e-277	6.765985485233043e-275
ENSG00000113356	20.0	23.0	30.0	1502.0	1501.0	1569.0	3.973311175523825e-277	1.0324602888305919e-274
ENSG00000137507	1030.0	960.0	914.0	12.0	7.0	13.0	9.014846132897853e-277	2.3155720291019346e-274
ENSG00000149596	1073.0	1220.0	1397.0	8.0	4.0	2.0	7.166526007819027e-276	1.8198904170083159e-273
ENSG00000148200	51.0	32.0	40.0	2220.0	2094.0	2325.0	1.2838375531046717e-274	3.223586269576416e-272
ENSG00000165821	172.0	160.0	164.0	3034.0	2912.0	2909.0	2.4725838953928197e-274	6.139425812260371e-272
ENSG00000165102	2122.667	2011.0	2049.5	196.833	193.667	201.0	1.12208709254692e-273	2.755525302983079e-271
ENSG00000185585	2571.0	2241.0	2735.0	156.0	119.0	139.0	1.6318535784120968e-273	3.9638078170407743e-271
ENSG00000169594	668.0	629.0	743.0	9.0	10.0	10.0	2.5673099114978665e-272	6.168997267983099e-270
ENSG00000133466	1221.0	1139.0	1149.0	52.0	37.0	43.0	5.91784328354607e-272	1.40687280699366e-269
ENSG00000162551	18.0	12.0	6.0	2691.0	2119.0	2438.0	5.091678220981694e-271	1.1977235074134517e-268
ENSG00000103196	2847.0	3063.0	4013.0	34.0	44.0	35.0	6.342826251915269e-267	1.4764910234536512e-264
ENSG00000145431	2085.0	1654.0	2158.0	46.0	38.0	53.0	1.3951328090683507e-265	3.214127101469117e-263
ENSG00000204531	4.0	2.0	4.0	3605.0	4949.0	4741.0	3.048775876082299e-265	6.952142296205218e-263
ENSG00000132561	2273.0	2215.0	2485.0	199.0	164.0	203.0	1.6454761780845965e-261	3.714288500167321e-259
ENSG00000106631	1106.0	1418.0	1325.0	3.0	3.0	1.0	1.862093057055673e-259	4.161219354602313e-257
ENSG00000136478	4517.0	5075.0	5658.0	317.0	263.0	266.0	7.051543391833608e-259	1.5602063383891648e-256
ENSG00000140937	3314.0	2757.0	3626.0	55.0	87.0	70.0	2.1419199519183573e-258	4.6926946240705424e-256
ENSG00000124225	2127.0	2484.0	2485.0	116.0	89.0	102.0	1.0487664124365962e-255	2.275415827060254e-253
ENSG00000155366	2484.0	2714.0	2759.0	146.0	179.0	177.0	3.078523903286165e-254	6.614978237186147e-252
ENSG00000150938	4062.0	4880.0	4755.0	265.0	262.0	281.0	1.0641710033034192e-253	2.264859943887763e-251
ENSG00000077274	5198.0	6814.0	7175.0	116.0	101.0	121.0	2.169453259650005e-252	4.573657735226289e-250
ENSG00000133816	3042.0	3887.0	4206.0	64.0	48.0	51.0	3.5958297963466096e-251	7.509907332612867e-249
ENSG00000140682	892.0	838.0	1009.0	38.0	33.0	32.0	7.168293800040158e-251	1.4832394587916426e-248
ENSG00000134247	2611.0	2725.0	2925.0	398.0	363.0	364.0	2.860231087689871e-250	5.8639985428078485e-248
ENSG00000103335	4838.0	4975.0	6046.0	464.0	412.0	449.0	6.841581614864155e-250	1.3898984031579024e-247
ENSG00000085063	6413.0	6021.0	5944.0	873.0	825.0	828.0	9.516116516412618e-250	1.9158257278583132e-247
ENSG00000109436	624.0	627.0	709.0	17.0	17.0	10.0	2.080026184201887e-249	4.150209387353533e-247
ENSG00000008311	310.0	246.0	246.0	5924.0	5508.0	5655.0	2.383608964790682e-248	4.713850401431626e-246
ENSG00000100033	5.0	6.0	1.0	1615.0	1373.0	1263.0	2.1823046554060353e-246	4.27789141529462e-244
ENSG00000139793	812.0	907.0	853.0	20.0	12.0	16.0	1.3279557417880832e-245	2.580506692325069e-243
ENSG00000182718	9494.0	8597.0	9444.0	1012.0	931.0	799.0	3.611027908829082e-245	6.956520748155474e-243
ENSG00000152952	3733.0	4029.0	3827.0	433.0	453.0	456.0	3.742384591232469e-245	7.147954569254015e-243
ENSG00000162576	2683.1890000000003	2307.786	2799.6420000000003	167.49200000000002	123.31200000000001	123.34	4.338872061527623e-245	8.217014742284558e-243
ENSG00000008513	1072.0	1231.0	1348.0	24.0	16.0	11.0	4.956128314822774e-245	9.307109197591978e-243
ENSG00000072682	1307.0	1287.0	1297.0	103.0	105.0	115.0	8.635025759187266e-241	1.6080576720046487e-238
ENSG00000083444	3971.0	3845.0	4252.0	747.0	713.0	709.0	8.077284206408446e-240	1.4917609104182605e-237
ENSG00000107249	533.0	492.0	513.0	7.0	5.0	0.05	1.1012092108371235e-237	2.017108379883377e-235
ENSG00000205730	1190.0	1118.0	1094.0	64.0	65.0	71.0	8.272210096725779e-237	1.5029193417197643e-234
ENSG00000013288	750.0	736.0	793.0	46.0	33.0	33.0	2.4792681384263393e-236	4.468081055597855e-234
ENSG00000135074	7878.0	6926.0	8020.0	191.0	110.0	158.0	1.8335441696901344e-235	3.277936924805235e-233
ENSG00000137809	3523.0	2567.0	2377.0	1.0	0.05	0.05	1.2718776898607048e-233	2.2557659313743786e-231
ENSG00000154734	1283.0	1541.0	1448.0	43.0	49.0	49.0	5.412140731194432e-233	9.523236922834802e-231
ENSG00000105974	4357.0	4496.0	3810.0	46.0	77.0	73.0	5.779897869193021e-233	1.0090888881473159e-230
ENSG00000099954	94.0	84.0	91.0	2569.0	2277.0	2126.0	1.1512084876077315e-232	1.9942679126023238e-230
ENSG00000046653	49.0	39.0	29.0	2891.0	2359.0	2791.0	1.6550305163340465e-232	2.844997457578226e-230
ENSG00000138119	4160.0	4028.0	3849.0	184.0	170.0	119.0	3.9884206332763414e-232	6.803758465024916e-230
ENSG00000164741	1306.0	1121.0	1101.0	41.0	39.0	33.0	2.315937820120672e-230	3.920777459563383e-228
ENSG00000168461	2150.0	2262.0	2523.0	235.0	238.0	200.0	1.1009489623460943e-226	1.8498425910938475e-224
ENSG00000164985	510.0	426.0	478.0	6047.0	6312.0	6338.0	2.484692045591997e-226	4.14368754797346e-224
ENSG00000139629	1535.0	1603.0	1845.0	126.0	98.0	115.0	4.87826492021476e-226	8.075154531262166e-224
ENSG00000113721	1186.0	1004.0	1049.0	14.0	31.0	26.0	1.7198066952703457e-224	2.825920604353413e-222
ENSG00000139278	1097.0	995.0	1105.0	99.0	101.0	89.0	4.356878366786748e-224	7.106800062962297e-222
ENSG00000122641	1286.0	1684.0	1814.0	6.0	8.0	10.0	6.731646233207019e-224	1.0900876693730236e-221
ENSG00000165621	476.0	509.0	535.0	7.0	0.05	1.0	9.724356457661582e-224	1.5633826889162833e-221
ENSG00000101335	8871.0	9253.0	10652.0	842.0	896.0	713.0	3.6072637777456905e-222	5.757965974377353e-220
ENSG00000147573	1035.0	1393.0	1189.0	2.0	0.05	2.0	3.295890586369777e-220	5.223635952737972e-218
ENSG00000008517	715.0	690.0	635.0	13.0	17.0	9.0	7.642556199741384e-219	1.2027338267297232e-216
ENSG00000148344	699.0	845.0	769.0	11.0	7.0	8.0	2.8362344854392127e-217	4.432260982245461e-215
ENSG00000100196	965.0	978.0	926.0	62.0	48.0	57.0	2.3093684619197042e-216	3.583851181841641e-214
ENSG00000111674	43.0	31.0	30.0	1485.0	1701.0	1535.0	3.0034348212992447e-215	4.628810893212015e-213
ENSG00000198833	6102.0	7618.0	7532.0	571.0	524.0	510.0	2.3464518267088786e-213	3.59151773777146e-211
ENSG00000196562	5981.0	5351.0	5572.0	597.0	449.0	496.0	3.775396125289438e-212	5.739372599445107e-210
ENSG00000111348	506.0	553.0	503.0	1.0	4.0	1.0	2.765548143563541e-211	4.175790835419896e-209
ENSG00000122786	20610.0	22018.0	23467.0	2798.0	2546.0	2263.0	2.1427867183323575e-210	3.213748643931087e-208
ENSG00000164465	1385.0	1528.0	1662.0	116.0	106.0	87.0	2.4446804628113025e-210	3.6420849534962784e-208
ENSG00000105737	9.0	4.0	2.0	770.0	709.0	683.0	3.495921407891797e-210	5.173732165705827e-208
ENSG00000132205	1164.0	1138.0	1158.0	117.0	89.0	104.0	8.699540694264446e-210	1.2790041835179445e-207
ENSG00000164574	1698.0	1566.0	1879.0	172.0	130.0	137.0	1.130672715232993e-209	1.6514472658373657e-207
ENSG00000143641	6880.0	7181.0	7982.0	1267.0	1173.0	1129.0	1.5573892048686832e-209	2.259933542935095e-207
ENSG00000086062	3665.0	3895.0	4433.0	297.0	215.0	224.0	9.779601632414678e-209	1.4099661785778764e-206
ENSG00000168487	4731.0	3648.0	3735.0	84.0	47.0	61.0	1.8379081574191906e-207	2.6328034355029904e-205
ENSG00000140836	1024.0	855.0	1030.0	71.0	62.0	65.0	3.283606304760245e-206	4.673805738374343e-204
ENSG00000145794	24.0	5.0	20.0	1481.0	1313.0	1506.0	8.15723066907784e-206	1.1537318592524209e-203
ENSG00000118523	13884.0	13163.0	12069.0	282.0	397.0	269.0	3.0706175821948947e-205	4.31566610750373e-203
ENSG00000113070	615.0	686.0	771.0	14.0	21.0	15.0	2.4578871549383433e-203	3.4329002657129474e-201
ENSG00000212993	11.0	15.0	25.0	1821.0	2284.0	2252.0	1.2342470112845963e-202	1.7131501839240294e-200
ENSG00000197702	2201.0	2370.0	2422.0	227.0	277.0	237.0	3.640841193205923e-201	5.022338157072393e-199
ENSG00000137309	1937.0	1931.0	2002.0	20740.0	23217.0	21266.0	4.79427133156692e-201	6.57285775745558e-199
ENSG00000136026	5602.0	5139.0	5584.0	1212.0	1130.0	1149.0	1.44472627183201e-199	1.9686157315018246e-197
ENSG00000125872	1056.0	956.0	1465.0	2.0	0.05	0.05	4.0645463381641305e-199	5.504873758724474e-197
ENSG00000096696	19067.0	17466.0	20332.0	2914.0	2505.0	2375.0	4.69738109739003e-199	6.32363707128765e-197
ENSG00000169129	1299.0	1481.0	1570.0	55.0	27.0	35.0	6.099001878019921e-199	8.161341016054561e-197
ENSG00000065618	1876.0	1461.0	1349.0	18.0	15.0	11.0	2.5783781180948375e-198	3.4297033217300794e-196
ENSG00000165349	6.0	3.0	7.0	828.0	783.0	932.0	2.847977869867771e-197	3.76590304484823e-195
ENSG00000241186	1.0	0.05	3.0	2959.0	4192.0	4554.0	3.0327114665008106e-197	3.9865884201113884e-195
ENSG00000108821	125474.0	78174.0	108177.0	2043.0	1626.0	1827.0	9.547345479372575e-197	1.247687306593795e-194
ENSG00000205336	1153.0	1041.0	1452.0	37.0	39.0	29.0	2.36309913046884e-196	3.0702428063132076e-194
ENSG00000120708	20287.0	29535.0	33098.0	84.0	77.0	47.0	1.5797427512600544e-195	2.0406075874224528e-193
ENSG00000139329	5292.0	7586.0	9592.0	6.0	0.05	0.05	2.05842354770723e-195	2.6436546563570963e-193
ENSG00000164932	1132.0	868.0	892.0	17.0	15.0	19.0	1.0488786789406946e-191	1.3393881050450116e-189
ENSG00000163638	2668.0	2683.0	4350.0	8.0	6.0	4.0	2.2331655820413115e-191	2.835485867152113e-189
ENSG00000204217	3199.0	3312.0	3295.0	364.0	316.0	259.0	2.947471202547215e-190	3.721307286063425e-188
ENSG00000144824	3511.278	4045.4440000000004	5462.444	82.75	59.0	62.0	2.2235962281624293e-189	2.791612635435158e-187
ENSG00000114541	556.0	607.0	649.0	35.0	28.0	27.0	2.313100799401666e-189	2.8877577410183816e-187
ENSG00000148180	3063.0	2570.0	3015.0	473.0	403.0	436.0	7.951054563166556e-189	9.871234240171279e-187
ENSG00000101347	52.0	66.0	64.0	1561.0	1358.0	1355.0	3.114148547090782e-188	3.844855115018658e-186
ENSG00000134013	7570.0	7134.0	7783.0	376.0	246.0	242.0	2.381645605770724e-187	2.9243205687999103e-185
ENSG00000161638	2798.0	2292.0	2405.0	134.0	176.0	169.0	2.922684065922215e-186	3.569028460172882e-184
ENSG00000101871	4039.0	4226.0	4591.0	790.0	687.0	660.0	6.27511064053408e-186	7.621190080652994e-184
ENSG00000163513	580.0	563.0	574.0	41.0	47.0	43.0	8.481984510990294e-186	1.0245778803627033e-183
ENSG00000143382	832.0	783.0	751.0	46.0	30.0	47.0	7.792417853520461e-185	9.362212998528051e-183
ENSG00000024422	1351.0	1176.0	1212.0	145.0	139.0	141.0	9.803798911912191e-185	1.1715801833395815e-182
ENSG00000075340	8.0	6.0	4.0	761.0	901.0	756.0	9.764461714541574e-184	1.1606724783769178e-181
ENSG00000073756	1080.0	1586.0	1633.0	3.0	1.0	0.05	1.0168605442332692e-183	1.2023165387291465e-181
ENSG00000147596	0.05	0.05	1.0	1034.0	1421.0	1131.0	1.6491430161957182e-183	1.939652578048722e-181
ENSG00000150347	628.0	680.0	849.0	1.0	10.0	10.0	2.8392824904926114e-183	3.3219605138763555e-181
ENSG00000150403	2276.0	2346.0	2562.0	460.0	419.0	464.0	3.8873545546241515e-183	4.524516262093016e-181
ENSG00000132031	588.0	460.0	570.0	13.0	10.0	9.0	1.0442282813984945e-181	1.2090864976379356e-179
ENSG00000145934	1598.0	1091.0	1193.0	10.0	13.0	9.0	1.0104233030370667e-180	1.1639138944829551e-178
ENSG00000105976	2380.0	2882.0	3056.0	263.0	240.0	227.0	1.2546789907218504e-180	1.4378621233672405e-178
ENSG00000184564	2669.0	4161.0	4183.0	16.0	7.0	11.0	2.182848556362872e-180	2.488781463726587e-178
ENSG00000079215	1802.0	2204.0	2052.0	115.0	76.0	93.0	4.653521059820246e-180	5.278793661106753e-178
ENSG00000105854	2541.0	2238.0	2412.0	408.0	396.0	334.0	6.04537117251131e-180	6.823025736975265e-178
ENSG00000145681	3704.0	3942.0	2612.0	15.0	6.0	7.0	9.840071408455653e-180	1.1050054058530577e-177
ENSG00000106080	1268.0	1143.0	1151.0	137.0	121.0	140.0	2.4665317659991656e-179	2.7559792687391677e-177
ENSG00000147255	15.0	16.0	7.0	682.0	721.0	702.0	3.2819566062197085e-179	3.648849964138897e-177
ENSG00000136240	5314.0	4870.0	5233.0	1141.0	1149.0	1188.0	3.442581996418827e-179	3.8084841521768083e-177
ENSG00000043355	3.0	3.0	0.05	2100.0	1385.0	1582.0	5.4412153299216345e-179	5.989893545702402e-177
ENSG00000137801	15347.0	19846.0	24763.0	244.0	270.0	185.0	6.697592919393898e-179	7.336819067141933e-177
ENSG00000140564	3142.0	2653.0	3076.0	388.0	457.0	431.0	7.939488479168747e-179	8.654817026535806e-177
ENSG00000178726	753.0	535.0	605.0	3.0	3.0	1.0	1.491202089151002e-178	1.6176647129251185e-176
ENSG00000182175	19.0	20.0	36.0	869.0	803.0	848.0	2.917053557628261e-178	3.1491495580830315e-176
ENSG00000174792	383.0	423.0	416.0	2.0	0.05	2.0	3.1082697407755936e-178	3.3394473027457786e-176
ENSG00000163171	1761.0	1893.0	2143.0	265.0	258.0	272.0	4.594072704934975e-178	4.9121408008221e-176
ENSG00000123700	615.0	762.0	900.0	4.0	5.0	5.0	2.6917946345453354e-176	2.864454033246886e-174
ENSG00000132780	877.0	763.0	907.0	11943.0	9708.0	10286.0	4.017963458267252e-176	4.255423194402762e-174
ENSG00000164649	150.0	140.0	144.0	1804.0	1651.0	1670.0	5.730541385911816e-176	6.04058529957412e-174
ENSG00000166426	47.0	40.0	35.0	936.0	924.0	980.0	6.897757809918523e-176	7.236816609307475e-174
ENSG00000264230	482.0	630.0	590.0	0.05	3.0	1.0	3.6212859389459485e-175	3.781536302692762e-173
ENSG00000008083	365.0	352.0	336.0	4783.0	3996.0	4617.0	8.286366623865023e-175	8.612810927605194e-173
ENSG00000188643	793.0	811.0	758.0	78.0	65.0	68.0	1.2960334363749856e-174	1.3408545927162872e-172
ENSG00000101115	35.0	8.0	15.0	2868.0	2433.0	2441.0	7.172174860987876e-174	7.386018046935303e-172
ENSG00000128342	719.0	627.0	637.0	50.0	51.0	44.0	1.3853577741074733e-173	1.4201188155036562e-171
ENSG00000168743	1128.0	1016.0	1558.0	19.0	17.0	18.0	2.9298325350858765e-173	2.9896332265554375e-171
ENSG00000133106	488.0	567.0	670.0	6.0	4.0	7.0	3.1608710730065288e-173	3.2020707228482313e-171
ENSG00000133083	50.0	41.0	38.0	1328.0	1117.0	1122.0	3.1666784344630557e-173	3.2020707228482313e-171
ENSG00000136830	2571.0	2539.0	2733.0	549.0	479.0	442.0	9.641168656652333e-173	9.705008827486922e-171
ENSG00000198157	41.0	34.0	48.0	834.0	829.0	845.0	1.057964552737037e-172	1.060194343498411e-170
ENSG00000112902	5032.0	5479.0	5394.0	80.0	31.0	48.0	2.1352214926249048e-172	2.1301694060575334e-170
ENSG00000173673	1.0	0.05	0.05	622.0	669.0	761.0	3.8663565668507517e-172	3.840065342196166e-170
ENSG00000197217	3638.0	3411.0	3943.0	824.0	715.0	709.0	1.8470452932714339e-171	1.826368193306935e-169
ENSG00000203857	1216.0	1651.0	1135.0	1.0	0.05	0.05	2.3381766514175947e-171	2.3018164594374002e-169
ENSG00000050405	3835.0	4049.0	3896.0	692.0	597.0	553.0	2.678446750011933e-171	2.625230242215643e-169
ENSG00000241489	2942.0	2880.0	2819.0	588.0	614.0	544.0	8.773092307532773e-171	8.561235536962222e-169
ENSG00000005884	3658.0	3661.0	3392.0	253.0	328.0	237.0	9.38402334496387e-171	9.117598682169897e-169
ENSG00000165757	957.0	967.0	1048.0	54.0	29.0	23.0	1.0913409017425058e-170	1.055766022997393e-168
ENSG00000157240	581.0	512.0	538.0	40.0	29.0	34.0	4.581364337439479e-170	4.412920208998278e-168
ENSG00000176014	3428.0	3323.0	3561.0	905.0	826.0	865.0	4.469092165683719e-169	4.2863005419113335e-167
ENSG00000173698	21.0	20.0	17.0	984.0	785.0	859.0	6.774761156821438e-169	6.469896904764473e-167
ENSG00000134258	3361.0	4247.0	5609.0	16.0	3.0	4.0	2.7168076579200173e-168	2.5835106694271758e-166
ENSG00000177311	1117.0	1164.0	1249.0	188.0	176.0	190.0	3.3907089796609634e-168	3.2106853206984555e-166
ENSG00000183337	309.0	284.0	322.0	2503.0	2384.0	2388.0	8.450861049449234e-168	7.968413159157891e-166
ENSG00000100985	1370.0	1597.0	2258.0	13.0	15.0	13.0	7.437929150680044e-167	6.983840450850712e-165
ENSG00000113396	1142.0	1452.0	1404.0	67.0	69.0	50.0	7.873297003112941e-167	7.361697411237025e-165
ENSG00000124067	1365.0	1370.9820000000002	1478.046	110.0	140.0	154.833	1.3702212398635194e-166	1.2758472519679194e-164
ENSG00000141526	698.0	581.0	557.0	18.0	13.0	9.0	7.345207438388836e-166	6.810927411853747e-164
ENSG00000134762	701.0	530.0	622.0	16.0	15.0	23.0	4.865456727828529e-165	4.492907499867113e-163
ENSG00000099860	941.0	1027.0	1283.0	56.0	41.0	51.0	6.466290017064693e-165	5.946591893470975e-163
ENSG00000162458	2175.0	1990.0	2202.0	406.0	440.0	455.0	2.3099036065988e-164	2.1155498318304667e-162
ENSG00000096717	333.0	339.0	393.0	3064.0	3094.0	2892.0	4.038467218066014e-164	3.6835766090661723e-162
ENSG00000160973	2.0	1.0	1.0	625.0	767.0	772.0	4.5567618503112936e-164	4.13942914914254e-162
ENSG00000135925	614.0	475.0	501.0	4.0	9.0	1.0	4.787268179246094e-164	4.331217894802124e-162
ENSG00000135111	360.0	342.0	413.0	3.0	3.0	3.0	6.672189940540055e-164	6.012235024243896e-162
ENSG00000128510	959.0	975.0	710.0	3.0	5.0	0.05	7.594102351861763e-164	6.815478122773286e-162
ENSG00000197712	1729.0	1876.0	2178.0	133.0	82.0	105.0	1.6287789835457052e-163	1.455932957811835e-161
ENSG00000109472	6230.0	5333.0	5574.0	328.0	203.0	233.0	1.692871900538471e-163	1.507195552244351e-161
ENSG00000180801	758.0	906.0	1101.0	24.0	19.0	17.0	4.426965614568241e-163	3.9257698646331934e-161
ENSG00000170390	449.0	477.0	586.0	8.0	13.0	7.0	5.566819804922165e-163	4.917064117810104e-161
ENSG00000183087	3463.0	3736.0	3186.0	319.0	296.0	364.0	1.1713333243414017e-162	1.0305427479943821e-160
